"ASV_id","Sample_name","BestTaxon","Class","nReads","name_match_type","domain","phylum","class","order","family","genus","species","before_domain","after_domain","before_phylum","after_phylum","before_class","after_class","before_order","after_order","before_family","after_family","before_genus","after_genus","before_species","after_species","regatta_match_rank","after_scientific_name"
"row_1665","RL2501_F039_3_MV1","Ceratoscopelus","Actinopteri",6,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Ceratoscopelus","Ceratoscopelus",NA,NA,"genus","Ceratoscopelus"
"row_1666","RL2501_F039_3_MV1","Chiasmodontidae","Actinopteri",45,"scientific name","Eukaryota","Chordata","Actinopteri","Scombriformes","Chiasmodontidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Scombriformes","Scombriformes","Chiasmodontidae","Chiasmodontidae",NA,NA,NA,NA,"family","Chiasmodontidae"
"row_1667","RL2501_F039_3_MV1","Citharichthys","Actinopteri",712,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys",NA,NA,"genus","Citharichthys"
"row_1668","RL2501_F039_3_MV1","Citharichthys sordidus","Actinopteri",2018,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys sordidus","Citharichthys sordidus","species","Citharichthys sordidus"
"row_1669","RL2501_F039_3_MV1","Citharichthys stigmaeus","Actinopteri",2967,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys stigmaeus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys stigmaeus","Citharichthys stigmaeus","species","Citharichthys stigmaeus"
"row_1670","RL2501_F039_3_MV1","Delphinidae","Mammalia",758,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_1671","RL2501_F039_3_MV1","Delphinus bairdii","Mammalia",584,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Delphinus","Delphinus","Delphinus bairdii",NA,"genus","Delphinus"
"row_1672","RL2501_F039_3_MV1","Engraulis mordax","Actinopteri",63171,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_1673","RL2501_F039_3_MV1","Evadne","Branchiopoda",30,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_1674","RL2501_F039_3_MV1","Leuroglossus","Actinopteri",23,"scientific name","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Argentiniformes","Argentiniformes","Bathylagidae","Bathylagidae","Leuroglossus","Leuroglossus",NA,NA,"genus","Leuroglossus"
"row_1675","RL2501_F039_3_MV1","Luidia foliolata","Asteroidea",80,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Luidiidae","Luidia","Luidia foliolata","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Luidiidae",NA,"Luidia",NA,"Luidia foliolata",NA,"domain","Eukaryota"
"row_1676","RL2501_F039_3_MV1","Merluccius productus","Actinopteri",15662,"scientific name","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Gadiformes","Gadiformes","Merlucciidae","Merlucciidae","Merluccius","Merluccius","Merluccius productus","Merluccius productus","species","Merluccius productus"
"row_1677","RL2501_F039_3_MV1","Mola","Actinopteri",11,"scientific name","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Tetraodontiformes","Tetraodontiformes","Molidae","Molidae","Mola","Mola",NA,NA,"genus","Mola"
"row_1678","RL2501_F039_3_MV1","Patiria miniata","Asteroidea",278,"scientific name","Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Valvatida",NA,"Asterinidae",NA,"Patiria",NA,"Patiria miniata",NA,"domain","Eukaryota"
"row_1679","RL2501_F039_3_MV1","Pisaster","Asteroidea",82,"scientific name","Eukaryota","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",NA,"Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Forcipulatida",NA,"Asteriidae",NA,"Pisaster",NA,NA,NA,"domain","Eukaryota"
"row_1680","RL2501_F039_3_MV1","Psenes pellucidus","Actinopteri",27,"scientific name","Eukaryota","Chordata","Actinopteri","Scombriformes","Nomeidae","Psenes","Psenes pellucidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Scombriformes","Scombriformes","Nomeidae","Nomeidae","Psenes","Psenes","Psenes pellucidus","Psenes pellucidus","species","Psenes pellucidus"
"row_1681","RL2501_F039_3_MV1","Sebastes","Actinopteri",1648,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_1682","RL2501_F039_3_MV1","Strongylocentrotus purpuratus","Echinoidea",1389,"scientific name","Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Eukaryota","Eukaryota","Echinodermata",NA,"Echinoidea",NA,"Camarodonta",NA,"Strongylocentrotidae",NA,"Strongylocentrotus",NA,"Strongylocentrotus purpuratus",NA,"domain","Eukaryota"
"row_1683","RL2501_F039_3_MV1","Symbolophorus californiensis","Actinopteri",308,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Symbolophorus","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis","species","Symbolophorus californiensis"
"row_1684","RL2501_F039_3_MV1","Syngnathus","Actinopteri",3683,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_1685","RL2501_F039_3_MV1","Triphoturus mexicanus","Actinopteri",24,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Triphoturus","Triphoturus","Triphoturus mexicanus","Triphoturus mexicanus","species","Triphoturus mexicanus"
"row_1686","RL2501_F039_3_MV1","Zalophus californianus","Mammalia",875,"scientific name","Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Carnivora",NA,"Otariidae",NA,"Zalophus",NA,"Zalophus californianus",NA,"class","Mammalia"
"row_1687","RL2501_F039_3_MV1",NA,NA,46068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_1688","RL2501_F039_4_MV1","Astropecten verrilli","Asteroidea",14438,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_1689","RL2501_F039_4_MV1","Citharichthys","Actinopteri",2467,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys",NA,NA,"genus","Citharichthys"
"row_1690","RL2501_F039_4_MV1","Citharichthys sordidus","Actinopteri",4673,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys sordidus","Citharichthys sordidus","species","Citharichthys sordidus"
"row_1691","RL2501_F039_4_MV1","Citharichthys stigmaeus","Actinopteri",3338,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys stigmaeus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys stigmaeus","Citharichthys stigmaeus","species","Citharichthys stigmaeus"
"row_1692","RL2501_F039_4_MV1","Delphinidae","Mammalia",634,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_1693","RL2501_F039_4_MV1","Engraulis mordax","Actinopteri",32967,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_1694","RL2501_F039_4_MV1","Evadne","Branchiopoda",6,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_1695","RL2501_F039_4_MV1","Homo sapiens","Mammalia",199,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_1696","RL2501_F039_4_MV1","Luidia foliolata","Asteroidea",38,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Luidiidae","Luidia","Luidia foliolata","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Luidiidae",NA,"Luidia",NA,"Luidia foliolata",NA,"domain","Eukaryota"
"row_1697","RL2501_F039_4_MV1","Merluccius productus","Actinopteri",9539,"scientific name","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Gadiformes","Gadiformes","Merlucciidae","Merlucciidae","Merluccius","Merluccius","Merluccius productus","Merluccius productus","species","Merluccius productus"
"row_1698","RL2501_F039_4_MV1","Patiria miniata","Asteroidea",68,"scientific name","Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Valvatida",NA,"Asterinidae",NA,"Patiria",NA,"Patiria miniata",NA,"domain","Eukaryota"
"row_1699","RL2501_F039_4_MV1","Pisaster","Asteroidea",296,"scientific name","Eukaryota","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",NA,"Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Forcipulatida",NA,"Asteriidae",NA,"Pisaster",NA,NA,NA,"domain","Eukaryota"
"row_1700","RL2501_F039_4_MV1","Strongylocentrotus purpuratus","Echinoidea",431,"scientific name","Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Eukaryota","Eukaryota","Echinodermata",NA,"Echinoidea",NA,"Camarodonta",NA,"Strongylocentrotidae",NA,"Strongylocentrotus",NA,"Strongylocentrotus purpuratus",NA,"domain","Eukaryota"
"row_1701","RL2501_F039_4_MV1","Syngnathus","Actinopteri",1558,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_1702","RL2501_F039_4_MV1","Triakis semifasciata","Chondrichthyes",374,"scientific name","Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata","Eukaryota","Eukaryota","Chordata","Chordata","Chondrichthyes","Chondrichthyes","Carcharhiniformes","Carcharhiniformes","Triakidae","Triakidae","Triakis","Triakis","Triakis semifasciata","Triakis semifasciata","species","Triakis semifasciata"
"row_1703","RL2501_F039_4_MV1","Zalophus californianus","Mammalia",840,"scientific name","Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Carnivora",NA,"Otariidae",NA,"Zalophus",NA,"Zalophus californianus",NA,"class","Mammalia"
"row_1704","RL2501_F039_4_MV1",NA,NA,39958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_1705","RL2501_F040_1_MV1","Astropecten verrilli","Asteroidea",239,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_1706","RL2501_F040_1_MV1","Citharichthys sordidus","Actinopteri",1044,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys sordidus","Citharichthys sordidus","species","Citharichthys sordidus"
"row_1707","RL2501_F040_1_MV1","Cololabis saira","Actinopteri",1369,"scientific name","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Beloniformes","Beloniformes","Belonidae","Belonidae","Cololabis","Cololabis","Cololabis saira","Cololabis saira","species","Cololabis saira"
"row_1708","RL2501_F040_1_MV1","Delphinidae","Mammalia",5413,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_1709","RL2501_F040_1_MV1","Engraulis mordax","Actinopteri",198099,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_1710","RL2501_F040_1_MV1","Grampus griseus","Mammalia",1215,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Grampus","Grampus griseus","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Grampus","Grampus","Grampus griseus","Grampus griseus","species","Grampus griseus"
"row_1711","RL2501_F040_1_MV1","Homo sapiens","Mammalia",1244,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_1712","RL2501_F040_1_MV1","Merluccius productus","Actinopteri",1200,"scientific name","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Gadiformes","Gadiformes","Merlucciidae","Merlucciidae","Merluccius","Merluccius","Merluccius productus","Merluccius productus","species","Merluccius productus"
"row_1713","RL2501_F040_1_MV1","Patiria miniata","Asteroidea",194,"scientific name","Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Valvatida",NA,"Asterinidae",NA,"Patiria",NA,"Patiria miniata",NA,"domain","Eukaryota"
"row_1714","RL2501_F040_1_MV1","Poraniopsis inflata","Asteroidea",183,"scientific name","Eukaryota","Echinodermata","Asteroidea","Valvatida","Poraniidae","Poraniopsis","Poraniopsis inflata","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Valvatida",NA,"Poraniidae",NA,"Poraniopsis",NA,"Poraniopsis inflata",NA,"domain","Eukaryota"
"row_1715","RL2501_F040_1_MV1","Sebastes","Actinopteri",7526,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_1716","RL2501_F040_1_MV1","Stenella coeruleoalba","Mammalia",1137,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Stenella","Stenella","Stenella coeruleoalba","Stenella coeruleoalba","species","Stenella coeruleoalba"
"row_1717","RL2501_F040_1_MV1","Strongylocentrotus purpuratus","Echinoidea",44,"scientific name","Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Eukaryota","Eukaryota","Echinodermata",NA,"Echinoidea",NA,"Camarodonta",NA,"Strongylocentrotidae",NA,"Strongylocentrotus",NA,"Strongylocentrotus purpuratus",NA,"domain","Eukaryota"
"row_1718","RL2501_F040_1_MV1","Symbolophorus","Actinopteri",9,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Symbolophorus","Symbolophorus",NA,NA,"genus","Symbolophorus"
"row_1719","RL2501_F040_1_MV1","Symbolophorus californiensis","Actinopteri",1174,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Symbolophorus","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis","species","Symbolophorus californiensis"
"row_1720","RL2501_F040_1_MV1","Syngnathus","Actinopteri",1179,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_1721","RL2501_F040_1_MV1","Tursiops truncatus","Mammalia",3725,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Tursiops","Tursiops","Tursiops truncatus","Tursiops truncatus","species","Tursiops truncatus"
"row_1722","RL2501_F040_1_MV1","Zalophus californianus","Mammalia",638,"scientific name","Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Carnivora",NA,"Otariidae",NA,"Zalophus",NA,"Zalophus californianus",NA,"class","Mammalia"
"row_1723","RL2501_F040_1_MV1",NA,NA,8846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_1724","RL2501_F040_2_MV1","Astropecten verrilli","Asteroidea",157,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_1725","RL2501_F040_2_MV1","Delphinidae","Mammalia",676,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_1726","RL2501_F040_2_MV1","Engraulis mordax","Actinopteri",179083,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_1727","RL2501_F040_2_MV1","Grampus griseus","Mammalia",1241,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Grampus","Grampus griseus","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Grampus","Grampus","Grampus griseus","Grampus griseus","species","Grampus griseus"
"row_1728","RL2501_F040_2_MV1","Homo sapiens","Mammalia",1024,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_1729","RL2501_F040_2_MV1","Lagenorhynchus obliquidens","Mammalia",173,"synonym","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Sagmatias","Sagmatias obliquidens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Sagmatias","Sagmatias","Sagmatias obliquidens","Sagmatias obliquidens","species","Sagmatias obliquidens"
"row_1730","RL2501_F040_2_MV1","Merluccius productus","Actinopteri",1907,"scientific name","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Gadiformes","Gadiformes","Merlucciidae","Merlucciidae","Merluccius","Merluccius","Merluccius productus","Merluccius productus","species","Merluccius productus"
"row_1731","RL2501_F040_2_MV1","Patiria miniata","Asteroidea",64,"scientific name","Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Valvatida",NA,"Asterinidae",NA,"Patiria",NA,"Patiria miniata",NA,"domain","Eukaryota"
"row_1732","RL2501_F040_2_MV1","Pelecanus occidentalis","Aves",1906,"scientific name","Eukaryota","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus occidentalis","Eukaryota","Eukaryota","Chordata","Chordata","Aves",NA,"Pelecaniformes",NA,"Pelecanidae",NA,"Pelecanus",NA,"Pelecanus occidentalis",NA,"phylum","Chordata"
"row_1733","RL2501_F040_2_MV1","Sebastes","Actinopteri",2291,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_1734","RL2501_F040_2_MV1","Strongylocentrotus purpuratus","Echinoidea",151,"scientific name","Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Eukaryota","Eukaryota","Echinodermata",NA,"Echinoidea",NA,"Camarodonta",NA,"Strongylocentrotidae",NA,"Strongylocentrotus",NA,"Strongylocentrotus purpuratus",NA,"domain","Eukaryota"
"row_1735","RL2501_F040_2_MV1","Trachipterus","Actinopteri",410,"scientific name","Eukaryota","Chordata","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Lampriformes","Lampriformes","Trachipteridae","Trachipteridae","Trachipterus","Trachipterus",NA,NA,"genus","Trachipterus"
"row_1736","RL2501_F040_2_MV1","Tursiops truncatus","Mammalia",2610,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Tursiops","Tursiops","Tursiops truncatus","Tursiops truncatus","species","Tursiops truncatus"
