"ASV_id","Sample_name","BestTaxon","Class","nReads","name_match_type","domain","phylum","class","order","family","genus","species","before_domain","after_domain","before_phylum","after_phylum","before_class","after_class","before_order","after_order","before_family","after_family","before_genus","after_genus","before_species","after_species","regatta_match_rank","after_scientific_name"
"row_1","RL2501_EN3825_3_MV1","Bos taurus","Mammalia",5,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Bovidae",NA,"Bos",NA,"Bos taurus",NA,"order","Artiodactyla"
"row_2","RL2501_EN3825_3_MV1","Citharichthys sordidus","Actinopteri",7,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys sordidus","Citharichthys sordidus","species","Citharichthys sordidus"
"row_3","RL2501_EN3825_3_MV1","Delphinidae","Mammalia",21,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_4","RL2501_EN3825_3_MV1","Engraulis mordax","Actinopteri",920,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_5","RL2501_EN3825_3_MV1","Homo sapiens","Mammalia",5,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_6","RL2501_EN3825_3_MV1","Merluccius productus","Actinopteri",2,"scientific name","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Gadiformes","Gadiformes","Merlucciidae","Merlucciidae","Merluccius","Merluccius","Merluccius productus","Merluccius productus","species","Merluccius productus"
"row_7","RL2501_EN3825_3_MV1","Oneirodes","Actinopteri",3,"scientific name","Eukaryota","Chordata","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Lophiiformes","Lophiiformes","Oneirodidae","Oneirodidae","Oneirodes","Oneirodes",NA,NA,"genus","Oneirodes"
"row_8","RL2501_EN3825_3_MV1","Sebastes","Actinopteri",7,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_9","RL2501_EN3825_3_MV1","Symbolophorus californiensis","Actinopteri",36,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Symbolophorus","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis","species","Symbolophorus californiensis"
"row_10","RL2501_EN3825_3_MV1","Tetragonurus cuvieri","Actinopteri",37,"scientific name","Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Scombriformes","Scombriformes","Tetragonuridae","Tetragonuridae","Tetragonurus","Tetragonurus","Tetragonurus cuvieri","Tetragonurus cuvieri","species","Tetragonurus cuvieri"
"row_11","RL2501_EN3825_3_MV1",NA,NA,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_12","RL2501_EN3825_4_MV1","Engraulis mordax","Actinopteri",12,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_13","RL2501_EN3825_4_MV1","Symbolophorus californiensis","Actinopteri",6,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Symbolophorus","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis","species","Symbolophorus californiensis"
"row_14","RL2501_EN3825_4_MV1",NA,NA,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_15","RL2501_EN91825_3_MV1","Citharichthys sordidus","Actinopteri",2,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys sordidus","Citharichthys sordidus","species","Citharichthys sordidus"
"row_16","RL2501_EN91825_3_MV1","Engraulis mordax","Actinopteri",19,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_17","RL2501_EN91825_3_MV1","Homo sapiens","Mammalia",2,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_18","RL2501_EN91825_3_MV1","Pleuronectidae","Actinopteri",3,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Pleuronectidae","Pleuronectidae",NA,NA,NA,NA,"family","Pleuronectidae"
"row_19","RL2501_EN91825_3_MV1","Sebastes","Actinopteri",8,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_20","RL2501_EN91825_3_MV1","Syngnathus","Actinopteri",3,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_21","RL2501_EN91825_4_MV1","Engraulis mordax","Actinopteri",3,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_22","RL2501_F006_1_1_MV1","Astropecten verrilli","Asteroidea",61,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_23","RL2501_F006_1_1_MV1","Citharichthys sordidus","Actinopteri",298,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys sordidus","Citharichthys sordidus","species","Citharichthys sordidus"
"row_24","RL2501_F006_1_1_MV1","Engraulis mordax","Actinopteri",22288,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_25","RL2501_F006_1_1_MV1","Homo sapiens","Mammalia",508,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_26","RL2501_F006_1_1_MV1","Icichthys lockingtoni","Actinopteri",612,"scientific name","Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Scombriformes","Scombriformes","Centrolophidae","Centrolophidae","Icichthys","Icichthys","Icichthys lockingtoni","Icichthys lockingtoni","species","Icichthys lockingtoni"
"row_27","RL2501_F006_1_1_MV1","Leuroglossus","Actinopteri",1013,"scientific name","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Argentiniformes","Argentiniformes","Bathylagidae","Bathylagidae","Leuroglossus","Leuroglossus",NA,NA,"genus","Leuroglossus"
"row_28","RL2501_F006_1_1_MV1","Phosichthyidae","Actinopteri",305,"scientific name","Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Stomiiformes","Stomiiformes","Phosichthyidae","Phosichthyidae",NA,NA,NA,NA,"family","Phosichthyidae"
"row_29","RL2501_F006_1_1_MV1","Sebastes","Actinopteri",6753,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_30","RL2501_F006_1_1_MV1","Sebastes pinniger","Actinopteri",618,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes pinniger","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes","Sebastes pinniger","Sebastes pinniger","species","Sebastes pinniger"
"row_31","RL2501_F006_1_1_MV1","Syngnathus","Actinopteri",416,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_32","RL2501_F006_1_1_MV1",NA,NA,6646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_33","RL2501_F006_1_2_MV1","Astropecten verrilli","Asteroidea",69,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_34","RL2501_F006_1_2_MV1","Bathylagoides wesethi","Actinopteri",416,"scientific name","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Bathylagoides","Bathylagoides wesethi","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Argentiniformes","Argentiniformes","Bathylagidae","Bathylagidae","Bathylagoides","Bathylagoides","Bathylagoides wesethi","Bathylagoides wesethi","species","Bathylagoides wesethi"
"row_35","RL2501_F006_1_2_MV1","Chiasmodontidae","Actinopteri",3,"scientific name","Eukaryota","Chordata","Actinopteri","Scombriformes","Chiasmodontidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Scombriformes","Scombriformes","Chiasmodontidae","Chiasmodontidae",NA,NA,NA,NA,"family","Chiasmodontidae"
"row_36","RL2501_F006_1_2_MV1","Citharichthys sordidus","Actinopteri",2,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys sordidus","Citharichthys sordidus","species","Citharichthys sordidus"
"row_37","RL2501_F006_1_2_MV1","Delphinidae","Mammalia",260,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_38","RL2501_F006_1_2_MV1","Engraulis mordax","Actinopteri",23832,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_39","RL2501_F006_1_2_MV1","Homo sapiens","Mammalia",266,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_40","RL2501_F006_1_2_MV1","Leuroglossus","Actinopteri",1856,"scientific name","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Argentiniformes","Argentiniformes","Bathylagidae","Bathylagidae","Leuroglossus","Leuroglossus",NA,NA,"genus","Leuroglossus"
"row_41","RL2501_F006_1_2_MV1","Sebastes","Actinopteri",6228,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_42","RL2501_F006_1_2_MV1","Sebastes pinniger","Actinopteri",703,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes pinniger","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes","Sebastes pinniger","Sebastes pinniger","species","Sebastes pinniger"
"row_43","RL2501_F006_1_2_MV1","Stomias atriventer","Actinopteri",264,"scientific name","Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Stomias","Stomias atriventer","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Stomiiformes","Stomiiformes","Stomiidae","Stomiidae","Stomias","Stomias","Stomias atriventer","Stomias atriventer","species","Stomias atriventer"
"row_44","RL2501_F006_1_2_MV1","Strongylocentrotus purpuratus","Echinoidea",73,"scientific name","Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Eukaryota","Eukaryota","Echinodermata",NA,"Echinoidea",NA,"Camarodonta",NA,"Strongylocentrotidae",NA,"Strongylocentrotus",NA,"Strongylocentrotus purpuratus",NA,"domain","Eukaryota"
"row_45","RL2501_F006_1_2_MV1","Syngnathus","Actinopteri",171,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_46","RL2501_F006_1_2_MV1","Trachurus symmetricus","Actinopteri",223,"scientific name","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Carangiformes","Carangiformes","Carangidae","Carangidae","Trachurus","Trachurus","Trachurus symmetricus","Trachurus symmetricus","species","Trachurus symmetricus"
"row_47","RL2501_F006_1_2_MV1","Triphoturus mexicanus","Actinopteri",755,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Triphoturus","Triphoturus","Triphoturus mexicanus","Triphoturus mexicanus","species","Triphoturus mexicanus"
"row_48","RL2501_F006_1_2_MV1",NA,NA,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_49","RL2501_F006_1_3_MV1","Astropecten verrilli","Asteroidea",969,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_50","RL2501_F006_1_3_MV1","Chiasmodontidae","Actinopteri",25,"scientific name","Eukaryota","Chordata","Actinopteri","Scombriformes","Chiasmodontidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Scombriformes","Scombriformes","Chiasmodontidae","Chiasmodontidae",NA,NA,NA,NA,"family","Chiasmodontidae"
"row_51","RL2501_F006_1_3_MV1","Citharichthys","Actinopteri",64,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys",NA,NA,"genus","Citharichthys"
"row_52","RL2501_F006_1_3_MV1","Citharichthys sordidus","Actinopteri",1027,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys sordidus","Citharichthys sordidus","species","Citharichthys sordidus"
"row_53","RL2501_F006_1_3_MV1","Citharichthys stigmaeus","Actinopteri",261,"scientific name","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys stigmaeus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Pleuronectiformes","Pleuronectiformes","Cyclopsettidae","Cyclopsettidae","Citharichthys","Citharichthys","Citharichthys stigmaeus","Citharichthys stigmaeus","species","Citharichthys stigmaeus"
"row_54","RL2501_F006_1_3_MV1","Delphinidae","Mammalia",60,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_55","RL2501_F006_1_3_MV1","Delphinus bairdii","Mammalia",46,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Delphinus","Delphinus","Delphinus bairdii",NA,"genus","Delphinus"
"row_56","RL2501_F006_1_3_MV1","Engraulis mordax","Actinopteri",45506,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_57","RL2501_F006_1_3_MV1","Evadne","Branchiopoda",6,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_58","RL2501_F006_1_3_MV1","Homo sapiens","Mammalia",858,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_59","RL2501_F006_1_3_MV1","Icichthys lockingtoni","Actinopteri",536,"scientific name","Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Scombriformes","Scombriformes","Centrolophidae","Centrolophidae","Icichthys","Icichthys","Icichthys lockingtoni","Icichthys lockingtoni","species","Icichthys lockingtoni"
"row_60","RL2501_F006_1_3_MV1","Leuroglossus","Actinopteri",1756,"scientific name","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Argentiniformes","Argentiniformes","Bathylagidae","Bathylagidae","Leuroglossus","Leuroglossus",NA,NA,"genus","Leuroglossus"
"row_61","RL2501_F006_1_3_MV1","Luidia foliolata","Asteroidea",14,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Luidiidae","Luidia","Luidia foliolata","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Luidiidae",NA,"Luidia",NA,"Luidia foliolata",NA,"domain","Eukaryota"
"row_62","RL2501_F006_1_3_MV1","Merluccius productus","Actinopteri",1327,"scientific name","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Gadiformes","Gadiformes","Merlucciidae","Merlucciidae","Merluccius","Merluccius","Merluccius productus","Merluccius productus","species","Merluccius productus"
"row_63","RL2501_F006_1_3_MV1","Mola","Actinopteri",19,"scientific name","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Tetraodontiformes","Tetraodontiformes","Molidae","Molidae","Mola","Mola",NA,NA,"genus","Mola"
"row_64","RL2501_F006_1_3_MV1","Ostreococcus sp. lucimarinus","Mamiellophyceae",3,"synonym","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'","Eukaryota","Eukaryota","Chlorophyta",NA,"Mamiellophyceae",NA,"Mamiellales",NA,"Bathycoccaceae",NA,"Ostreococcus",NA,"Ostreococcus sp. 'lucimarinus'",NA,"domain","Eukaryota"
"row_65","RL2501_F006_1_3_MV1","Patiria miniata","Asteroidea",20,"scientific name","Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Valvatida",NA,"Asterinidae",NA,"Patiria",NA,"Patiria miniata",NA,"domain","Eukaryota"
"row_66","RL2501_F006_1_3_MV1","Pisaster","Asteroidea",6,"scientific name","Eukaryota","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",NA,"Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Forcipulatida",NA,"Asteriidae",NA,"Pisaster",NA,NA,NA,"domain","Eukaryota"
"row_67","RL2501_F006_1_3_MV1","Psenes pellucidus","Actinopteri",18,"scientific name","Eukaryota","Chordata","Actinopteri","Scombriformes","Nomeidae","Psenes","Psenes pellucidus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Scombriformes","Scombriformes","Nomeidae","Nomeidae","Psenes","Psenes","Psenes pellucidus","Psenes pellucidus","species","Psenes pellucidus"
"row_68","RL2501_F006_1_3_MV1","Sebastes","Actinopteri",9230,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_69","RL2501_F006_1_3_MV1","Sebastes entomelas","Actinopteri",32,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes entomelas","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes","Sebastes entomelas","Sebastes entomelas","species","Sebastes entomelas"
"row_70","RL2501_F006_1_3_MV1","Strongylocentrotus purpuratus","Echinoidea",191,"scientific name","Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus","Eukaryota","Eukaryota","Echinodermata",NA,"Echinoidea",NA,"Camarodonta",NA,"Strongylocentrotidae",NA,"Strongylocentrotus",NA,"Strongylocentrotus purpuratus",NA,"domain","Eukaryota"
"row_71","RL2501_F006_1_3_MV1","Symbolophorus californiensis","Actinopteri",34,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Symbolophorus","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis","species","Symbolophorus californiensis"
