"","Domain","Kingdom","Phylum or Division","Class","Order","Suborder","Superfamily","Family","Subfamily","Tribe or Section","Genus","Species","Infraspecific Epithet","Author","Origin","Suborigin","IUCN Status","Taxon Status","Darwin","Española","Fernandina","Floreana","Genovesa","Isabela","Marchena","Pinta","Pinzón","San Cristóbal","Santa Cruz","Santa Fé","Santiago","Unknown Island","Wolf","Elizabeth Bay/Bahía Elizabeth","Far-northern/Lejano Norte","Northern/Norte","South-eastern/Centro Sur","Unknown Bioregion","Western/Oeste","TaxonID","English Common Name","Spanish Common Name","Local Name","Taxonomic Comments","Distribution Comments","Spanish Distribution Comments","English Comments","Spanish Comments","English Description","Spanish Description"
"186","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Carangoides","orthogrammus","","(Jordan & Gilbert, 1882)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14613,"Gold-spotted jack","","","Syn.: Caranx orthogrammus Jordan & Gilbert, 1882, Carangoides ferdau jordani Nichols, 1922, Carangoides gymnostethoides evermanni Nichols, 1921, Carangoides jordani Nichols, 1922, Carangoides nitidus Smith, 1972, fide Appeltans et al. (2010)","Tropical Indo-Pacific, Hawai, Revillagigedos, Galápagos","","","","Length 60 cm",""
"187","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Caranx","caballus","","Günther, 1868","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7733,"Green jack","cocinero dorado, jurel verde","jurel verde","Syn.: Caranx girardi Steindachner, 1870, fide Appeltans et al. (2010)","Indo-Pacific; Southern California to northern Peru. Ecuador in the Galápagos Islands, Cocos, Malpelo and Revillagigedos. Maybe Hawaii","","Habitat: Open water","","Silvery. Body more slender than other members of genus. Often show thin, dusky, rib-like bars. Size: To 38 cm<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>Size: To 38 cm TL",""
"188","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Caranx","caninus","","Günther, 1867","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11329,"Pacific crevalle jack","jurel común","jurel común","Syn.: Caranx hippos caninus Günther, 1867, fide Appeltans et al. (2010)","Eastern Pacific from San Diego to Colombia and Galapagos","","Habitat:  Large individuals are often solitary in deeper waters but generally this is a schooling  species found near rocky  shores.","","Size: Grows to at least 76 cm",""
"189","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Caranx","ignobilis","","(Forsskål, 1775)","NoData","NoData","NE",1,"True","","","",NA,"",NA,NA,NA,"","","","","",NA,"","True",NA,"","","",17409,"Jacks","pámpanos, jurel, carángido","jurel","Carangus hippoides Jenkins, 1903, Caranx ekala Cuvier, 1833, Caranx lessonii Lesson, 1831, Scomber ignobilis Forsskål, 1775, fide Appeltans et al. 2012","Indo Pacific in Red Sea and east of Africa to Hawwaiian and Marquesan islands, Japan and Ogasawara islands, south to northen Australia.","","Firts sighting and photographic record of this species was 2011 (Acuña, D). Confirmaed identification by McCoosker & Randall 2012.","Primer avistamiento y registro fotográfico de esta especie fue reportado en el 2011 (Acuña, D.). Identificación confirmada por McCoosker & Randall 2012.","9 Dorsal spines, 17-22 dorsal soft rays, 3 anal spine, 15-17 anal soft rays. Head and Body dusky golden dorsally, silver ventrally; fins usually pingmented grey to black.","9 espinas dorsales, 17-22 rayas suavizadas en el dorso, 3 espinas anales, 15-17 rayas suaviazas posteriores. Cabeza y cuerpo oscuro dorsalmente dorado, ventralmente plateado; usualmente aletas pigmentadas de gris a negro."
"190","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Caranx","latus","","Agassiz, 1831","Na","Id","",6,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",15493,"Horse eye jack","","","J. McCosker: This is an Atlantic species, erroneously reported from Galapagos; Syn.: Carangus aureus Poey, 1875, Caranx fallax Cuvier, 1833, Caranx lepturus Agassiz, 1831, Caranx richardi Holbrook, 1855, Xurel lata Agassiz, 1831, fide Appeltans et al. (2010)","Gulf  of Mexico, Caribbean, Galapagos","","Habitat: Found in schools","","Length 65 cm",""
"191","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Caranx","lugubris","","Poey, 1860","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7734,"Black jack","jurel negro","jurel negro","Syn.: Caranx ascensionis Cuvier, 1833, Caranx frontalis Poey, 1860, Caranx ishikawai Wakiya, 1924, Caranx tenebrosus Jordan, Evermann & Wakiya, 1927, fide Appeltans et al. (2010)","Tropical and subtropical waters around oceanic islands, in the eastern Pacific from the Revillagigedos to Ecuador in the Galápagos Islands. Southern Baja Califronia to Panama.","","Habitat: deep, clear waters (usually between 20 and 60 m); near submarine walls or coral;most abundant around  Wolf and  Darwin. Curious  about divers, often seen in small groups.","","Forehead (nape) steep. Dorsal and anal fins long. Size: To  at least 99 cm TL; Weight: 7 kg",""
"192","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Caranx","melampygus","","Cuvier, 1833","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7735,"Bluefin jack, bluefin trevalle","jurel de aleta azul","Jurel de aleta azul","Syn.: Carangichthys melampygus (Cuvier, 1833), Carangus melampygus (Cuvier, 1833), Caranx medusicola Jordan & Starks, 1895, Caranx stellatus Eydoux & Souleyet, 1850, Caranx valenciennei Castelnau, 1873, Carynx melampygus (Cuvier, 1833) (misspelling), fide Appeltans et al. (2010)","Indo-Pacific; in the eastern Pacific from Mazatlan, Mexico to Panama and Cocos, Revillagigedos Indo-Pacific. Tip of Baja to Ecuador in Galápagos Islands and all offshore islands of the Eastern Pacific","","Habitat: juveniles are occasionally seen in shallow reef areas, whereas adults prefer deep water adjacent to lave drop-offs","","Silvery; neon blue, gold and black spots and speckles; blue dorsal, anal and tail fins. Length: Up to 80 cm TL; Weight: 6.8 kg",""
"193","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Caranx","tille","","Cuvier, 1833","Na","Id","",6,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",15550,"Tille jack","","","J. McCosker: This is an  western Pacific species, erroneously reported from Galapagos; Syn.: Caranx cynodon Bleeker, 1851, Caranx tile Cuvier, 1833 (misspelling), fide Appeltans et al. (2010)","Indo-Pacific, Galápagos","","Habitat: A rare species, seen at gordon rocks","","Length up to 80 centimeter",""
"194","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Decapterus","macrosoma","","Bleeker, 1851","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13524,"Shortfin scad","jurel, jurel alicorta, jurel fino, macarela alicorta, macarela fina","","Syn.: Decapterus afuerae Hildebrand, 1946, Decapterus macrosorna Bleeker, 1851 (misspelling), fide Appeltans et al. (2010)","Eastern-Pacific, Gulf of California to peru, Galapagos","","","","Elongate, up to 30 cm",""
"195","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Decapterus","muroadsi","","(Temminck & Schlegel, 1844)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7668,"Mexican scad, amberstripe scad","Macarela mexicana","Macarela platano","Syn.: Caranx muroadsi Temminck & Schlegel, 1844, Decapterus hypodus Gill, 1862, Decapterus leptosomus Ogilby, 1898, Decapterus maru-adsi (Temminck & Schlegel, 1844) (misspelling), Decapterus moruadsi (Temminck & Schlegel, 1844) (misspelling), Decapterus muruadsi (Temminck & Schlegel, 1844) (misspelling), fide Appeltans et al. (2010)","Eastern Pacific from central California to Ecuador and Galapagos.","","Habitat: Large schools","","Bluish silver to greenish silver. Often black spot on upper edge of gill cover. Upper margin of upper jaw straight. Size: Maximum length of about 46 cm TL",""
"196","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Elagatis","bipinnulata","","(Quoy & Gaimard, 1825)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7737,"Rainbow runner","macarela salmón, macarela arco iris","macarela arco iris","Syn.: Elegatis bipinnulatus (Quoy & Gaimard, 1825), Irex indicus Valenciennes, 1862, Micropteryx bipinnulatus (Quoy & Gaimard, 1825), Seriola bipinnulata Quoy & Gaimard, 1825, Seriolichthys bipinnulatus (Quoy & Gaimard, 1825), fide Appeltans et al. (2010)","circumtropical; Eastern Pacific from Cabo San Lucas, Mexico to Panama and Clippterton, Cocos, Revillagigedos and Ecuador in Galapagos Islands. Mouth of the Gulf of California to Ecuador and all the oceanic islands.","","Habitat: Pelagic","","Silvery to gray; back dark, belly light. Rear dorsal and anal fins have serrate edges; a single finlet before tail. Size: lengths 107 cm FL",""
"197","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Selar","crumenophthalmus","","(Bloch, 1793)","Na","Id","NE",1,"","","","",NA,"True",NA,NA,NA,"True","True","","","",NA,"","",NA,"True","","",7739,"Bigeye scad","chicharro ojón","jurelito ojo grande","Syn.: Caranx blochii Cuvier, 1833, Caranx crumenophtalmus (Bloch, 1793), Caranx crumenophthalmus (Bloch, 1793), Caranx daubentonii Lacepède, 1801, Caranx macrophthalmus Rüppell, 1830, Caranx mauritianus Quoy & Gaimard, 1825, Caranx plumieri (Bloch, 1793), Caranx torvus Jenyns, 1841, Scomber balantiophthalmus Bloch & Schneider, 1801, Scomber crumenophthalmus Bloch, 1793, Scomber plumieri Bloch, 1793, Trachurops brachychirus Gill, 1862, Trachurops crumenophthalmus (Bloch, 1793), Trachurops crumenophthalmus crockeri Nichols, 1935, Trachurus crumenophthalmus (Bloch, 1793), fide Appeltans et al. (2010)","Tropical and subtropical waters; in the eastern Pacific from Cabo San Lucas, Mexico and the Gulf of California to Panama and oceanic offshore islands and Galapagos. Circumtropical. Gulf of California to Ecuador and all the offshore islands of the Eastern Pacific.","","Habitat: Large schools, often over reefs, shallow bays and along walls","","Size: Up to 27cm. Bright, reflective silver. Rib pattern on body; scutes on rear lateral line and forked tail.",""
"198","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Selene","peruviana","","(Guichenot, 1866)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13544,"Peruvian moonfish, Pacific  moonfish","carita celosa, carita común, espejo, chancleta, jorobado  espejo","jorobado  espejo","Syn.: Selene peruvianus (Guichenot, 1866) (misspelling), Selene puruvianus (Guichenot, 1866) (misspelling), Vomer declivifrons Meek & Hildebrand, 1925, Vomer peruvianus Guichenot, 1866, fide Appeltans et al. (2010)","Eastern Pacific from  Redondo  Beach, California to Peru, and many oceanic offshore  islands and Galapagos.","","Habitat in Galapagos: A rare, inshore, schooling  species, of which there are only a few records.","","Size> To about  29 cm TL.",""
"199","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Seriola","lalandi","","Valenciennes, 1833","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13545,"Yellow tail amberjack","","","Syn.: Halatractus dorsalis Gill, 1863, Lichia pappei Bleeker, 1860, Seriola aureovittata Temminck & Schlegel, 1845, Seriola banisteri Smith, 1959, Seriola dorsalis (Gill, 1863), Seriola foncki Delfin, 1903, Seriola fonki Delfin, 1903 (misspelling), Seriola grandis Castelnau, 1872, Seriola lalandei Valenciennes, 1833 (synonym), Seriola lalandei dorsalis (Gill, 1863), Seriola lalandii Valenciennes, 1833 (misspelling), Seriola mazatlana Steindachner, 1876, Seriola pappei (Bleeker, 1860), fide Appeltans et al. (2010)","circumtropical, british Columbia to Chile, Galapagos","","Near surface around reefs","","Length up to one meter",""
"200","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Seriola","rivoliana","","Valenciennes, 1833","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7740,"Almaco jack","palometa, huayaipé","huayaipé","Syn.: Seriola bonariensis Valenciennes, 1833, Seriola bovinoculata Smith, 1959, Seriola colburni Evermann & Clark, 1928, Seriola coronata Poey, 1860, Seriola declivis Poey, 1860, Seriola dubia Lowe, 1839, Seriola falcata Valenciennes, 1833, Seriola ligulata Poey, 1860, Seriola proxima Poey, 1860, Seriola songoro Smith, 1959, fide Appeltans et al. (2010)","circumtropical, in the eastern Pacific from Oceanside, California to Peru and Galapagos. Southern California to Peru and all the oceanic islands of the Eastern Pacific. Circumtropical.","","Habitat: Open water or near escarpemts","","Size: Averaging length of 0.6-0.9 m and weigths of 4.6 to 15.7 kg. Silvery to gray.",""
"201","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Trachinotus","paitensis","","Cuvier, 1832","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13546,"Paloma Pompano","paloma pompano","paloma pompano","Syn.: Trachinotus paloma Jordan & Starks, 1895, fide Appeltans et al. (2010)","Eastern Pacific, Baja California to Chile, Galapagos","","Habitat: Found in small numbers around shallow sandy areas.","","Length 15 cm",""
"202","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Trachinotus","rhodopus","","Gill, 1863","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13547,"Gafftopsail pompano","pampano filo","pampano filo","Syn.: Trachynotus rhodopus Gill, 1863, fide Appeltans et al. (2010)","An eastern Pacific  species, ranging from Zuma Beach, California to Peru, and several offshore oceanic islands and  Galapagos.","","Habitat: In schools around reefs, prefers  sandy areas, rare.","","Grows to at least 50 cm TL.",""
"203","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Carangidae","",NA,"Trachinotus","stilbe","","(Jordan & Mcgregor, 1898)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7741,"Steel pompano","pámpano acerado","pámpano acerado","Syn.: Zalocys stilbe Jordan & McGregor, 1898, fide Appeltans et al. (2010)","Eastern Pacific, Mexico to Peru, Revillagigedos, Coco, Eastern Pacific and Western Panama and Ecuador in Galapagos.","","Habitat: Large schools near the surface of open water close to shore.","","Silvery to gray. Deep body; thin, deeply forked tail. Dusky rib pattern often shows on body. Size: to at least 30 cm TL.",""
"204","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Centrolophidae","",NA,"Seriolella","violacea","","Guichenot, 1848","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14063,"Palm ruff","cojinoba palmera","cojinoba palmera","","Restricted to the southeastern Pacific, from central Chile to central Peru, and Galapagos.","","Habitat: Uncommon in the  Archipelago, perhaps restricted  to the southern areas of cooler  waters.","","Size> Reaches lengths not greater than 1 meter.",""
"205","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Centropomidae","",NA,"Centropomus","viridis","","Lockington, 1877","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13254,"White snook","robalo, robalo plateado, robalo blanco.","","","Restricted  to the  eastern Pacific from  Asuncion Island on the  outer  coast of Baja California and the Gulf of  California to Peru, and Galapagos.","","Natural History:  Snook are  considered  an excellent  food fish among the  Galapagos. Caught  on hand- casted lines with  silverside or thread  herring  bait, the  catch  is  relatively  low and  of no  commercial  significance.","","Size> To length 1.5 m.",""
"206","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Chaetodontidae","",NA,"Chaetodon","humeralis","","Günther, 1860","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7743,"Three-banded butterflyfish","mariposa de tres bandas","mariposa de tres bandas","","Eastern Pacific; Baja from California to Peru including Ecuador and Galapagos Islands and Cocos, Malpelo","","Habitat: Rocky bottom and regions of coral development","","Silver-gray. Black border on rear dorsal and anal fins. Three black bands on tail. Size: to about 25 cm, uncommon over 15 cm","Talla: hasta ± 25 cm, no común más que 15 cm"
"207","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Cichlidae","",NA,"Oreochromis","niloticus","","(Linnaeus, 1758)","In","Ac","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",5020,"Black tilapia, Nile tilapia","tilapia negra","","","Restricted to El Junco, San Cristóbal Island","","The Nile Tilapia is a freshwater fish, commonly farmed for food, but which has also escaped and naturalized in the wild. It has a spiny dorsal fin and dark vertical bands and can grow up to 5 kg. It is an omnivore, grows quickly, and breeds in the first year. Both parents tend the eggs and young in their mouth.","","The Black Tilapia is a freshwater fish, commonly farmed for food, but which has also escaped and naturalized in the wild. It has a spiny dorsal fin and dark vertical bands and can grow up to 5 kg.","La tilapia del Nilo es un pez de agua dulce, comúnmente cultivada para la alimentación, la cual se ha escapado y naturalizado. Tiene una aleta dorsal espinosa y bandas verticales oscuras y puede crecer hasta 5 kg. Se trata de un omnívoro, crece rápidamente y se reproduce en el primer año. Ambos padres cuidan de los huevos y crías en su boca."
"208","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Cirrhitidae","",NA,"Cirrhitichthys","oxycephalus","","(Bleeker, 1855)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7750,"Coral hawkfish","halcón de coral","halcón de coral","Syn.: Cirrhites grandimaculatus Liénard, 1891, Cirrhites murrayi Regan, 1909, Cirrhites oxycephalus Bleeker, 1855, Cirrhitichthys corallicola Tee-Van, 1940, Cirrhitychthys oxycephalus (Bleeker, 1855) (misspelling)<br>Cirritichthys oxycephalus (Bleeker, 1855) (misspelling), fide Appeltans et al. (2010)","Tropical and subtropical waters; in the eastern Pacific from the central Gulf of California to Colombia, and Clipperton, Cocos, Malpelo, Revillagigedos and Ecuador in the Galapagos Islands.","","Habitat: Regions of coral development, lava, and rocky shores; to depths of 40 m.","","Short pointed snout. Tassels on tips of dorsal fin spines. Size: To 10 cm.",""
"209","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Cirrhitidae","",NA,"Cirrhitus","rivulatus","","Valenciennes, 1846","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7751,"Hieroglyphic hawkfish, giant hawkfish","carabalí, mero chino","carabalí","Syn.: Cirrhites rivulatus Valenciennes, 1846 (misspelling), fide Appeltans et al. (2010)","Eastern Pacific, from upper Gulf of California to Colombia, and Clipperton, Cocos, Malpelo, Revillagigedos and Galapagos. Unknown from the mainland of Ecuador.","","Habitat: Solitary, bottom-living; found in shallow waters along the rocky shorelines and in reef areas.","","Medium to light olive to brown. Large, fat lips; tassels on tips of dorsal fin spines. Juvenile - Orange scrawled markings on top of head and red first dorsal fin. Lengths of at least 43 cm.",""
"210","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Cirrhitidae","",NA,"Oxycirrhites","typus","","Bleeker, 1857","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7752,"Longnose hawkfish","halcón narizón","halcón narizón","Syn.: Oxycirrhitus typus Bleeker, 1857 (misspelling), fide Appeltans et al. (2010)","Tropical Pacific, ranging in the eastern Pacific from Baja California to Panama, and Galapagos.Wide spread in tropical indo pacific. Central eastern Gulf of California to northern Ecuador. Galápagos and Malpelo.","","Habitat: Deepwater species, most common at 23-46m","","Size: Lengths of 8.5 cm, Tassels on tips of dorsal fin spines.",""
"211","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Coryphaenidae","",NA,"Coryphaena","equiselis","","Linnaeus, 1758","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13498,"Pompano dolphinfish","dorado, dorado chato","","","circumtropical","","","","",""
"212","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Coryphaenidae","",NA,"Coryphaena","hippurus","","Linnaeus, 1758","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11578,"Common dolphinfish","dorado comun","dorado","Syn.: Coryphaena argyrurus Valenciennes, 1833, Coryphaena chrysurus Lacepède, 1801, Coryphaena dolfyn Valenciennes, 1833, Coryphaena dorado Valenciennes, 1833, Coryphaena fasciolata Pallas, 1770, Coryphaena immaculata Agassiz, 1831, Coryphaena imperialis Rafinesque, 1810, Coryphaena japonica Temminck & Schlegel, 1845, Coryphaena margravii Valenciennes, 1833, Coryphaena nortoniana Lowe, 1839, Coryphaena scomberoides Valenciennes, 1833, Coryphaena suerii Valenciennes, 1833, Coryphaena virgata Valenciennes, 1833, Coryphaena vlamingii Valenciennes, 1833, Lampugus siculus Valenciennes, 1833, Lepimphis hippuroides Rafinesque, 1810, Scomber pelagicus Linnaeus, 1758, fide Appeltans et al. (2010)","Throughout tropical waters, in the eastern Pacific from Washington to Chile and Galapagos","","Habitat: Open surface waters.","","Size: To 200cm, most common to 100cm.",""
"213","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Dactyloscopidae","",NA,"Dactyloscopus","lacteus","","(Myers & Wade, 1946)","Na","En","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13993,"Milky sand stargazer","mirador de estrellas blanco","mirador de estrellas blanco","","Endemic to the Galapagos.","","Habitat:  Common, known from tidepools and shallow coastal regions between 2 and 9 m. It inhabits black volcanic sand and coarse, white coral sand.","","Size> This species ranges in size from 28 mm, at metamorphosis, to  50 mm.",""
"214","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Dactyloscopidae","",NA,"Gillellus","semicinctus","","Gilbert, 1890","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13994,"","","","","Eastern Pacific","","","","",""
"215","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Dactyloscopidae","",NA,"Myxodagnus","sagitta","","Myers & Wade, 1946","Na","En","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13997,"Arrow stargazer.","mirador de estrellas flecha.","mirador de estrellas flecha.","","Endemic to  the Galapagos.","","Habitat:  Found in sandy substrata throughout the  Archipelago. The original Galapagos specimen was dredged in deep water 18-46 m.","","Size> Grows to lengths of 61 mm. The smallest  metamorphosed male measured 34 mm.",""
"216","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Dactyloscopidae","",NA,"Platygillellus","rubellulus","","(Kendall & Radcliffe, 1912)","Na","En","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13211,"Shortfin sand stargazer","mirador de estrellas aletita.","mirador de estrellas aletita.","","Endemic  to  the  Galapagos","","Habitat: Found in a variety of sandy habitats, including  patches of volcanic and coral sand among rocks, in rocky crevices, and on beaches.","","Size> Grow  to lengths of 62 mm. Males mature at 41 mm, and females mature at 44 mm.",""
"217","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Echeneidae","",NA,"Echeneis","naucrates","","Linnaeus, 1758","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13505,"Live sharksucker","Rémora, Pega, Pegatimon, Pegador","","Syn.: Echeneis chiromacer Duméril, 1858, Echeneis fasciata Gronow, 1854, Echeneis fusca Gronow, 1854, Echeneis guaican Poey, 1860, Echeneis lunata Bancroft, 1831, Echeneis metallica Poey, 1860, Echeneis naucratus Linnaeus, 1758 (misspelling), Echeneis neucrates Linnaeus, 1758 (misspelling), Echeneis scaphecrates Duméril, 1858, Echeneis vittata Rüppell, 1838, Echensis naucrates Linnaeus, 1758 (misspelling), Echneis naucrates Linnaeus, 1758 (misspelling), Leptecheneis flaviventris Seale, 1906, Leptecheneis naucrates (Linnaeus, 1758), fide Appeltans et al. (2010)","circumtropical","","","","",""
"218","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Eleotridae","",NA,"Dormitator","latifrons","","(Richardson, 1844)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13212,"Pacific fat sleeper","chalaco, chame, porroco, poyoco, dormilón, camote del Pacífico","","","Eastern Pacific","","","","",""
"219","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Eleotridae","",NA,"Eleotris","picta","","Kner, 1863","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14004,"Spotted sleeper","guavina machada, mongolo, vieja, dormilon manchado","dormilon manchado","","Eastern Pacific, from Mexico, to Gorgona island and Port  Utria, Colombia, and  Galapagos.","","Habitat: Known from only one  specimen collected in a  freshwater  stream naer Playa  negra, Floreana.","","Size> To  lengths of at least  21 cm.",""
"220","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Eleotridae","Eleotrinae",NA,"Gobiomorus","maculatus","","(Günther, 1859)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14005,"Pacific sleeper","cawa","","","Eastern Pacific","","","","",""
"221","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Embiotocidae","",NA,"Cymatogaster","aggregata","","Gibbons, 1854","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",15546,"Shiner perch","","","Syn.: Cymatogaster aggregatus Gibbons, 1854, Cymatogaster gracilis Tarp, 1952, Metrogaster lineolatus Agassiz, 1861, fide Appeltans et al. (2010)","Baja Califronia","","Habitat: In bays around piers, sandy bottoms and mangrove areas","","Length 25 centimeter",""
"222","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Epigonidae","",NA,"Epigonus","merleni","","McCosker & Long, 1997","Na","En","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13489,"","","","","","","","","",""
"223","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Gempylidae","",NA,"Gempylus","serpens","","Cuvier, 1829","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14032,"Snake mackerel","escolar  de  canal","escolar de  canal","","Known  in all tropical  seas of  the  world; in the eastern Pacific they range from San Pedro, California, to central Chile.","","Habitat: Uncommon, because these fishes occur in depths greater than 150 meters during the  day.","","Size> Probably  reach  lengths of at least 2 meters.",""
"224","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Gempylidae","",NA,"Lepidocybium","flavobrunneum","","(Smith, 1843)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14029,"escolar","escolar negro, mírame lindo","mírame lindo","","circumtropical","","","","",""
"225","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Gempylidae","",NA,"Nealotus","tripes","","Johnson, 1865","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14031,"","","","","circumtropical","","","","",""
