"","Domain","Kingdom","Phylum or Division","Class","Order","Suborder","Superfamily","Family","Subfamily","Tribe or Section","Genus","Species","Infraspecific Epithet","Author","Origin","Suborigin","IUCN Status","Taxon Status","Darwin","Española","Fernandina","Floreana","Genovesa","Isabela","Marchena","Pinta","Pinzón","San Cristóbal","Santa Cruz","Santa Fé","Santiago","Unknown Island","Wolf","Elizabeth Bay/Bahía Elizabeth","Far-northern/Lejano Norte","Northern/Norte","South-eastern/Centro Sur","Unknown Bioregion","Western/Oeste","TaxonID","English Common Name","Spanish Common Name","Local Name","Taxonomic Comments","Distribution Comments","Spanish Distribution Comments","English Comments","Spanish Comments","English Description","Spanish Description"
"1","Eukaryota","Animalia","Chordata","Actinopterygii","Albuliformes","",NA,"Albulidae","Albulinae",NA,"Albula","esuncula","","(Garman, 1899)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12970,"","","","","Eastern Pacific","","Tropical:Reef-associated; brackish; marine .","","",""
"2","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Anguillidae","",NA,"Anguilla","marmorata","","Quoy & Gaimard, 1824","Na","Va","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12972,"Giant mottled eel","anguilla moteada gigante","anguilla moteada gigante","Syn.: Anguilla hildebrandti Peters, 1881, Anguilla johannae Günther, 1867, Anguilla marmolata Quoy & Gaimard, 1824 (misspelling), Anguilla mauritiana Bennett, 1831, Muraena manillensis Bleeker, 1864, fide Appeltans et al. (2010)","Indo-West Pacific from East Africa tp the Society Islands, up north to southern Japan, Galapagos","","Tropical;catadromous (Ref. 51243); freshwater; brackish; marine; depth range 1 - 400 m (Ref. 6898),Demersal","","Distinguished from all other species by the mottled color and the long dorsal fin, which begins closer to the gill opening than to the anus (Ref. 9828).Adults have a brownish to black marbling on their back on a greyish yellow background. This coloration can fade away. White belly. Younger specimens are greyish to orange and the marbling is less visible (Ref. 48622). Body color brown speckles scattered on back, sides and fins; yellow between speckles and edge of pectoral fin; belly white or pale blue (Ref. 45563). Head rounded; snout depressed; lower jaw protruded; gill openings small; scales matted-like under skin; pectoral fin rounded; pelvic fin absent (Ref. 45563).",""
"3","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Chlopsidae","",NA,"Chlopsis","bicollaris","","(Myers & Wade, 1941)","Na","En","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12973,"Bicolor false moray","morena falso de dos colores","","","Galapagos Islands.Southeast Pacific.","","Tropical;Demersal; marine.","","","size> Largest  known  individual measures 19.5 cm."
"4","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Congridae","",NA,"Paraconger","californiensis","","Kanazawa, 1961","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13015,"Blackfin conger","","","","Eastern Pacific, Gulf of California to Peru, Cocos, Galapagos","","Habitat: Shallow water between","","Length about 40 cm",""
"5","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Anarchias","galapagensis","","(Seale, 1940)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11737,"Minute moray","morena menuda","morena","Syn.: Uropterygius galapagensis Seale, 1940, fide Appeltans et al. (2010)","Eastern Pacific, Central Gulf of California, Panama, Galapagos","","","","Length of 12.5 cm",""
"6","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Enchelycore","lichenosa","","(Jordan & Snyder, 1901)","Na","Va","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7634,"Reticulate hookjaw moray, mosaic moray","morena boca de gancho, morena mosaico","morena mosaico","Syn.: Aemasia lichenosa Jordan & Snyder, 1901, fide Appeltans et al. (2010)","Indo-Pacific, Japan and Ecuador,Galápagos Islands only.","","Habitat: Rocky coasts","","Background color brown to dark brown and black. Lengths of 90 TL",""
"7","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Enchelycore","octaviana","","(Myers & Wade, 1941)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7635,"Slenderjaw moray","morena quijada delgada, morena kuijada esbelto","morena kuijada esbelta","Syn.: Enchelycore octavianus (Myers & Wade, 1941), Gymnothorax octavianus Myers & Wade, 1941, fide Appeltans et al. (2010)","Eastern Pacific; from the Gulf of California to Colombia, and Isla de Cano, Revillagigedos and Ecuador, Galapagos, and Central Mexico to Peru, and Cocos Islands","","Habitat: Rocky, boulder strewn areas and walls; nocturnal.","","Shades of brown. Numerous exposed fang-like teeth. Slender body. Lengths of 93 cm.",""
"8","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Gymnomuraena","zebra","","(Shaw, 1797)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7636,"Zebra moray","morena cebra","morena cebra","Syn.: Echidna zebra (Shaw, 1797), Gymnomuraena fasciata Kaup, 1856, 1797, Muraena molendinaris Bennett, 1833, Muraena zebra (Shaw, 1797), Poecilophis zebra (Shaw, 1797), fide Appeltans et al. (2010)","Indo- West Pacific, Gulf of California to Panama, Southwest Gulf of California to Ecuador, in Galpagos and all the oceanic islands of the Eastern Pacific.","","Habitat: Around reef crevices","","Black to dark brown and purplish brown. Blunt head; pair of tubular nostrils above mouth. Lengths of at least 88.5 cm",""
"9","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Gymnothorax","buroensis","","(Bleeker, 1857)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12979,"Vagrant moray","morena errante","morena enrejado","Syn.: Lycodontis buroensis (Bleeker, 1857), Muraena buroensis Bleeker, 1857, fide Appeltans et al. (2010)","Indo-West Pacific (vagrant?), Hawaii, Clipperton, Panama, Coco and Galapagos","","","","Length ten to 46 cm",""
"10","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Gymnothorax","dovii","","(Günther, 1870)","Na","Id","NE",1,"","","","True",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7638,"Speckled moray, fine spotted moray","morena pintita, morena punto fino","morena punto fino","Syn.: Muraena dovii Günther, 1870, fide Appeltans et al. (2010)","Eastern Pacific from the Gulf of California to Ecuador including Galapagos, also Clipperton and Cocos. Revillegigedos, Malpelo","","Habitat: Rocky, boulder strewn areas and walls. Lurk in holes, crevices and dark recesses.","Hábitat: roca, zonas de roca esparcidas y las paredes. Se esconden en agujeros, grietas y huecos oscuros.","Occasionally have fine white to yellow spots or flecks on rear body and dorsal fin. Up to 1.1 m.","Tamaño: de 1.1 m."
"11","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Gymnothorax","flavimarginatus","","(Rüppell, 1830)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7639,"Yellowedge moray","morena de borde amarillo","morena de borde amarillo","Syn.: Gymnothorax mauritianus (Kaup, 1856), Gymnothorax viridipinnnis Bliss, 1883, Lycodontis flavimarginatus (Rüppell, 1830), Lycodontis lemayi Smith, 1949, Muraena flavimarginata Rüppell, 1830, Muraena mauritiana Kaup, 1856, Muraena viridipinnna Seale, 1917, fide Appeltans et al. (2010)","Indo-West Pacific and Hawaii (vagrant?), in the eastern Pacific only known from Isla del Cano (off southern Costa Rica) and the Gulf of Chiriqui, Panama, and Clipperton, Cocos and Ecuador in Galapagos, Indo-Pacifico from East Africa to the Americas","","Habitat: Rocky substrate, corals and reef flats to depths of 150m","","Dorsal and anal fins covered with skin, but clearly evident; dorsal fin origin above level of gill opening; color yellowish, densely mottled with darck brown; aprominent black blotch covering gill opening. Lengths of 120 cm",""
"12","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Gymnothorax","meleagris","","(Shaw, 1795)","Na","Va","NE",1,"","","","True",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7640,"White mouth Moray","morena boca blanca","morena boca blanca","Syn.: Gymnothorax chlorostigma (Kaup, 1856), Lycodontis meleagris (Shaw, 1795), Muraena chlorostigma (Kaup, 1856), Muraena meleagris Shaw, 1795, Thyrsoidea chlorostigma Kaup, 1856, fide Appeltans et al. (2010)","widespread in the Indo-West Pacific and Hawaii; in the eastern Pacific only know from Ecuador in Galapagos,  Vagrant in Ecuador,Galápagos and Cocos.","","Habitat: Rocky substrate.","Hábitat: sustrato de roca.","Shades of dark brown to reddish brown. Pair of nostrils above mouth and additional set between eyes. Lenghts of 100 cm.","Tamaño: Longitud de 100 cm."
"13","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Muraena","argus","","(Steindachner, 1870)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7641,"White spotted morray, starry morray","morena pecas blancas","morena pecas blancas","Syn.: Gymnothorax argus Steindachner, 1870, fide Appeltans et al. (2010)","Baja California to southern Mexico. Ecuador to northern Peru. Ecuador in the Galápagos Islands, Cocos and Malpelo Islands","","Habitat: Deep, rocky, boulder strewn areas and walls. Lurk in holes, crevices and dark recesses.","","Shades of brown; back darker with distintive light blotches. Eyes golden with black pupil.Pair of tubular nostrils above mouth and another set between eyes. Lenghts of at least 1 m",""
"14","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Muraena","clepsydra","","Gilbert, 1898","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7642,"Hourglass moray","morena de piedra, morena clepsidra","morena clepsidra, morena de ocelo","","Eastern Pacific; ranging from Cabo San Lucas, Baja California to Peru, and Ecuador in the Galapagos Islands, Malpelo","","Habitat: Rocky, boulder strewn areas and walls. Lurk in holes, crevices and dark recesses","","Shades of gray to brown, somewhat mottled, and speckled with irregular light and dark spots on head, body and fins. Pair of tubular nostrils above mouth and another set between eyes. Total lengths of 97 cm",""
"15","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Muraenidae","",NA,"Muraena","lentiginosa","","Jenyns, 1842","Na","Id","NE",1,"","","","True",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7643,"Lentil moray, jewel moray","morena lentejuela, morena pinta","morena pinta","","Eastern Pacific, from the central Gulf of California to Peru, and Malpelo, Revillagigedos and Ecuador in the Galapagos Islands, Cocos.","","Habitat: Reef areas and benthic regions where rocks and crevices predominate.","Hábitat: áreas de coral y las regiones bentónicas donde predominan las rocas y grietas.","Brown to light brown and yellowish tan; often with darkish markings and mottling. A pair of large tubular nostrils between eyes and set above mouth; dorsal fin starts immediately behind head.Total lenghts of about 60 cm.","Tamaño: Longitud total de 60 cm."
"16","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Myrocongridae","",NA,"Myroconger","nigrodentatus","","Castle & Béarez, 1995","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12974,"","","","","Eastern Pacific","","Tropical,marine; depth range 50 - 250 m (Ref. 57763),Demersal.","","body rather robust, relatively short snout, teeth on intermaxillary, maxilla and dentary prominent and sharp, many with dark brown to black internal pigment; a single row of small teeth on vomer; a moderately large, almost horizontal slit-like branchial aperture; precaudal vertebrae 50.Dorsal soft rays (total): 298 - 298; Anal soft rays: 213; Vertebrae: 123.",""
"17","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Nettastomatidae","",NA,"Facciolella","equatorialis","","(Gilbert, 1891)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13019,"Dogface witch eel","anguila bruja, serpentina bruja","","","Eastern Pacific","","Size> Known  to reach total lengths of 90 cm, at which they weigh only a few grams.","","",""
"18","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","",NA,"Ophichthidae","",NA,"Ophichtus","triserialis","","(Kaup, 1856)","Na","Id","",6,"","","","",NA,"",NA,NA,NA,"","","","","True",NA,"","",NA,"","True","",15517,"Pacific snake eel","tieso moteado","","J. McCosker: O. triserialis is the mainland species, O. rugifer is its Galapagos sister species; Syn.: Muraenopsis triserialis Kaup, 1856, Ophichthys grandimaculata Kner & Steindachner, 1867, Ophisurus californiensis Garrett, 1863, fide Appeltans et al. (2010)","Californis to Peru, Galapagos","","","","Length up to 1.1 meters",""
"19","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguilloidei",NA,"Congridae","",NA,"Ariosoma","gilberti","","(Ogilby, 1898)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7630,"Snake conger, Panamic conger eel","congrio culebra, aguila congrio panamica","anguila congrio panámica","Syn.: Congrellus gilberti Ogilby, 1898, fide Appeltans et al. (2010)","Eastern Pacific only ; from Baja California to Peru and Southern Baja Ecuador in Galápagos Islands, and Cocos.","","Habitat: Sand flats, often in protected bays and coves. Often bury during day and forage in open during night.","","Dark to light to brown, may show some iridescence. Fins transparent to translucent. Size: 15-23 cm",""
"20","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguilloidei",NA,"Congridae","",NA,"Bathycongrus","sp.","","","Na","En","",3,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13005,"","","","","","","","","",""
"21","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguilloidei",NA,"Congridae","",NA,"Gnathophis","cinctus","","(Garman, 1899)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13010,"hardtail conger","congrio de cola tiesa","","","Eastern Pacific","","","","",""
"22","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguilloidei",NA,"Congridae","",NA,"Heteroconger","klausewitzi","","(Eibl-Eibesfeldt & Köster, 1983)","Na","Id","NE",1,"","True","","True",NA,"",NA,NA,NA,"","True","True","True","",NA,"","",NA,"True","","",7644,"Galápagos garden eel","anguila jardín de Galápagos","anguila jardín de Galápagos","Syn.: Taenioconger klausewitzi Eibl-Eibesfeldt & Köster, 1983, fide Appeltans et al. (2010)","Cocos and Ecuador in the Galapagos Islands","","Habitat: Inhabit permanent burrows in sand, broken shell, and volcanic gravel, where relatively strong currents flow. At night they remain deeps inside their burrows","","Body very elongate and cylindrical; snout very short; eye large; longer than snout; pectoral fins very tiny, much smaller than pupil of eyes; dorsal and anal fins low, confluente around tip of tail; light to darck brown; several white blotches on head and on body below lateral line; anterior pores of lateral line surround by white-pores of lateral line sorrunded by withe pigmented areas. At least 44 cm",""
"23","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguilloidei",NA,"Congridae","",NA,"Paraconger","similis","","(Wade, 1946)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13016,"Shorttail conger","congrio colicorta, congrio de coda corta, congrio de cola corta","","","Eastern Pacific","","","","",""
"24","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguilloidei",NA,"Congridae","Bathymyrinae",NA,"Chiloconger","dentatus","","(Garman, 1899)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13008,"Shortsnout conger","congrio de corta nareza, congrio de labio grueso, congrio labioso","","","Eastern Pacific","","","","",""
"25","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguilloidei",NA,"Congridae","Bathymyrinae",NA,"Ophisoma","sp.","","","NoData","NoData","",3,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13014,"","","","","","","","","",""
"26","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguilloidei",NA,"Congridae","Congrinae",NA,"Xenomystax","atrarius","","Gilbert, 1891","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13018,"","","","","Eastern Pacific","","","","",""
"27","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Apterichtus","equatorialis","","(Myers & Wade, 1941)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12988,"Finless eel","Tieso ecuatorial, Tieso sin aletas","","","Eastern Pacific","","","","",""
"28","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Callechelys","galapagensis","","McCosker & Rosenblatt, 1972","Na","En","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11756,"Galapagos snake eel","anguila de Galapagos","","","","","Endemic  to the Galapagos.","","",""
"29","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Herpetoichthys","fossatus","","(Myers & Wade, 1941)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12991,"Mustachioed snake-eel","tieso bigotón, tieso de Afuera","","","","","","","",""
"30","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Ichthyapus","selachops","","(Jordan & Gilbert, 1882)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12992,"Smiling snake eel","tieso sonriente","","","Eastern Pacific","","","","",""
"31","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Myrichthys","maculosus","","(Cuvier, 1816)","NoData","NoData","NE",6,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7633,"Tiger snake eel, spotted snake eel","","","J. McCosker: This is an Indo-Pacific species; erroneously reported from Galapagos.","","","","","",""
"32","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Myrichthys","tigrinus","","Girard, 1859","Na","Id","NE",8,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7631,"Tiger snake eel","safio tigre, anquila tigre","anguila tigre","J. McCosker: This name is problematic and M. xysturus has used instead to refer to this taxon.","Trans-Pacific, known from numerous oceanic islands including Hawaii, Guam, New Guinea; in the eastern Pacific from the Gulf of California to Panama, and at Clipperton, Cocos, Revillagigedos and Ecuador (Galapagos). Maybe in Malpelo.","","Habitat: Nocturnal; inhabit sand flats and rocky areaswith boulders and gravel rubble","","Tan, often with whitish, reddish or grayish tinting; border of dorsal fin dusky. Golden iris surrounds dark pupil. Tubular nostrils and small pectoral fins. Size: 20-37 cm",""
"33","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Myrichthys","xysturus","","(Jordan & Gilbert, 1882)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12993,"","","","J. McCosker: also reported as Myrichthys tigrinus  Girard, 1859, a problematic taxon name.","Eastern Pacific","","","","",""
"34","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Ophichthus","arneutes","","McCosker & Rosenblatt, 1998","Na","En","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12994,"","","","","","","","","",""
"35","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Ophichthus","rugifer","","Jordan & Bollman, 1890","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12999,"","","","","Galapagos and Cocos Islands","","","","",""
"36","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Phaenomonas","pinnata","","Myers & Wade, 1941","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13001,"","","","","Eastern Pacific","","","","",""
"37","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","",NA,"Quassiremus","evionthas","","(Jordan & Bollman, 1890)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7632,"Smallfin snake eel, Galápagos snake eel","anguila de aleta chica","Anguila de Galápagos","Syn.: Opichthus evionthas Jordan & Bollman, 1890, fide Appeltans et al. (2010); McCosker & Rosenblatt (2010) consider Leptocephalus alternatus Fowler 1938: 21 (from Tagus Cove, with 152 myomeres) to be a junior synonym of Quassiremus evionthas, which has 149-153 vertebrae.","Cocos and Galapagos Islands","","Habitat: Sand flats and rocky areas mixed with boulders, gravel rubble and sand.","","Size: 20-37 cm, White, occasionally with some grayish tinting. Golden eye with dark pupil. Tubular nostrils and small pectoral fins.",""
"38","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","Ophichthinae",NA,"Paraletharchus","opercularis","","(Myers & Wade, 1941)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12996,"Pouch snake eel","anguila bolsona","","","Galapagos, Cocos, and Revillagigedos Islands","","Size> To lengths of 47 cm.","","",""
"39","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Congroidei",NA,"Ophichthidae","Ophichthinae",NA,"Scytalichthys","miurus","","(Jordan & Gilbert, 1882)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13003,"Short tailed viper eel","tieso vibora, tieso vípora","","","Eastern Pacific","","","","",""
"40","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","",NA,"Echidna","nebulosa","","(Ahl, 1789)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12975,"Snowflake moray","morena estrellada, morena estriada, kal","","","","","","","",""
"41","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","",NA,"Echidna","nocturna","","(Cope, 1872)","Na","Id","NE",1,"","","","True",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11582,"Freckled moray, palenose moray","morena pecosa","morena pecosa","Syn.: Poecilophis nocturnus Cope, 1872, fide Appeltans et al. (2010)","Eastern Pacific; from central Gulf of California to Peru, and Cocos and Galapagos","","Habitat: Rocky areas, caves and coral reefs.","Hábitat: Areas rocosas, cuevas, y arrecifes de corales.","Size: At least 56.5 cm TL.","Tamaño: por lo menos de 56.5 cm TL."
"42","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","",NA,"Scuticaria","tigrina","","(Lesson, 1828)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12983,"Tiger reef-eel","morena atigrada de arrecifes","","","Indo-Pacific","","","","",""
"43","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","",NA,"Uropterygius","macrocephalus","","(Bleeker, 1864)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11586,"Longhead moray, largehead moray","morena cabeza grande","morena cabezona","Syn.: Anarchias knighti Jordan & Starck, 1906, Gymnomuraena macrocephalus Bleeker, 1864, Gymnomuraena nectura Jordan & Gilbert, 1882, Uropterygius knighti (Jordan & Starck, 1906), Uropterygius necturus (Jordan & Gilbert, 1882), Uropterygius reidi Schultz, 1943, fide Appeltans et al. (2010)","Widespread in the weastern and central Pacific, in the eastern Pacific from the Gulf of California to Panama, also Cocos, Isla del Cano, Revillagigedos, Tres Marias and Galapagos","","Habitat: Among rocks and crevices and in reefs habitats. Common in shallow waters, usually in depths less then 10 m.","","Size: Rarely exceeds lengths of 40 cm.",""
"44","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","",NA,"Uropterygius","polystictus","","Myers & Wade, 1941","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12985,"","","","","Eastern Pacific","","","","",""
"45","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","",NA,"Uropterygius","versutus","","Bussing, 1991","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12986,"","","","","Eastern Pacific","","","","",""
"46","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","Muraeninae",NA,"Gymnothorax","angusticeps","","(Hildebrand & Barton, 1949)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12976,"Moray","morena","","","Eastern Pacific","","","","",""
"47","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","Muraeninae",NA,"Gymnothorax","castaneus","","(Jordan & Gilbert, 1883)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7637,"Chestnut moray, Panamic green moray","morena verde panamica","Morena verde, Morena verde panamica","Syn.: Sidera castanea Jordan & Gilbert, 1883, fide Appeltans et al. (2010)","Eastern Pacific, from the central part of the Gulf of California to Panama, Cocos, Malpelo and Ecuador, Galapagos, Revillagigedos.","","Habitat: Typically, they lie quietly on the bottom among rocks both day and night, although some individuals can be observed moving about the reef areas or shallow rocky bottom at night. Solitary.","","Occasionally have fine white to yellow spots or flecks on rear body and dorsal fin. Length exceeding 1.2 m",""
"48","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","Muraeninae",NA,"Gymnothorax","javanicus","","(Bleeker, 1859)","Na","Va","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12977,"giant moray","","","","Eastern Pacific","","","","",""
"49","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","Muraeninae",NA,"Gymnothorax","panamensis","","(Steindachner, 1876)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11579,"Masked moray","morena ojo negro","morena ojo negro","Syn.: Muraena panamensis Steindachner, 1876, fide Appeltans et al. (2010)","Eastern Pacific; from Gulf of California to Colombia, and Clipperton, Cocos, Galapagos, Guadalupe (off central Baja California), Revillagigedos and Tres Marias","","Habitat: Rocky, crevice-rich and reef habitats. Common in shallow waters, usually in depths less than 5 m.","","Size: To about 70 cm",""
"50","Eukaryota","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenoidei",NA,"Muraenidae","Muraeninae",NA,"Gymnothorax","pictus","","(Ahl, 1789)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12981,"Peppered moray","morena pimienta","morena pecas pintura","","Indo-Pacific (vagrant?)","","","","",""
