"Species","Source"
"Traskorchestia traskiana","GBIF"
"Cancer bainbridgensis","GBIF"
"Tritella laevis","GBIF"
"Ianiropsis analoga","GBIF"
"Protomedeia articulata","GBIF"
"Eualus barbatus","GBIF"
"Uromunna ubiquita","GBIF"
"Tryphosella sarsi","GBIF"
"Ianiropsis minuta","GBIF"
"Romaleon jordani","GBIF"
"Byblis veleronis","GBIF"
"Metacarcinus gracilis","GBIF"
"Ampelisca lobata","GBIF"
"Aoroides columbiae","GBIF"
"Harpiniopsis fulgens","GBIF"
"Pacifoculodes spinipes","GBIF"
"Ectinosoma melaniceps","GBIF"
"Ampelisca pugetica","GBIF"
"Cumella vulgaris","GBIF"
"Pagurus stevensae","GBIF"
"Photis californica","GBIF"
"Americhelidium rectipalmum","GBIF"
"Argissa hamatipes","GBIF"
"Acartia clausi","GBIF"
"Pagurus quaylei","GBIF"
"Caprella alaskana","GBIF"
"Discorsopagurus schmitti","GBIF"
"Sternostylus iaspis","GBIF"
"Eualus butleri","GBIF"
"Desdimelita microdentata","GBIF"
"Gnorimosphaeroma lutea","GBIF"
"Ceratomysis spinosa","GBIF"
"Notostomus japonicus","GBIF"
"Foxiphalus obtusidens","GBIF"
"Paralomis multispina","GBIF"
"Metacarcinus magister","GBIF"
"Munidopsis alvisca","GBIF"
"Maera fusca","GBIF"
"Armadilloniscus coronacapitalis","GBIF"
"Oithona atlantica","GBIF"
"Botryllophilus bamfieldensis","GBIF"
"Paramoera suchaneki","GBIF"
"Heptacarpus tridens","GBIF"
"Chionoecetes angulatus","GBIF"
"Bentheogennema burkenroadi","GBIF"
"Eualus biunguis","GBIF"
"Detonella papillicornis","GBIF"
"Procambarus acutus","GBIF"
"Argis dentata","GBIF"
"Protohyale lamberti","GBIF"
"Monocorophium carlottensis","GBIF"
"Paguristes ulreyi","GBIF"
"Ianiropsis tridens","GBIF"
"Stegocephalus cascadiensis","GBIF"
"Munna chromatocephala","GBIF"
"Pseudomma truncatum","GBIF"
"Alamprops carinatus","GBIF"
"Haemobaphes intermedius","GBIF"
"Rhachotropis boreopacifica","GBIF"
"Sergestes atlanticus","GBIF"
"Scaphocalanus echinatus","GBIF"
"Carinonajna botanica","GBIF"
"Desdimelita barnardi","GBIF"
"Mesocrangon munitella","GBIF"
"Elassochirus cavimanus","GBIF"
"Exosphaeroma russellhansoni","GBIF"
"Rocinela angustata","GBIF"
"Thysanopoda cornuta","GBIF"
"Lepeophtheirus nordmannii","GBIF"
"Thysanoessa inspinata","GBIF"
"Nicippe tumida","GBIF"
"Metacrangon variabilis","GBIF"
"Heterophoxus oculatus","GBIF"
"Carinonajna bispinosa","GBIF"
"Apolochus litoralis","GBIF"
"Ericthonius difformis","GBIF"
"Najna parva","GBIF"
"Stygobromus quatsinensis","GBIF"
"Spirontocaris sica","GBIF"
"Crangonyx pseudogracilis","GBIF"
"Gnathopleustes trichodus","GBIF"
"Paraphoxus communis","GBIF"
"Aegiochus symmetrica","GBIF"
"Notodelphys affinis","GBIF"
"Kamptopleustes spinosus","GBIF"
"Boreomysis arctica","GBIF"
"Crassicorophium crassicorne","GBIF"
"Protohyale oculata","GBIF"
"Arietellus plumifer","GBIF"
"Elasmopus antennatus","GBIF"
"Ramellogammarus campestris","GBIF"
"Hargeria rapax","GBIF"
"Monoculodes latimanus","GBIF"
"Caprella equilibra","GBIF"
"Chondrochelia savignyi","GBIF"
"Pleusymtes pacifica","GBIF"
"Eucopia australis","GBIF"
"Campylaspis rufa","GBIF"
"Caprella drepanochir","GBIF"
"Ianiropsis epilittoralis","GBIF"
"Trachypleustes vancouverensis","GBIF"
"Ampelisca macrocephala","GBIF"
"Munna stephenseni","GBIF"
"Aristias japonicus","GBIF"
"Primno brevidens","GBIF"
"Megamoera dentata","GBIF"
"Betaeus setosus","GBIF"
"Scolecithricella minor","GBIF"
"Acanthephyra curtirostris","GBIF"
"Metacrangon spinosissima","GBIF"
"Dynamene dilatata","GBIF"
"Gnathopleustes den","GBIF"
"Jassa shawi","GBIF"
"Munna spinifrons","GBIF"
"Jassa borowskyae","GBIF"
"Pasiphaea tarda","GBIF"
"Caprella natalensis","GBIF"
"Eudorellopsis biplicata","GBIF"
"Pakynus barnardi","GBIF"
"Aetideus armatus","GBIF"
"Synidotea pettiboneae","GBIF"
"Dynamenella perforata","GBIF"
"Dajus mysidis","GBIF"
"Lebbeus microceros","GBIF"
"Aristias veleronis","GBIF"
"Orthopagurus minimus","GBIF"
"Platycyamus flaviscutatus","GBIF"
"Cyamus ceti","GBIF"
"Pseudopeniculus asinus","GBIF"
"Eualus pusiolus","GBIF"
"Protohyale hiwatarii","GBIF"
"Uptionyx verenae","GBIF"
"Excirolana linguifrons","GBIF"
"Hyas coarctatus","GBIF"
"Hymenodora glacialis","GBIF"
"Caprella gracilior","GBIF"
"Synidotea angulata","GBIF"
"Leptostylis longimana","GBIF"
"Hamaticolax occultus","GBIF"
"Munna fernaldi","GBIF"
"Metacaprella anomala","GBIF"
"Locustogammarus levingsi","GBIF"
"Gnathopleustes pugettensis","GBIF"
"Themisto pacifica","GBIF"
"Melita oregonensis","GBIF"
"Lebbeus catalepsis","GBIF"
"Oligochinus lighti","GBIF"
"Haplophthalmus danicus","GBIF"
"Liriopsis pygmaea","GBIF"
"Achelous xantusii","GBIF"
"Faxonius virilis","GBIF"
"Haplostomella oceanica","GBIF"
"Homeognathia flemingi","GBIF"
"Eriosachila orri","GBIF"
"Maeandricampus triangulum","GBIF"
"Callianopsis clallamensis","GBIF"
"Ampelisca cristata","GBIF"
"Mursia yaquinensis","GBIF"
"Rhepoxynius bicuspidatus","GBIF"
"Callianassa bandonensis","GBIF"
"Montezumella eichhorni","GBIF"
"Mursia aspina","GBIF"
"Rhepoxynius variatus","GBIF"
"Orbitoplax weaveri","GBIF"
"Anisospinos berglundi","GBIF"
"Lepidepecreum gurjanovae","GBIF"
"Goodingius subadhaerens","GBIF"
"Campylaspis nodulosa","GBIF"
"Haplostoma albicatum","GBIF"
"Eurytemora americana","GBIF"
"Robertsonia normani","GBIF"
"Lysmata californica","GBIF"
"Vanhoeffenura pulchra","GBIF"
"Speloeophorus pontifer","GBIF"
"Cancer pagurus","GBIF"
"Labidocera kolpos","GBIF"
"Pleuromamma abdominalis","GBIF"
"Eucalanus californicus","GBIF"
"Microsetella rosea","GBIF"
"Paracalanus quasimodo","GBIF"
"Munidopsis albatrossae","GBIF"
"Pseudodiaptomus inopinus","GBIF"
"Hippomedon coecus","GBIF"
"Munidopsis subsquamosa","GBIF"
"Augaptilus anceps","GBIF"
"Argis alaskensis","GBIF"
"Tiron canadense","GBIF"
"Platorchestia chathamensis","GBIF"
"Panulirus guttatus","GBIF"
"Alpheus armatus","GBIF"
"Oithona setigera","GBIF"
"Exacanthomysis alaskensis","GBIF"
"Neocallichirus manningi","GBIF"
"Gennadas propinquus","GBIF"
"Apohyale grandicornis","GBIF"
"Neopisosoma curacaoense","GBIF"
"Leptodiaptomus ashlandi","GBIF"
"Doropygus seclusus","GBIF"
"Caecidotea racovitzai","GBIF"
"Callianopsis clallamensis","GBIF"
"Praeclavella parva","GBIF"
"Sarcotaces arcticus","GBIF"
"Elthusa californica","GBIF"
"Haemobaphes diceraus","GBIF"
"Metridia brevicauda","GBIF"
"Anthessius nortoni","GBIF"
"Hoploparia horrida","GBIF"
"Dynamene glabra","GBIF"
"Seba profunda","GBIF"
"Pseudocharopinus dentatus","GBIF"
"Pseudomma berkeleyi","GBIF"
"Callianassa oregonensis","GBIF"
"Harpacticus spinulosus","GBIF"
"Ditrichocorycaeus anglicus","GBIF"
"Hymenodora gracilis","GBIF"
"Pennella balaenoptera","GBIF"
"Plagiolophus vancouverensis","GBIF"
"Janiralata occidentalis","GBIF"
"Pugettia foliata","GBIF"
"Eobrolgus chumashi","GBIF"
"Spirontocaris spinus","GBIF"
"Macroacaena alseana","GBIF"
"Micropleustes nautilus","GBIF"
"Campylaspis rubromaculata","GBIF"
"Pandalus lucidirimicola","GBIF"
"Spirontocaris snyderi","GBIF"
"Calanus pacificus","GBIF"
"Neocalanus plumchrus","GBIF"
"Campylaspis blakei","GBIF"
"Pseudocalanus minutus","GBIF"
"Macronassa macromera","GBIF"
"Pagurus hirsutiusculus","GBIF"
"Euphausia pacifica","GBIF"
"Oedignathus inermis","GBIF"
"Petrolisthes cinctipes","GBIF"
"Rhepoxynius lucubrans","GBIF"
"Rogueus orri","GBIF"
"Lepeophtheirus parviventris","GBIF"
"Carcinus maenas","GBIF"
"Pugettia gracilis","GBIF"
"Orchomenella minuta","GBIF"
"Rhepoxynius pallidus","GBIF"
"Leucothoe spinicarpa","GBIF"
"Eremitione giardi","GBIF"
"Callianassa cowlitzensis","GBIF"
"Sunamphitoe tea","GBIF"
"Westwoodilla caecula","GBIF"
"Raninoides eugenensis","GBIF"
"Ione cornuta","GBIF"
"Ianiropsis kincaidi","GBIF"
"Ampelisca eoa","GBIF"
"Pandalus dispar","GBIF"
"Iphimedia rickettsi","GBIF"
"Pentidotea aculeata","GBIF"
"Leonardsaxius spinulicauda","GBIF"
"Aoroides inermis","GBIF"
"Sphaeroma quoianum","GBIF"
"Placetron wosnessenskii","GBIF"
"Inusitatomysis insolita","GBIF"
"Monocorophium acherusicum","GBIF"
"Raninoides oregonensis","GBIF"
"Pagurus dalli","GBIF"
"Paracalanus parvus","GBIF"
"Demoleus heptapus","GBIF"
"Neotrypaea gigas","GBIF"
"Melphisana bola","GBIF"
"Raninoides washburnei","GBIF"
"Cryptolithodes sitchensis","GBIF"
"Metacarcinus gracilis","GBIF"
"Hyperoche mediterranea","GBIF"
"Neomysis rayii","GBIF"
"Pandalus tridens","GBIF"
"Aetideus divergens","GBIF"
"Metridia pacifica","GBIF"
"Primno macropa","GBIF"
"Oithona setigera","GBIF"
"Atrophia minuta","GBIF"
"Lebbeus eludus","GBIF"
"Hymenodora frontalis","GBIF"
"Eualus berkeleyorum","GBIF"
"Lopholithodes foraminatus","GBIF"
"Lepechinella arctica","GBIF"
"Lebbeus washingtonianus","GBIF"
"Alloniscus perconvexus","GBIF"
"Ismaila belciki","GBIF"
"Echidnocerus foraminatus","GBIF"
"Grimothea quadrispina","GBIF"
"Neocrangon abyssorum","GBIF"
"Proboscinotus loquax","GBIF"
"Podoceropsis angustimana","GBIF"
"Herrmannella bullata","GBIF"
"Acanthephyra chacei","GBIF"
"Cryptodius kelleri","GBIF"
"Idotea rufescens","GBIF"
"Oncaea ovalis","GBIF"
"Heptacarpus decorus","GBIF"
"Pandalus ampla","GBIF"
"Hyperia galba","GBIF"
"Phyllodurus abdominalis","GBIF"
"Ischyrocerus megalops","GBIF"
"Limnoria lignorum","GBIF"
"Paramoera columbiana","GBIF"
"Crangon alba","GBIF"
"Neomysis mercedis","GBIF"
"Heptacarpus camtschaticus","GBIF"
"Gibberosus longimerus","GBIF"
"Sunamphitoe humeralis","GBIF"
"Eurytemora affinis","GBIF"
"Pardalisca endeavouri","GBIF"
"Ambilimbus altalis","GBIF"
"Paralomis verrilli","GBIF"
"Caecidotea occidentalis","GBIF"
"Macroacaena chica","GBIF"
"Archaeopus bicornutus","GBIF"
"Harpacticus septentrionalis","GBIF"
"Cephalophoxoides homilis","GBIF"
"Pleurogonium californiense","GBIF"
"Haplostoma setiferum","GBIF"
"Munidopsis nitida","GBIF"
"Cyathura carinata","GBIF"
"Aoroides exilis","GBIF"
"Argis levior","GBIF"
"Ligia oceanica","GBIF"
"Paramoera serrata","GBIF"
"Colobomatus embiotocae","GBIF"
"Pagurus armatus","GBIF"
"Pentidotea wosnesenskii","GBIF"
"Ramellogammarus oregonensis","GBIF"
"Lebbeus groenlandicus","GBIF"
"Cyamus kessleri","GBIF"
"Diastylis alaskensis","GBIF"
"Chromopleustes oculatus","GBIF"
"Alatajassa similis","GBIF"
"Cancer irroratus","GBIF"
"Aegiochus arctica","GBIF"
"Pagurus undosus","GBIF"
"Allorchestes rickeri","GBIF"
"Deflexilodes tuberculatus","GBIF"
"Anisogammarus epistomus","GBIF"
"Metacaprella anomala","GBIF"
"Lepeophtheirus oblitus","GBIF"
"Diaptomus oregonensis","GBIF"
"Akanthophoreus gracilis","GBIF"
"Caecidotea communis","GBIF"
"Sunamphitoe tea","GBIF"
"Holmesimysis costata","GBIF"
"Pacifoculodes zernovi","GBIF"
"Faxonius virilis","GBIF"
"Mandibulophoxus mayi","GBIF"
"Leucothoe alata","GBIF"
"Systellaspis cristata","GBIF"
"Foxiphalus xiximeus","GBIF"
"Joeropsis lobata","GBIF"
"Exosphaeroma rhomburum","GBIF"
"Chionoecetes opilio","GBIF"
"Protohyale neorionensis","GBIF"
"Eualus belcheri","GBIF"
"Polycheria mixillae","GBIF"
"Pseudotanais oculatus","GBIF"
"Byblis brevirama","GBIF"
"Pagurus middendorfii","GBIF"
"Carinonajna carli","GBIF"
"Dactylopleustes echinoides","GBIF"
"Parallorchestes nuda","GBIF"
"Ramellogammarus vancouverensis","GBIF"
"Pagurus bernhardus","GBIF"
"Desdimelita transmelita","GBIF"
"Paramoera leucophthalma","GBIF"
"Ampelisca fageri","GBIF"
"Portunion conformis","GBIF"
"Pseudochirella pustulifera","GBIF"
"Lophomastix antiqua","GBIF"
"Mytilicola orientalis","GBIF"
"Attheyella obatogamensis","GBIF"
"Byblis thyabilis","GBIF"
"Crangonyx floridanus","GBIF"
"Monocorophium insidiosum","GBIF"
"Chelura terebrans","GBIF"
"Crangon crangon","GBIF"
"Herrmannella panopeae","GBIF"
"Haplostomella distincta","GBIF"
"Foxiphalus obtusidens","GBIF"
"Metalpheus paragracilis","GBIF"
"Sabellacheres illgi","GBIF"
"Doridicola sunnivae","GBIF"
"Eriosachila rossi","GBIF"
"Daldorfia himaleoraphis","GBIF"
"Orbitoplax plafkeri","GBIF"
"Munida branti","GBIF"
"Carcinus minor","GBIF"
"Ergasilus turgidus","GBIF"
"Eogammarus confervicolus","GBIF"
"Mesocalanus tenuicornis","GBIF"
"Gammarus minus","GBIF"
"Ligia occidentalis","GBIF"
"Metacarcinus magister","GBIF"
"Scyra acutifrons","GBIF"
"Pandalus platyceros","GBIF"
"Pagurus armatus","GBIF"
"Heptacarpus decorus","GBIF"
"Hemigrapsus nudus","GBIF"
"Pagurus granosimanus","GBIF"
"Cirolana harfordi","GBIF"
"Pugettia producta","GBIF"
"Hapalogaster mertensii","GBIF"
"Emerita analoga","GBIF"
"Chorilia longipes","GBIF"
"Opisthopus transversus","GBIF"
"Echidnocerus cibarius","GBIF"
"Pandalus stenolepis","GBIF"
"Pugettia richii","GBIF"
"Neomysis kadiakensis","GBIF"
"Phronima sedentaria","GBIF"
"Canthocamptus oregonensis","GBIF"
"Tritella pilimana","GBIF"
"Rhepoxynius daboius","GBIF"
"Protomedeia prudens","GBIF"
"Scleroplax tubicola","GBIF"
"Megalorchestia corniculata","GBIF"
"Pagurus ochotensis","GBIF"
"Cholidya polypi","GBIF"
"Sinocalanus doerrii","GBIF"
"Pygodelphys aquilonaris","GBIF"
"Acantholithodes hispidus","GBIF"
"Heptacarpus pugettensis","GBIF"
"Pseudocalanus newmani","GBIF"
"Grandidierella japonica","GBIF"
"Pachycheles pubescens","GBIF"
"Excirolana chiltoni","GBIF"
"Oithona similis","GBIF"
"Tigriopus californicus","GBIF"
"Metacaprella kennerlyi","GBIF"
"Calanus marshallae","GBIF"
"Leptamphopus fragilis","GBIF"
"Ampithoe dalli","GBIF"
"Lepidepecreoides nubifer","GBIF"
"Jassa staudei","GBIF"
"Sklallamia buchanani","GBIF"
"Centropages abdominalis","GBIF"
"Paronesimoides voightae","GBIF"
"Triconia redacta","GBIF"
"Pachychelium fucaensis","GBIF"
"Gastrodelphys fernaldi","GBIF"
"Harpacticus obscurus","GBIF"
"Munneurycope murrayi","GBIF"
"Pinnotheres pugettensis","GBIF"
"Gnorimosphaeroma oregonense","GBIF"
"Thysanoessa longipes","GBIF"
"Fabia subquadrata","GBIF"
"Caprella laeviuscula","GBIF"
"Idotea ochotensis","GBIF"
"Mysis litoralis","GBIF"
"Heptacarpus herdmani","GBIF"
"Spirontocaris spinus","GBIF"
"Pacifacanthomysis nephrophthalma","GBIF"
"Palaega goedertorum","GBIF"
"Euchirella pulchra","GBIF"
"Pseudocalanus moultoni","GBIF"
"Crangon alaskensis","GBIF"
"Gaetanus miles","GBIF"
"Triconia minuta","GBIF"
"Eucalanus hyalinus","GBIF"
"Lebbeus groenlandicus","GBIF"
"Triconia conifera","GBIF"
"Scolecithricella dentata","GBIF"
"Epilabidocera longipedata","GBIF"
"Pasiphaea pacifica","GBIF"
"Spirontocaris arcuata","GBIF"
"Oncaea prolata","GBIF"
"Triconia similis","GBIF"
"Gaetanus simplex","GBIF"
"Lubbockia wilsonae","GBIF"
"Caligus clemensi","GBIF"
"Thysanoessa inermis","GBIF"
"Clausocalanus pergens","GBIF"
"Scottocalanus persecans","GBIF"
"Metridia okhotensis","GBIF"
"Monstrilla wandelii","GBIF"
"Pseudochirella pacifica","GBIF"
"Pleuromamma robusta","GBIF"
"Euchirella grandicornis","GBIF"
"Ischyrocerus anguipes","GBIF"
"Loxorhynchus crispatus","GBIF"
"Thorlaksonius depressus","GBIF"
"Eualus lineatus","GBIF"
"Ampithoe pollex","GBIF"
"Anisogammarus pugettensis","GBIF"
"Procolobomatus kyphosus","GBIF"
"Bomolochus cuneatus","GBIF"
"Chondracanthus triventricosus","GBIF"
"Haemobaphes diceraus","GBIF"
"Tisbe furcata","GBIF"
"Neobrachiella robusta","GBIF"
"Cyamus eschrichtii","GBIF"
"Bopyroides hippolytes","GBIF"
"Calliopius columbianus","GBIF"
"Caprella pilipalma","GBIF"
"Rhepoxynius boreovariatus","GBIF"
"Pentidotea stenops","GBIF"
"Lophaxius rathbunae","GBIF"
"Munidopsis yaquinensis","GBIF"
"Neotanais calcarulus","GBIF"
"Doropygus fernaldi","GBIF"
"Podocerus cristatus","GBIF"
"Bathycalanus richardi","GBIF"
"Heterophoxus ellisi","GBIF"
"Pagurus capillatus","GBIF"
"Petalidium suspiriosum","GBIF"
"Oncaea rimula","GBIF"
"Leptuca pugilator","GBIF"
"Grandifoxus longirostris","GBIF"
"Doropygopsis longicauda","GBIF"
"Hemioniscus balani","GBIF"
"Clausidium vancouverense","GBIF"
"Trachelipus rathkii","GBIF"
"Calocarides quinqueseriatus","GBIF"
"Munidopsis lignaria","GBIF"
"Thorlaksonius grandirostris","GBIF"
"Westwoodilla tone","GBIF"
"Atrophia minuta","GBIF"
"Eusergestes arcticus","GBIF"
"Lithodes couesi","GBIF"
"Pagurus confragosus","GBIF"
"Munidopsis quadrata","GBIF"
"Thorlaksonius brevirostris","GBIF"
"Harpiniopsis percellaris","GBIF"
"Aristias tumidus","GBIF"
"Synidotea ritteri","GBIF"
"Ligidium latum","GBIF"
"Tecticeps convexus","GBIF"
"Trichoniscus pusillus","GBIF"
"Munidopsis edwardsii","GBIF"
"Protanais ligniamator","GBIF"
"Armaturatanais trispinipodus","GBIF"
"Apohyale anceps","GBIF"
"Pulalius vulgaris","GBIF"
"Lophomastix boykoi","GBIF"
"Macroacaena naselensis","GBIF"
"Parapleustes pugettensis","GBIF"
"Ampelisca agassizi","GBIF"
"Eusirus longipes","GBIF"
"Orbitoplax weaveri","GBIF"
"Mayerella banksia","GBIF"
"Llajassus caesius","GBIF"
"Raninoides fulgidus","GBIF"
"Globihexapus paxillus","GBIF"
"Diastylopsis tenuis","GBIF"
"Campylaspis canaliculata","GBIF"
"Cancer","GBIF"
"Raninoides goedertorum","GBIF"
"Palaeopinnixa rathbunae","GBIF"
"Guernea reduncans","GBIF"
"Rhepoxynius abronius","GBIF"
"Rhynohalicella halona","GBIF"
"Deflexilodes similis","GBIF"
"Harpiniopsis galera","GBIF"
"Maeandricampus triangulum","GBIF"
"Eudorella truncatula","GBIF"
"Hourstonius vilordes","GBIF"
"Maeandricampus starri","GBIF"
"Apolochus litoralis","GBIF"
"Bathymedon pumilus","GBIF"
"Dyopedos monacanthus","GBIF"
"Pseudotanais oculatus","GBIF"
"Cumella californica","GBIF"
"Pleusymtes subglaber","GBIF"
"Megokkos alaskensis","GBIF"
"Opisa tridentata","GBIF"
"Metacarcinus starri","GBIF"
"Upogebia eocenica","GBIF"
"Pardalisca abyssi","GBIF"
"Munnogonium tillerae","GBIF"
"Paraxanthias taylori","GBIF"
"Leucon nasica","GBIF"
"Munidopsis scotti","GBIF"
"Orbitoplax tuckerae","GBIF"
"Haplostoma dentatum","GBIF"
"Scleroplax franciscana","GBIF"
"Lissocrangon stylirostris","GBIF"
"Aoroides secunda","GBIF"
"Melita setiflagella","GBIF"
"Heteropleustes setosus","GBIF"
"Pasiphaea chacei","GBIF"
"Parallorchestes ochotensis","GBIF"
"Eohaustorius sencillus","GBIF"
"Majoxiphalus major","GBIF"
"Diastylis bidentata","GBIF"
"Heterophoxus conlanae","GBIF"
"Systellaspis braueri","GBIF"
"Munnogonium tillerae","GBIF"
"Americorophium spinicorne","GBIF"
"Photis brevipes","GBIF"
"Rhepoxynius epistomus","GBIF"
"Diastylis santamariensis","GBIF"
"Pentidotea schmitti","GBIF"
"Eualus macrophthalmus","GBIF"
"Callianopsis goniophthalma","GBIF"
"Hesperodiaptomus caducus","GBIF"
"Pagurus holmi","GBIF"
"Xenacanthomysis pseudomacropsis","GBIF"
"Munnogonium waldronense","GBIF"
"Diastylopsis dawsoni","GBIF"
"Haplosaccus elongatus","GBIF"
"Neotanais armiger","GBIF"
"Armases occidentale","GBIF"
"Finoculodes omnifera","GBIF"
"Foxiphalus golfensis","GBIF"
"Oxycephalus clausi","GBIF"
"Scina rattrayi","GBIF"
"Attheyella dogieli","GBIF"
"Thorlaksonius subcarinatus","GBIF"
"Lebbeus washingtonianus","GBIF"
"Tachidius triangularis","GBIF"
"Caprella eximia","GBIF"
"Limnoria tripunctata","GBIF"
"Limnoithona sinensis","GBIF"
"Nippoleucon hinumensis","GBIF"
"Melita nitida","GBIF"
"Critomolgus ptilosarci","GBIF"
"Edotia sublittoralis","GBIF"
"Americorophium brevis","GBIF"
"Ameira longipes","GBIF"
"Cyclopina gracilis","GBIF"
"Cheirimedeia zotea","GBIF"
"Chondrochelia savignyi","GBIF"
"Akanthophoreus phillipsi","GBIF"
"Pachygrapsus minutus","GBIF"
"Marycarcinus hannae","GBIF"
"Aetideopsis rostrata","GBIF"
"Zeuxo normani","GBIF"
"Amathimysis serrata","GBIF"
"Ranina ranina","GBIF"
"Caprella angusta","GBIF"
"Americorophium salmonis","GBIF"
"Lepeophtheirus hospitalis","GBIF"
"Anapagurus chiroacanthus","GBIF"
"Dyopedos arcticus","GBIF"
"Prachynella lodo","GBIF"
"Amonardia perturbata","GBIF"
"Archaeozius occidentalis","GBIF"
"Pancolus californiensis","GBIF"
"Gnorimosphaeroma noblei","GBIF"
"Augaptilus glacialis","GBIF"
"Oncaea insolita","GBIF"
"Candacia simplex","GBIF"
"Stygobromus wardi","GBIF"
"Neocalanus robustior","GBIF"
"Limnoithona tetraspina","GBIF"
"Mesocyclops edax","GBIF"
"Oithona plumifera","GBIF"
"Eucorystes platys","GBIF"
"Hoploparia tshudyi","GBIF"
"Mimonectes neosphaericus","GBIF"
"Mimonectes gaussi","GBIF"
"Enoploclytia minor","GBIF"
"Doridicola pertinax","GBIF"
"Metacrangon spinosissima","GBIF"
"Cancer oregonensis","GBIF"
"Epilabidocera longipedata","GBIF"
"Elthusa vulgaris","GBIF"
"Pinnixa eburna","GBIF"
"Chondracanthus deltoideus","GBIF"
"Alloniscus mirabilis","GBIF"
"Heptacarpus sitchensis","GBIF"
"Parallorchestes trispinosa","GBIF"
"Metopella angusta","GBIF"
"Lebbeus schrencki","GBIF"
"Protohyale longipalpa","GBIF"
"Politolana impressa","GBIF"
"Euchirella curticauda","GBIF"
"Thorlaksonius borealis","GBIF"
"Schistobrachia tertia","GBIF"
"Micropleustes nautiloides","GBIF"
"Stilomysis grandis","GBIF"
"Epischura nevadensis","GBIF"
"Apolochus neapolitanus","GBIF"
"Hesperodiaptomus shoshone","GBIF"
"Herpyllobius elongata","GBIF"
"Rhepoxynius vigitegus","GBIF"
"Pleusirus secorrus","GBIF"
"Chondrochelia dubia","GBIF"
"Metacrangon acclivis","GBIF"
"Pagurus cornutus","GBIF"
"Rhepoxynius barnardi","GBIF"
"Leucothoe minima","GBIF"
"Microjassa litotes","GBIF"
"Calastacus stilirostris","GBIF"
"Heterostylites major","GBIF"
"Cirolana diminuta","GBIF"
"Gaetanus pileatus","GBIF"
"Cheirimedeia similicarpa","GBIF"
"Westwoodilla megalops","GBIF"
"Pagurus pubescens","GBIF"
"Orchomenella obtusa","GBIF"
"Carinonajna oculata","GBIF"
"Synidotea calcarea","GBIF"
"Spinulogammarus subcarinatus","GBIF"
"Orchomenella obtusa","GBIF"
"Cyamus erraticus","GBIF"
"Chondracanthus narium","GBIF"
"Sergia tenuiremis","GBIF"
"Pseudhaloptilus pacificus","GBIF"
"Metacaprella ferrea","GBIF"
"Paraphoxus gracilis","GBIF"
"Heptacarpus herdmani","GBIF"
"Hesperodiaptomus caducus","GBIF"
"Orchomenella decipiens","GBIF"
"Acanthochondria margolisi","GBIF"
"Caprella striata","GBIF"
"Rhachotropis barnardi","GBIF"
"Pseudharpinia inexpectata","GBIF"
"Lithodes maja","GBIF"
"Parallorchestes minima","GBIF"
"Rhachotropis minuta","GBIF"
"Gaussia princeps","GBIF"
"Rhepoxynius fatigans","GBIF"
"Heterotanais groenlandicus","GBIF"
"Caprella californica","GBIF"
"Stylocheiron maximum","GBIF"
"Monoculodes emarginatus","GBIF"
"Paraphoxus pacificus","GBIF"
"Lepidepecreum garthi","GBIF"
"Euchaeta spinosa","GBIF"
"Pagurus rathbuni","GBIF"
"Pugettia producta","GBIF"
"Disacanthomysis dybowskii","GBIF"
"Tethygeneia makarovi","GBIF"
"Platymera gaudichaudii","GBIF"
"Anisogammarus slatteryi","GBIF"
"Pakynus chelatum","GBIF"
"Ramellogammarus similimanus","GBIF"
"Rhynocrangon alata","GBIF"
"Nullosetigera bidentata","GBIF"
"Caligus macarovi","GBIF"
"Hyperia gaudichaudii","GBIF"
"Colurostylis occidentalis","GBIF"
"Araphura cuspirostris","GBIF"
"Pardaliscella symmetrica","GBIF"
