"ASV_id","domain","phylum","class","order","family","genus","species"
"BerryCrust_0000386",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000387",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000388",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000389",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000390",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000391",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000392",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000393",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000394",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000395",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000396",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000397",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000398",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000399",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000400",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000401",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000402",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000403",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000404",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000405",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000406",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000407",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000408",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000409",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000410",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000411",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000412",NA,NA,NA,NA,NA,NA,NA
"BerryCrust_0000413",NA,NA,NA,NA,NA,NA,NA
