"Sample_name","BestTaxon","Class","nReads","domain","phylum","class","order","family","genus","species"
"RL2501_F063_4_MV1","Patiria miniata","Asteroidea",31,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F063_4_MV1","Pisaster","Asteroidea",63,"Eukaryota","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",NA
"RL2501_F063_4_MV1","Sebastes","Actinopteri",7390,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F063_4_MV1","Strongylocentrotus purpuratus","Echinoidea",672,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F063_4_MV1",NA,NA,21801,NA,NA,NA,NA,NA,NA,NA
"RL2501_F071_1_MV1","Astropecten verrilli","Asteroidea",1681,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F071_1_MV1","Bathycoccus prasinos","Mamiellophyceae",22,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F071_1_MV1","Citharichthys sordidus","Actinopteri",23879,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F071_1_MV1","Engraulis mordax","Actinopteri",18407,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F071_1_MV1","Evadne","Branchiopoda",188,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F071_1_MV1","Hominidae","Mammalia",851,"Eukaryota","Chordata","Mammalia","Primates","Hominidae",NA,NA
"RL2501_F071_1_MV1","Sardinops sagax","Actinopteri",1611,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F071_1_MV1",NA,NA,33341,NA,NA,NA,NA,NA,NA,NA
"RL2501_F071_2_MV1","Astropecten verrilli","Asteroidea",553,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F071_2_MV1","Bathycoccus prasinos","Mamiellophyceae",102,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F071_2_MV1","Citharichthys sordidus","Actinopteri",8368,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F071_2_MV1","Delphinidae","Mammalia",129,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F071_2_MV1","Engraulis mordax","Actinopteri",2581,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F071_2_MV1","Evadne","Branchiopoda",59,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F071_2_MV1","Homo sapiens","Mammalia",168,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F071_2_MV1","Ostreococcus sp. lucimarinus","Mamiellophyceae",266,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'"
"RL2501_F071_2_MV1","Sebastes","Actinopteri",325,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F071_2_MV1",NA,NA,18915,NA,NA,NA,NA,NA,NA,NA
"RL2501_F071_3_MV1","Astropecten verrilli","Asteroidea",625,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F071_3_MV1","Bathycoccus prasinos","Mamiellophyceae",195,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F071_3_MV1","Bos taurus","Mammalia",18,"Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"RL2501_F071_3_MV1","Carcharhinus longimanus","Chondrichthyes",12,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus longimanus"
"RL2501_F071_3_MV1","Citharichthys sordidus","Actinopteri",19207,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F071_3_MV1","Engraulis mordax","Actinopteri",2599,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F071_3_MV1","Evadne","Branchiopoda",87,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F071_3_MV1","Homo sapiens","Mammalia",304,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F071_3_MV1","Scombridae","Actinopteri",54,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae",NA,NA
"RL2501_F071_3_MV1","Sebastes","Actinopteri",304,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F071_3_MV1","Sus scrofa","Mammalia",263,"Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"RL2501_F071_3_MV1",NA,NA,41547,NA,NA,NA,NA,NA,NA,NA
"RL2501_F071_4_MV1","Astropecten verrilli","Asteroidea",729,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F071_4_MV1","Citharichthys sordidus","Actinopteri",9369,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F071_4_MV1","Citharichthys stigmaeus","Actinopteri",24,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys stigmaeus"
"RL2501_F071_4_MV1","Delphinidae","Mammalia",11,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F071_4_MV1","Engraulis mordax","Actinopteri",3717,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F071_4_MV1","Evadne","Branchiopoda",185,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F071_4_MV1","Gallus","Aves",198,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus",NA
"RL2501_F071_4_MV1","Homo sapiens","Mammalia",160,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F071_4_MV1","Ostreococcus sp. lucimarinus","Mamiellophyceae",321,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'"
"RL2501_F071_4_MV1","Patiria miniata","Asteroidea",2,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F071_4_MV1","Sarda","Actinopteri",91,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Sarda",NA
"RL2501_F071_4_MV1","Sardinops sagax","Actinopteri",58,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F071_4_MV1","Scombridae","Actinopteri",20,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae",NA,NA
"RL2501_F071_4_MV1","Sebastes","Actinopteri",1412,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F071_4_MV1","Squalus","Chondrichthyes",5,"Eukaryota","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus",NA
"RL2501_F071_4_MV1","Zalophus californianus","Mammalia",15,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F071_4_MV1",NA,NA,46241,NA,NA,NA,NA,NA,NA,NA
"RL2501_F072_1_MV1","Astropecten verrilli","Asteroidea",2182,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F072_1_MV1","Carcharhinidae","Chondrichthyes",191,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae",NA,NA
"RL2501_F072_1_MV1","Delphinidae","Mammalia",449,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F072_1_MV1","Engraulis mordax","Actinopteri",126931,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F072_1_MV1","Gallus","Aves",6971,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus",NA
"RL2501_F072_1_MV1","Gallus gallus","Aves",532,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus"
"RL2501_F072_1_MV1","Homo sapiens","Mammalia",14203,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F072_1_MV1","Patiria miniata","Asteroidea",13,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F072_1_MV1","Sarda","Actinopteri",3767,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Sarda",NA
"RL2501_F072_1_MV1","Sardinops sagax","Actinopteri",6139,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F072_1_MV1","Scombridae","Actinopteri",704,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae",NA,NA
"RL2501_F072_1_MV1","Sebastes","Actinopteri",1664,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F072_1_MV1",NA,NA,52936,NA,NA,NA,NA,NA,NA,NA
"RL2501_F072_2_MV1","Astropecten verrilli","Asteroidea",4011,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F072_2_MV1","Bathycoccus prasinos","Mamiellophyceae",11,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F072_2_MV1","Delphinidae","Mammalia",297,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F072_2_MV1","Engraulis mordax","Actinopteri",86179,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F072_2_MV1","Evadne","Branchiopoda",14,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F072_2_MV1","Homo sapiens","Mammalia",932,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F072_2_MV1","Patiria miniata","Asteroidea",11,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F072_2_MV1","Sardinops sagax","Actinopteri",5093,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F072_2_MV1",NA,NA,48962,NA,NA,NA,NA,NA,NA,NA
"RL2501_F072_3_MV1","Astropecten verrilli","Asteroidea",1207,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F072_3_MV1","Atherinops affinis","Actinopteri",211,"Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Atherinops","Atherinops affinis"
"RL2501_F072_3_MV1","Balaenoptera physalus","Mammalia",76,"Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera physalus"
"RL2501_F072_3_MV1","Bathycoccus prasinos","Mamiellophyceae",28,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F072_3_MV1","Bathylagoides wesethi","Actinopteri",6,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Bathylagoides","Bathylagoides wesethi"
"RL2501_F072_3_MV1","Bos taurus","Mammalia",15,"Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"RL2501_F072_3_MV1","Brachygenys californiensis","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae","Brachygenys","Brachygenys californiensis"
"RL2501_F072_3_MV1","Carcharhinus longimanus","Chondrichthyes",6,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus longimanus"
"RL2501_F072_3_MV1","Ceratoscopelus","Actinopteri",43,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F072_3_MV1","Citharichthys sordidus","Actinopteri",6888,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F072_3_MV1","Cyclothone signata","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"RL2501_F072_3_MV1","Delphinidae","Mammalia",198,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F072_3_MV1","Engraulis mordax","Actinopteri",62901,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F072_3_MV1","Evadne","Branchiopoda",5,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F072_3_MV1","Gallus","Aves",8,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus",NA
"RL2501_F072_3_MV1","Hemilepidotus","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Hemilepidotus",NA
"RL2501_F072_3_MV1","Homo sapiens","Mammalia",511,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F072_3_MV1","Icichthys lockingtoni","Actinopteri",4,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F072_3_MV1","Isurus oxyrinchus","Chondrichthyes",2,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Isurus","Isurus oxyrinchus"
"RL2501_F072_3_MV1","Lagenorhynchus obliquidens","Mammalia",14,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Sagmatias","Sagmatias obliquidens"
"RL2501_F072_3_MV1","Merluccius productus","Actinopteri",69,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F072_3_MV1","Oneirodes","Actinopteri",12,"Eukaryota","Chordata","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",NA
"RL2501_F072_3_MV1","Paralichthys californicus","Actinopteri",5,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus"
"RL2501_F072_3_MV1","Patiria miniata","Asteroidea",20,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F072_3_MV1","Phalacrocorax","Aves",2,"Eukaryota","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",NA
"RL2501_F072_3_MV1","Phosichthyidae","Actinopteri",313,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F072_3_MV1","Pleuronectidae","Actinopteri",13,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae",NA,NA
"RL2501_F072_3_MV1","Sardinops sagax","Actinopteri",86,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F072_3_MV1","Scombridae","Actinopteri",26,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae",NA,NA
"RL2501_F072_3_MV1","Sebastes","Actinopteri",8293,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F072_3_MV1","Sebastes pinniger","Actinopteri",1110,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes pinniger"
"RL2501_F072_3_MV1","Seriola lalandi","Actinopteri",5,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola","Seriola lalandi"
"RL2501_F072_3_MV1","Stenobrachius leucopsarus","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus"
"RL2501_F072_3_MV1","Strongylocentrotus purpuratus","Echinoidea",105,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F072_3_MV1","Sus scrofa","Mammalia",386,"Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"RL2501_F072_3_MV1","Symbolophorus californiensis","Actinopteri",169,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F072_3_MV1","Syngnathus","Actinopteri",15,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F072_3_MV1","Tetragonurus cuvieri","Actinopteri",24,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F072_3_MV1","Trachipterus","Actinopteri",87,"Eukaryota","Chordata","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",NA
"RL2501_F072_3_MV1","Trachurus symmetricus","Actinopteri",12,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F072_3_MV1","Zalophus californianus","Mammalia",8,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F072_3_MV1",NA,NA,16168,NA,NA,NA,NA,NA,NA,NA
"RL2501_F072_4_MV1","Astropecten verrilli","Asteroidea",3607,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F072_4_MV1","Balaenoptera acutorostrata","Mammalia",76,"Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"RL2501_F072_4_MV1","Bathycoccus prasinos","Mamiellophyceae",28,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F072_4_MV1","Citharichthys sordidus","Actinopteri",2930,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F072_4_MV1","Citharichthys stigmaeus","Actinopteri",499,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys stigmaeus"
"RL2501_F072_4_MV1","Delphinidae","Mammalia",296,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F072_4_MV1","Delphinus bairdii","Mammalia",17,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F072_4_MV1","Engraulis mordax","Actinopteri",51287,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F072_4_MV1","Evadne","Branchiopoda",42,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F072_4_MV1","Gallus","Aves",2027,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus",NA
"RL2501_F072_4_MV1","Gallus gallus","Aves",421,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus"
"RL2501_F072_4_MV1","Gavia stellata","Aves",29,"Eukaryota","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia stellata"
"RL2501_F072_4_MV1","Homo sapiens","Mammalia",3023,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F072_4_MV1","Icichthys lockingtoni","Actinopteri",6,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F072_4_MV1","Merluccius productus","Actinopteri",231,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F072_4_MV1","Ostreococcus sp. lucimarinus","Mamiellophyceae",73,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'"
"RL2501_F072_4_MV1","Paralichthys californicus","Actinopteri",149,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus"
"RL2501_F072_4_MV1","Patiria miniata","Asteroidea",51,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F072_4_MV1","Sarda","Actinopteri",2084,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Sarda",NA
"RL2501_F072_4_MV1","Sardinops sagax","Actinopteri",1622,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F072_4_MV1","Scombridae","Actinopteri",290,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae",NA,NA
"RL2501_F072_4_MV1","Sebastes","Actinopteri",275,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F072_4_MV1","Squalus","Chondrichthyes",162,"Eukaryota","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus",NA
"RL2501_F072_4_MV1","Syngnathus","Actinopteri",311,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
