"ASV_id","domain","phylum","class","order","family","genus","species","regatta_match_rank"
"MiFish_0001050",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000983",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001022",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001059",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001060",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001081","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","Caranx melampygus","species"
"MiFish_0001065",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001087",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001057",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001056",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001069",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001080","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001070",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001072",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001075",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001077",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001078",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001103",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001084",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001098","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Alectis","Alectis ciliaris","species"
"MiFish_0001083",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001096",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001079","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Selar","Selar crumenophthalmus","species"
"MiFish_0001086",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001073",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001094",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001092",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001066",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001117",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001076",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001071",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001082",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001089",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001074",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001115","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","Caranx hippos","species"
"MiFish_0001104",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001116",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001109",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001099",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001095",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001127","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","Caranx melampygus","species"
"MiFish_0001108",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001105","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0000989",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001106",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001088",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001101",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001110",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001102",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001097",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001085",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001090","Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Sphyrna","Sphyrna lewini","species"
"MiFish_0001091",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001111",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001125",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001124","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001130",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001100","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001131",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001113",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001112",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001114",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001137",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001126",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001122",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001107",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001129",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001144",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001153",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001147","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Acanthocybium","Acanthocybium solandri","species"
"MiFish_0001136",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001119","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Selar","Selar crumenophthalmus","species"
"MiFish_0001123",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001138",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001146","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Acanthocybium","Acanthocybium solandri","species"
"MiFish_0001152",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001118",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001145","Eukaryota","Chordata","Actinopteri","Scombriformes","Nomeidae","Cubiceps","Cubiceps pauciradiatus","species"
"MiFish_0001120",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001128",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001155",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001132",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001149",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001133",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001151",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001134",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001139",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001156","Eukaryota","Chordata","Actinopteri","Istiophoriformes","Xiphiidae","Xiphias","Xiphias gladius","species"
"MiFish_0001135",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001140",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001163",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001121",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001154",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001143",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001157",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001162",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001150",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001160",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001093",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001165",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001161",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001169",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001173",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001148",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001159",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001164",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001168",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001166","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus","Epinephelus merra","species"
"MiFish_0001141",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001171",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001178",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001170",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001172",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001142",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001188",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001176",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001167",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001175",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001195",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001190",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001196",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001183",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001193",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001185",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001191",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001174","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","species"
"MiFish_0001180",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001177",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001199",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001179",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001209",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001197",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001200",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001186",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001158",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001192",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001203",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001194",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001205",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001206",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001208",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001212",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001201",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001213",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001202",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001221",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001210",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001187",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001207",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001223",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001189",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001181",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001228",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001232",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001225",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001215",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001231",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001229",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001227",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001214",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001204",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001235","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Acanthocybium","Acanthocybium solandri","species"
"MiFish_0001184",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001234",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001233",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001230",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001236",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001211",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001226",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001224",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001243",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001238",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001198",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001244","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Alectis","Alectis ciliaris","species"
"MiFish_0001216",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001246",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001222",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001248",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001240",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001237",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001250",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001255",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001253",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001242",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001269","Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus",NA,"genus"
"MiFish_0001247",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001259",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001264",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001182",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001258",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001262",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001251",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001220",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001263",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001252",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001254",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001245",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001218",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001275",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001268",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001239",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001260",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001278",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001271",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001219",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001273",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001217",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001276",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001265",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001267",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001289",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001280",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001281",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001270",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001272",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001287",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001284",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001293",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001277",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001286",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001282",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001274",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001249",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001266",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001301",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001295",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001298",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001313",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001294",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001279",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001256",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001290",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001283",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001285",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001315","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Thunnus",NA,"genus"
"MiFish_0001288",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001296",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001317","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","species"
"MiFish_0001291","Eukaryota","Chordata","Actinopteri","Holocentriformes","Holocentridae","Myripristis","Myripristis berndti","species"
"MiFish_0001310",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001308",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001316","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Auxis","Auxis rochei","species"
"MiFish_0001325",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001314",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001306",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001319",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001318",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001300",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001302",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001292",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001334",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001303",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001323","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus","Epinephelus merra","species"
"MiFish_0001307",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001297",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001320",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001324",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001326",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001304",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001328",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001330",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001322",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001321",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001350","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001335",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001338",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001305",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001327",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001299",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001333",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001261",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001331",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001329",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001309",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001311",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001312",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001349",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001344",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001339",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001352",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001336",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001341",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001354",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001353",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001337",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001360",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001355",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001332",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001356",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001342",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001362","Eukaryota","Chordata","Actinopteri","Clupeiformes","Dussumieriidae","Etrumeus","Etrumeus teres","species"
"MiFish_0001376","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Thunnus",NA,"genus"
"MiFish_0001367",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001358",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001381",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001371",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001368",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001379",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001370","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Decapterus","Decapterus russelli","species"
"MiFish_0001357",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001363","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Decapterus","Decapterus russelli","species"
"MiFish_0001347",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001384",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001382",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001372",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001340",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001351",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001365",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001361",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001364",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001366","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Decapterus","Decapterus russelli","species"
"MiFish_0001343",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001393",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001373",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001359",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001346",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001390",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001374",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001389","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomberomorus",NA,"genus"
"MiFish_0001392",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001391",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001348",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001385",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001380",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001403","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomberomorus",NA,"genus"
"MiFish_0001377",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001369",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001387",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001388",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001257",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001395",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001409",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001375",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001345",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001383",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001407",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001397",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001414",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001404",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001410","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001415",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001394",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001420",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001419",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001416",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001417",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001408",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001418",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001396",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001423",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001421",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001398",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001400",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001399",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001413",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001427",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001432","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001435",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001434",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001424",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001428",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001405",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001411",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001425",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001431",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001429",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001412",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001430",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001241",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001402",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001386",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001437",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001406",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001426",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001401",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001422",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001378",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001433",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001436",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001438",NA,NA,NA,NA,NA,NA,NA,NA
