"ASV_id","domain","phylum","class","order","family","genus","species","regatta_match_rank"
"MiFish_0001011",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001007",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001015",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001000",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001033",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001001",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001014",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001032",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001041","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","species"
"MiFish_0001040",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001034",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001021","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus","Epinephelus merra","species"
"MiFish_0001026",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001049",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001035",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000990",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001028",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001039",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001029",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000981",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001047",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001031",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001038",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001062",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001044",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001053",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001020",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001055","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001064",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001018",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001037",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001051",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001042",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001045",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000993",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001054",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001036",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001048",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001067",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001052",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001046",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001043",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001068",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001063","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Acanthocybium","Acanthocybium solandri","species"
"MiFish_0001058",NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001061",NA,NA,NA,NA,NA,NA,NA,NA
