"ASV_id","pct_id","count","obitools_name","domain","phylum","class","order","family","genus","species","regatta_match_rank"
"MiFish_0001026",99.4082840236686,10,"Abudefduf","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Abudefduf",NA,"genus"
"MiFish_0001027",0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001028",0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001029",95.2662721893491,13,"Haemulon plumierii","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae","Haemulon",NA,"genus"
"MiFish_0001030",98.2456140350877,26,"Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001031",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001032",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001033",0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001034",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001035",0,1104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001036",0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001037",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001038",0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001039",97.0059880239521,118,"Halichoeres dispilus","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Halichoeres","Halichoeres dispilus","species"
"MiFish_0001040",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001041",96.4705882352941,13,"Mugil","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"genus"
"MiFish_0001042",0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001043",0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001044",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001045",99.4285714285714,12,"Stegastes beebei","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei","species"
"MiFish_0001046",97.0414201183432,32,"Hyporthodus octofasciatus","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Hyporthodus",NA,"genus"
"MiFish_0001047",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
