"ASV_id","pct_id","count","obitools_name","domain","phylum","class","order","family","genus","species","regatta_match_rank"
"MiFish_0001048",0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001049",0,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001050",97.0238095238095,40,"Pontinus macrocephalus","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Pontinus",NA,"genus"
"MiFish_0001051",98.2456140350877,62,"Bothus robinsi","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Bothidae","Bothus",NA,"genus"
"MiFish_0001052",0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001053",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001054",0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001055",96.551724137931,27,"Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001056",0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001057",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001058",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001059",98.8235294117647,464,"Sphoeroides annulatus","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus","species"
"MiFish_0001060",0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001061",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001062",99.4318181818182,25,"Chanos chanos","Eukaryota","Chordata","Actinopteri","Gonorynchiformes","Chanidae","Chanos","Chanos chanos","species"
"MiFish_0001063",99.4047619047619,11,"Percomorphaceae","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,"class"
"MiFish_0001064",99.4318181818182,13,"Chanos chanos","Eukaryota","Chordata","Actinopteri","Gonorynchiformes","Chanidae","Chanos","Chanos chanos","species"
"MiFish_0001065",95.8579881656805,16,"Mycteroperca bonaci","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",NA,"genus"
"MiFish_0001066",0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001067",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001068",99.4285714285714,43,"Stegastes arcifrons","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes arcifrons","species"
"MiFish_0001069",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001070",99.4082840236686,18,"Abudefduf","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Abudefduf",NA,"genus"
"MiFish_0001071",0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001072",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001073",97.6331360946746,626,"Orthopristis chrysoptera","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae","Orthopristis",NA,"genus"
"MiFish_0001074",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001075",0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001076",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001077",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001078",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001079",100,4886,"Selar crumenophthalmus","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Selar","Selar crumenophthalmus","species"
"MiFish_0001080",97.6608187134503,27,"Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001081",99.4082840236686,242,"Caranx","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx",NA,"genus"
"MiFish_0001082",0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001083",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001084",0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001085",0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001086",0,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001087",0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001088",0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001089",95.3488372093023,14,"Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus",NA,"genus"
"MiFish_0001090",100,333,"Sphyrna lewini","Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Sphyrna","Sphyrna lewini","species"
"MiFish_0001091",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001092",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001093",0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001094",0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001095",0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001096",95.9302325581395,17,"Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus",NA,"genus"
"MiFish_0001097",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001098",100,1474,"Alectis ciliaris","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Alectis","Alectis ciliaris","species"
"MiFish_0001099",0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001100",95.3757225433526,14,"Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001101",0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001102",0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001103",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001104",0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001105",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001106",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001107",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001108",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001109",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001110",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001111",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001112",0,142,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001113",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001114",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001115",97.0588235294118,11,"Caranx","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx",NA,"genus"
"MiFish_0001116",99.4318181818182,34,"Chanos chanos","Eukaryota","Chordata","Actinopteri","Gonorynchiformes","Chanidae","Chanos","Chanos chanos","species"
"MiFish_0001117",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001118",0,1681,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001119",99.4117647058823,20,"Selar crumenophthalmus","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Selar","Selar crumenophthalmus","species"
"MiFish_0001120",0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001121",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001122",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001123",0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001124",97.6608187134503,14,"Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species"
"MiFish_0001125",0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001126",0,171,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001127",100,1083,"Caranx melampygus","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","Caranx melampygus","species"
"MiFish_0001128",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001129",99.4318181818182,15,"Chanos chanos","Eukaryota","Chordata","Actinopteri","Gonorynchiformes","Chanidae","Chanos","Chanos chanos","species"
"MiFish_0001130",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001131",0,460,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001132",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001133",99.4117647058823,25,"Bodianus diplotaenia","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Bodianus","Bodianus diplotaenia","species"
"MiFish_0001134",0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001135",0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001136",0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001137",0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001138",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001139",98.8165680473373,99,"Abudefduf","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Abudefduf",NA,"genus"
"MiFish_0001140",0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001141",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001142",0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001143",99.4082840236686,63,"Gerres cinereus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Gerres","Gerres cinereus","species"
"MiFish_0001144",0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001145",100,194,"Cubiceps squamiceps","Eukaryota","Chordata","Actinopteri","Scombriformes","Nomeidae","Cubiceps",NA,"genus"
"MiFish_0001146",99.4047619047619,16,"Percomorphaceae","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,"class"
"MiFish_0001147",98.8095238095238,10,"Percomorphaceae","Eukaryota","Chordata","Actinopteri",NA,NA,NA,NA,"class"
"MiFish_0001148",0,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001149",96.4497041420118,26,"Enchelycore nigricans","Eukaryota","Chordata","Actinopteri","Anguilliformes","Muraenidae","Enchelycore",NA,"genus"
"MiFish_0001150",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001151",0,901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001152",97.6331360946746,158,"Orthopristis chrysoptera","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae","Orthopristis",NA,"genus"
"MiFish_0001153",0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001154",0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001155",96.4705882352941,36,"Archosargus rhomboidalis","Eukaryota","Chordata","Actinopteri","Spariformes","Sparidae",NA,NA,"family"
"MiFish_0001156",100,176,"Xiphias gladius","Eukaryota","Chordata","Actinopteri","Istiophoriformes","Xiphiidae","Xiphias","Xiphias gladius","species"
"MiFish_0001157",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001158",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001159",0,125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001160",0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001161",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001162",0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001163",0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001164",100,282,"Seriola rivoliana","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola","Seriola rivoliana","species"
"MiFish_0001165",97.0414201183432,21,"Girella","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Girellidae","Girella",NA,"genus"
"MiFish_0001166",96.4497041420118,11,"Epinephelus bontoides","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",NA,"genus"
"MiFish_0001167",0,441,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001168",99.4082840236686,10,"Abudefduf taurus","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Abudefduf",NA,"genus"
"MiFish_0001169",0,931,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001170",98.2857142857143,14,"Stegastes beebei","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei","species"
"MiFish_0001171",0,131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001172",0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001173",99.4413407821229,223,"Stegastes rectifraenum","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes",NA,"genus"
"MiFish_0001174",98.8235294117647,64,"Mugil","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"genus"
"MiFish_0001175",0,336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001176",99.4117647058823,284,"Bodianus diplotaenia","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Bodianus","Bodianus diplotaenia","species"
"MiFish_0001177",95.1807228915663,661,"Microdesmus longipinnis","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Microdesmus",NA,"genus"
"MiFish_0001178",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001179",96.4705882352941,17,"Archosargus rhomboidalis","Eukaryota","Chordata","Actinopteri","Spariformes","Sparidae",NA,NA,"family"
"MiFish_0001180",0,760,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001181",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001182",0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001183",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001184",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001185",0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001186",0,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001187",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001188",97.093023255814,14,"Bothus robinsi","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Bothidae","Bothus",NA,"genus"
"MiFish_0001189",98.8235294117647,122,"Sphoeroides annulatus","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus","species"
"MiFish_0001190",97.093023255814,17,"Bothus robinsi","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Bothidae","Bothus",NA,"genus"
"MiFish_0001191",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001192",99.4082840236686,23,"Hyporhamphus yuri","Eukaryota","Chordata","Actinopteri","Beloniformes","Hemiramphidae","Hyporhamphus",NA,"genus"
"MiFish_0001193",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001194",99.4082840236686,71,"Abudefduf taurus","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Abudefduf",NA,"genus"
"MiFish_0001195",0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001196",98.2248520710059,142,"Caranx crysos","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx",NA,"genus"
"MiFish_0001197",100,99,"Johnrandallia nigrirostris","Eukaryota","Chordata","Actinopteri","Chaetodontiformes","Chaetodontidae","Johnrandallia","Johnrandallia nigrirostris","species"
"MiFish_0001198",0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001199",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001200",0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001201",100,33,"Platybelone argalus platyura","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae",NA,NA,"family"
"MiFish_0001202",0,139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001203",99.4186046511628,10,"Scarus ghobban","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Scarus","Scarus ghobban","species"
"MiFish_0001204",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001205",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001206",0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001207",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001208",0,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001209",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001210",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001211",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001212",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001213",0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001214",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001215",0,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001216",0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001217",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001218",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001219",0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001220",0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001221",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001222",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001223",100,268,"Prognichthys sealei","Eukaryota","Chordata","Actinopteri","Beloniformes","Exocoetidae","Prognichthys","Prognichthys sealei","species"
"MiFish_0001224",0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001225",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001226",0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001227",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001228",0,925,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001229",0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001230",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001231",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001232",98.8826815642458,63,"Stegastes rectifraenum","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes",NA,"genus"
"MiFish_0001233",99.4082840236686,16,"Abudefduf taurus","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Abudefduf",NA,"genus"
"MiFish_0001234",99.4082840236686,56,"Abudefduf taurus","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Abudefduf",NA,"genus"
"MiFish_0001235",98.8095238095238,57,"Sarda orientalis","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Sarda","Sarda orientalis","species"
"MiFish_0001236",0,105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001237",0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001238",97.6470588235294,35,"Prionurus","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Prionurus",NA,"genus"
"MiFish_0001239",0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001240",0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001241",0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001242",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001243",99.4082840236686,18,"Hyporhamphus yuri","Eukaryota","Chordata","Actinopteri","Beloniformes","Hemiramphidae","Hyporhamphus",NA,"genus"
"MiFish_0001244",95.2941176470588,10,"Alectis ciliaris","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Alectis","Alectis ciliaris","species"
"MiFish_0001245",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001246",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001247",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001248",97.7272727272727,49,"Stegastes arcifrons","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes arcifrons","species"
"MiFish_0001249",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001250",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001251",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001252",0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001253",0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001254",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001255",96.4705882352941,22,"Abudefduf","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Abudefduf",NA,"genus"
"MiFish_0001256",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001257",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001258",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001259",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001260",0,136,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001261",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001262",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001263",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001264",0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001265",0,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001266",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001267",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001268",95.2662721893491,11,"Orthopristis chrysoptera","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae","Orthopristis",NA,"genus"
"MiFish_0001269",99.4475138121547,14,"Carcharhinus","Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus",NA,"genus"
"MiFish_0001270",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001271",0,131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001272",0,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001273",0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001274",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001275",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001276",0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001277",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001278",96.4497041420118,11,"Orthopristis chrysoptera","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae","Orthopristis",NA,"genus"
"MiFish_0001279",0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001280",99.4186046511628,10,"Scarus ghobban","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Scarus","Scarus ghobban","species"
"MiFish_0001281",99.4285714285714,14,"Stegastes beebei","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei","species"
"MiFish_0001282",99.4011976047904,12,"Thalassoma lucasanum","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Thalassoma","Thalassoma lucasanum","species"
"MiFish_0001283",100,50,"Aluterus","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Aluterus",NA,"genus"
"MiFish_0001284",0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001285",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001286",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001287",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001288",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001289",0,385,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001290",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001291",95.9302325581395,11,"Myripristis","Eukaryota","Chordata","Actinopteri","Holocentriformes","Holocentridae","Myripristis",NA,"genus"
"MiFish_0001292",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001293",96.4497041420118,10,"Epinephelus bontoides","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",NA,"genus"
"MiFish_0001294",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001295",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001296",0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001297",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001298",95.8579881656805,11,"Orthopristis chrysoptera","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae","Orthopristis",NA,"genus"
"MiFish_0001299",0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001300",0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001301",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001302",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001303",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001304",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001305",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001306",0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001307",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001308",0,841,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001309",0,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001310",99.4186046511628,14,"Scarus ghobban","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Scarus","Scarus ghobban","species"
"MiFish_0001311",0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001312",0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001313",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0001314",97.0414201183432,230,"Lutjanus argentimaculatus","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Lutjanidae","Lutjanus",NA,"genus"
"MiFish_0001315",99.4047619047619,31,"Thunnus","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Thunnus",NA,"genus"
