"""Actaea"" angusta"
Metopa gigas
Metopograpsus frontalis
Metopograpsus latifrons
Metopograpsus messor
Metopograpsus oceanicus
Metopograpsus thukuhar
Metridia brevicauda
Metridia curticauda
Metridia princeps
Metridia venusta
Meximaera diffidentia
Micas minutus
Michelea papua
Micippa cristata
Micippa margaritifera
Micippa philyra
Micippa platipes
Micippa thalia
Microcalanus pygmaeus
Microcassiope minor
Microcassiope xantusii
Microcercus anomalus
Microchelonia californiensis
Microcyclops variabilis
Microdeutopus gryllotalpa
Microdisseta minuta
Microeuraphia rhizophorae
Microjassa chinipa
Microlissa aurivilliusi
Micropanope maculatus
Microphasmoides vitjazi
Microphrys aculeatus
Microphrys branchialis
Microphrys platysoma
Microphrys triangulatus
Microphrys weddelli
Micropontius ovoides
Microprosthema emmiltum
Micropsammis galapagoensis
Microrchestia macrochela
Microsetella norvegica
Microsetella rosea
Microthelphusa lipkei
Microtripus tinggiensis
Mictyris longicarpus
Miersarma granosimanum
Mierspenaeopsis hardwickii
Mimocalanus cultrifer
Mimocalanus inflatus
Mimonecteola macronyx
Mimonectes colemani
Mimonectes gaussi
Mimonectes loveni
Mimonectes neosphaericus
Mimonectes spandlii
Mimonectes sphaericus
Minuca argillicola
Minuca brevifrons
Minuca burgersi
Minuca ecuadoriensis
Minuca galapagensis
Minuca mordax
Minuca pugnax
Minuca rapax
Minuca vocator
Minuca zacae
Minyaspis aurivillii
Miohepatus amazonicus
Miohepatus peruvianus
Miracia efferata
Miropandalus hardingi
Mithraculus denticulatus
Mithraculus nodosus
Mithrax bellii
Mithrax pygmaeus
Mithrax spinipes
Mithrax tortugae
Miyakella nepa
Moina micrura
Moina minuta
Moina rostrata
Moinodaphnia macleayi
Moluccomolgus lordus
Molucomes ovatus
Monacilla typica
Monomia argentata
Monomia samoensis
Monomolgus baculigerus
Moreiradromia antillensis
Moreiradromia sarraburei
Moreirocarcinus chacei
Moreirocarcinus emarginata
Moreirocarcinus laevifrons
Moritschus altaquerensis
Moritschus henrici
Mormonilla phasma
Mothocya arrosor
Mothocya plagulophora
Mothocya renardi
Mucrollichirus mucronatus
Muelleroecia macromma
Munidopsis acalipha
Munidopsis albatrossae
Munidopsis andamanica
Munidopsis antonii
Munidopsis aspera
Munidopsis bajacalifornia
Munidopsis bispinoculata
Munidopsis bruta
Munidopsis carinimarginata
Munidopsis carinipes
Munidopsis crenatirostris
Munidopsis cylindrophthalma
Munidopsis dasypus
Munidopsis debilis
Munidopsis hirsutissima
Munidopsis hystrix
Munidopsis latimana
Munidopsis margarita
Munidopsis mina
Munidopsis modesta
Munidopsis moresbyi
Munidopsis nias
Munidopsis nitida
Munidopsis ornata
Munidopsis pallida
Munidopsis petila
Munidopsis pilosa
Munidopsis plumatisetigera
Munidopsis profunda
Munidopsis recta
Munidopsis regia
Munidopsis scabra
Munidopsis scobina
Munidopsis serricornis
Munidopsis similior
Munidopsis sinclairi
Munidopsis spiridonovi
Munidopsis subchelata
Munidopsis subsquamosa
Munidopsis ternaria
Munidopsis villosa
Munidopsis zarazagai
Munneurycope murrayi
Munnopsis longiremus
Munnopsurus mimus
Mursia africana
Mursia obscura
Mursia trispinosa
Mycoxynus fungianus
Myomenippe hardwickii
Myra affinis
Myra elegans
Myrine kesslerii
Nagurus cristatus
Nagurus nanus
Nanaspis manca
Nanaspis mixta
Nanaspis moluccana
Nanaspis pusilla
Nanaspis spinifera
Nanaspis truncata
Nannastacus gibbosus
Nannastacus inflatus
Nannastacus subinflatus
Nannocalanus minor
Nannoniscoides biscutatus
Nannosquilla dacostai
Nannosquilla galapagensis
Nanocassiope melanodactylus
Nanocassiope polita
Nanocassiope tridentata
Nanosesarma batavicum
Nanosesarma minutum
Naobranchia maxima
Nasoecia nasotuberculata
Natatolana gracilis
Naushonia panamensis
Naxioides hirtus
Naxioides robillardi
Nebaliopsis typica
Necronectes tajinensis
Nematobrachion flexipes
Nematocarcinus agassizii
Nematocarcinus bituberculatus
Nematocarcinus ensifer
Nematocarcinus faxoni
Nematocarcinus gracilis
Nematocarcinus kaiensis
Nematocarcinus productus
Nematocarcinus richeri
Nematocarcinus subtegulisfactus
Nematocarcinus tenuirostris
Nematocarcinus undulatipes
Nematopagurus jacquesi
Nematopalaemon schmitti
Nemausa acuticornis
Nemausa cornuta
Nemausa sinensis
Nemausa spinipes
Nemesis aggregatus
Nennalpheus gabonensis
Nennalpheus sibogae
Neoacasta laevigata
Neoalpheopsis euryone
Neoanchisquilla tuberculata
Neoasterocheres dysideae
Neocalanus gracilis
Neocalanus robustior
Neocalanus tonsus
Neocallichirus nagoi
Neocytheretta murilineata
Neocytheretta snellii
Neocytheretta spongiosa
Neodorippe callida
Neognathophausia gigas
Neognathophausia ingens
Neogoneplax renoculis
Neogonodactylus albicinctus
Neogonodactylus bahiahondensis
Neogonodactylus lacunatus
Neogonodactylus minutus
Neogonodactylus oerstedii
Neogonodactylus pumilus
Neogonodactylus spinulosus
Neogonodactylus torus
Neogonodactylus zacae
Neoleptastacus trisetosus
Neomegamphopus roosevelti
Neomonoceratina columbiformis
Neomonoceratina indonesiana
Neomonoceratina iniqua
Neomormonilla minor
Neonida grandis
Neopalicus contractus
Neopalicus jukesii
Neopetrolisthes maculatus
Neopetrolisthes spinatus
Neopisosoma bicapillatum
Neopisosoma mexicanum
Neosarmatium africanum
Neosarmatium asiaticum
Neosarmatium meinerti
Neosarmatium smithi
Neosergestes edwardsii
Neosergestes orientalis
Neosesarma rectipectinatum
Neostrengeria macropa
Neotanais affinis
Neotanais giganteus
Neotanais mesostenoceps
Nepanamixis torreanus
Nephropsis aculeata
Nephropsis atlantica
Nephropsis stewarti
Nephropsis sulcata
Nepinnotheres pinnotheres
Nerocila californica
Nerocila loveni
Nerocila phaiopleura
Nerocila sundaica
Nerocila trichiura
Nesippus crypturus
Nesonautes margaritarius
Nesonautes saotome
Neutrocyclops brevifurca
Niambia squamata
Niasathelphusa wirzi
Nikoides maldivensis
Nikoides sibogae
Nilva torifera
Nitocra bisetosa
Nitokra lacustris
Nobia grandis
Nobilum histrio
Noodtiella frequentior
Noodtiella hoodensis
Notoalona globulosa
Notodiaptomus paraensis
Notolopas lamellatus
Notopontia galapagoensis
Notopus dorsipes
Notosceles ecuadorensis
Notostomus auriculatus
Notostomus crosnieri
Notostomus elegans
Notostomus gibbosus
Novactaea pulchella
Nucia pulchella
Nudiclavella galapagoensis
Nullosetigera bidentata
Nullosetigera helgae
Nullosetigera mutica
Nursia phylloides
Nursilia dentata
Nursilia tonsor
Nuuanu othmani
Nyctiphanes simplex
Ochridacyclops kenyaensis
Octolasmis grayi
Octolasmis lowei
Octolasmis warwicki
Ocypode africana
Ocypode ceratophthalmus
Ocypode cordimana
Ocypode cursor
Ocypode gaudichaudii
Ocypode guadichaudii
Ocypode nobilii
Ocypode pallidula
Ocypode quadrata
Ocypode ryderi
Odontodactylus brevirostris
Odontodactylus cultrifer
Odontodactylus latirostris
Odontodactylus scyllarus
Odontomolgus mucosus
Odontomolgus unioviger
Odontonia katoi
Odontonia rufopunctata
Odontonia sibogae
Odontozona ensifera
Ogyrides alphaerostris
Oithona amazonica
Oithona attenuata
Oithona bjornbergae
Oithona brevicornis
Oithona decipiens
Oithona fallax
Oithona hebes
Oithona linearis
Oithona nana
Oithona oswaldocruzi
Oithona plumifera
Oithona rigida
Oithona robusta
Oithona setigera
Oithona similis
Oithona simplex
Oithona tenuis
Oncaea clevei
Oncaea conifera
Oncaea curta
Oncaea media
Oncaea mediterranea
Oncaea notopus
Oncaea ornata
Oncaea tenuimana
Oncaea venusta
Oncinopus araneus
Oncinopus neptunus
Oncinopus postillonensis
Onconida tropis
Oncopagurus haigae
Oncopagurus indicus
Oncopagurus minutus
Oncopagurus monstrosus
Oncopagurus orientalis
Onesimoides abyssalis
Onesimoides castellatus
Onesimoides chelatus
Onesimoides mindoro
Onesimoides sandroi
Oniscopsis robinsoni
Onychocorycaeus agilis
Onychocorycaeus catus
Onychocorycaeus giesbrechti
Onychocorycaeus latus
Onychocorycaeus ovalis
Onychocorycaeus pacificus
Onychopontia peteraxi
Onycocaridella maxima
Oplophorus gracilirostris
Oplophorus spinosus
Oplophorus typus
Oratosquilla oratoria
Oratosquillina inornata
Oratosquillina interrupta
Orbicantha sacrebleu
Orecturus excavatus
Oreotlos angulatus
Oreotlos lagarodes
Ornatoleberis morkhoveni
Orthochela pumila
Orthopontonia ornata
Orthoprotella bicornis
Osachila acuta
Osachila galapagensis
Osachila levis
Oxycephalus clausi
Oxycephalus latirostris
Oxycephalus piscator
Oxynaspis celata
Oxynaspis cf. rossi
Oxynaspis sp. nov.
Oxypleurodon alisae
Oxypleurodon christiani
Oxypleurodon fultoni
Oxypleurodon pinocchio
Ozius guttatus
Ozius perlatus
Ozius tenuidactylus
Ozius verreauxii
Pachos punctatum
Pachycheles barbatus
Pachycheles biocellatus
Pachycheles johnsoni
Pachycheles monilifer
Pachycheles panamensis
Pachycheles sculptus
Pachycheles velerae
Pachygrapsus gracilis
Pachygrapsus minutus
Pachygrapsus planifrons
Pachygrapsus plicatus
Pachygrapsus socius
Pachygrapsus transversus
Pachypygus stomozoae
Pagina tunica
Paguristes arostratus
Paguristes brachyrostris
Paguristes fecundus
Paguristes longirostris
Paguristes palythophilus
Paguristes pusillus
Paguristes tortugae
Paguritta harmsi
Paguritta morgani
Paguritta vittata
Paguropsis confusa
Paguropsis lacinia
Paguropsis typica
Pagurus benedicti
Pagurus conformis
Pagurus curacaoensis
Pagurus hedleyi
Pagurus hirtimanus
Pagurus kulkarnii
Pagurus lepidus
Pagurus mbizi
Pagurus nesiotes
Pagurus pubescens
Pagurus pubescentulus
Pagurus pycnacanthus
Palaemon carteri
Palaemon gladiator
Palaemon hancocki
Palaemon ivonicus
Palaemon maculatus
Palaemon mercedae
Palaemon pandaliformis
Palaemon ritteri
Palaemon styliferus
Palaemon yuna
Palaemonella asymmetrica
Palaemonella atlantica
Palaemonella holmesi
Palaemonella longidactylus
Palaemonella maziwi
Palaemonella pottsi
Palaemonella rotumana
Palaemonella sandyi
Palaemonella tenuipes
Palapedia rastripes
Palicoides longimanus
Palicoides whitei
Paliculus foliatus
Palicus cortezi
Palicus fragilis
Palicus lucasii
Palicus velerae
Palinurellus wieneckii
Palinustus mossambicus
Palinustus waguensis
Palmyria palmyrensis
Pandarus bicolor
Pandarus cranchii
Pandarus satyrus
Panjakus auriculatus
Panjakus hydnophorae
Panopeus americanus
Panopeus austrobesus
Panopeus chilensis
Panopeus herbstii
Panopeus lacustris
Panopeus occidentalis
Panopeus purpureus
Panulirus argus
Panulirus femoristriga
Panulirus gracilis
Panulirus homarus
Panulirus inflatus
Panulirus laevicauda
Panulirus longipes
Panulirus ornatus
Panulirus penicillatus
Panulirus polyphagus
Panulirus regius
Panulirus versicolor
Papuadocus blodiwai
Parabetaeus culliereti
Parabetaeus euryone
Parabopyrella distincta
Paracalanus aculeatus
Paracalanus denudatus
Paracalanus parvus
Paracalanus quasimodo
Paracerceis sculpta
Parachordeumium amphiurae
Parachordeumium humesi
Paracleistostoma depressum
Paraclimenaeus spinicauda
Paractaea africana
Paractaea garretti
Paractaea margaritaria
Paractaea rufopunctata
Paractaea sulcata
Paractaea tumulosa
Paracyclois milneedwardsii
Paracymothoa tholoceps
Paracypris crispa
Paracytheroma ventrosinuosa
Paradasygyius depressus
Paradoridicola angularis
Paradoridicola contiguus
Paradoridicola drepanophorus
Paradoridicola sinularianus
Paradoridicola virgulifer
Paraeucalanus attenuatus
Paraeuchaeta antarctica
Paraeuchaeta bisinuata
Paraeuchaeta calva
Paraeuchaeta flava
Paraeuchaeta grandiremis
Paraeuchaeta hansenii
Paraeuchaeta sarsi
Paraeuchaeta tumidula
Paraeuchaeta weberi
Paragiopagurus acutus
Paraheterorhabdus illgi
Paraheterorhabdus vipera
Paraidya major
Paraidya minor
Parakrithella pseudadonta
Paralanceola oleseni
Paralanceola wolffi
Paralaophonte galapagoensis
Paralaophonte problematica
Paralaophontodes exopoditus
Paralebbeus zygius
Paralebion elongatus
Paraleptomysis apiops
Paraleptomysis dimorpha
Paraleptosphaeroma brucei
Paraleptuca crassipes
Paralimnoria andrewsi
Paralomis cubensis
Paralomis dofleini
Paramacrochiron japonicum
Paramedaeus octogesimus
Paramedaeus simplex
Paramesochra helgolandica
Paramesochra unaspina
Paramicrodeutopus trichopus
Paramisophria galapagensis
Paramoguai kavieng
Paramolgus accinctus
Paramolgus centor
Paramolgus nephthaenus
Paramolgus nephtheanus
Paramolgus promiculus
Paramolgus quadrangulus
Paramolgus resectus
Paramolgus subincisus
Paramolgus timendus
Paramunida cracentis
Paramunida haigae
Paramunida labis
Paramunida longior
Paramunida polita
Paramunida proxima
Paramunida setigera
Paramunida tenera
Paranamixis ledoyeri
Paranarthrura kurchatovi
Paranarthrurella samba
Paranchimolgus parallelus
Paranchistus armatus
Parandania boecki
Parandrianellus annulatus
Paranesidea albatrossa
Paranotodelphys bidentata
Paranotodelphys stenosa
Paranthura setigera
Parapagurus foraminosus
Parapagurus janetae
Parapagurus microps
Parapagurus pilosimanus
Parapagurus richeri
Parapagurus saintlaurentae
Parapagurus stenorhinus
Parapalicus ambonensis
Parapalicus piruensis
Parapalicus unidentatus
Parapasiphae cristata
Parapasiphae sulcatifrons
Parapenaeonella expansa
Parapenaeonella tertia
Parapenaeopsis stylifera
Parapenaeus longirostris
Parapenaeus murrayi
Paraphoxus oculatus
Paraphronima crassipes
Paraphronima gracilis
Parapinnixa glasselli
Parapontocaris aspera
Parapontocaris levigata
Parapontophilus junceus
Parapontophilus psyllus
Parapronoe crustulum
Parapronoe parva
Paraprotella teluksuang
Parascelus edwardsi
Parascytoleptus papua
Parasergestes armatus
Parasergestes diapontius
Parasergestes vigilax
Parasesarma bidens
Parasesarma cricotum
Parasesarma eumolpe
Parasesarma indiarum
Parasesarma kuekenthali
Parasesarma melissa
Parasesarma peninsulare
Parasesarma plicatum
Parasesarma samawati
Parasquilla meridionalis
Parastericola rimosus
Parasterocheres cristatus
Parategastes conexus
Parathelphusa celebensis
Parathelphusa ferruginea
Parathelphusa maculata
Parathelphusa oxygona
Parathelphusa pallida
Parathelphusa pantherina
Parathelphusa pardus
Parathelphusa possoensis
Parathelphusa reticulata
Parathelphusa sabari
Parathelphusa torta
Parathelphusa tridentata
Parathranites orientalis
Paratumidocarcinus marajoarus
Paratymolus cygnus
Paratymolus pubescens
Paratyphis parvus
Paratyphis promontori
Parauchaeta norvegica
Paraxanthias eriphioides
Paraxanthias insculptus
Paraxanthias notatus
Paraxiopsis austrinus
Paraxiopsis brocki
Parelasmopus albidus
Parelasmopus dancaui
Parelasmopus suluensis
Parethusa glabra
Pareucalanus attenuatus
Parhippolyte cavernicola
Parhyale hawaiensis
Parilia alcocki
Pariphiculus mariannae
Pariphinotus galapagoanus
Pariphinotus seclusus
Paromolopsis boasi
Parophiopsyllus ligatus
Paropsurus pellucidus
Parribacus antarcticus
Parribacus caledonicus
Parribacus scarlatinus
Parthenope exilipes
Parthenope longimanus
Parthenope triangula
Parthenope trituberculata
Parthenopoides massena
Parvimysis pisciscibus
Parvisquilla multituberculata
Parvocalanus crassirostris
Parvocalanus elegans
Parvochelus russus
Pasiphaea americana
Pasiphaea cristata
Pasiphaea debitusae
Pasiphaea faxoni
Pasiphaea gracilis
Pasiphaea laevis
Pasiphaea sirenkoi
Pasiphaea sivado
Paulita tuberculata
Pelagopenaeus balboae
Pelecocythere galleta
Pelia pacifica
Pelia pulchella
Pelia rotunda
Penaeopsis balssi
Penaeopsis challengeri
Penaeopsis eduardoi
Penaeus (Farfantepenaeus) brevirostris
Penaeus (Farfantepenaeus) californiensis
Penaeus brasiliensis
Penaeus duorarum
Penaeus indicus
Penaeus japonicus
Penaeus kerathurus
Penaeus latisulcatus
Penaeus marginatus
Penaeus merguiensis
Penaeus monodon
Penaeus notialis
Penaeus schmitti
Penaeus semisulcatus
Penaeus stylirostris
Penaeus subtilis
Penaeus vannamei
Pendanthura bangkaensis
Pendanthura tinggiensis
Peniculus communis
Penilia avirostris
Pennatulicola pterophilus
Pennatulicola robustclavus
Pennella exocoeti
Pentacheles laevis
Peraeospinosus peculiaris
Peraeospinosus peculiaroides
Percnon abbreviatum
Percnon affine
Percnon gibbesi
Percnon planissimum
Pereionotus tinggiensis
Periclimenaeus arthrodactylus
Periclimenaeus echinimanus
Periclimenaeus fawatu
Periclimenaeus jeancharcoti
Periclimenaeus orbitocarinatus
Periclimenaeus pachydentatus
Periclimenaeus pacificus
Periclimenaeus storchi
Periclimenella spinifera
Periclimenes affinis
Periclimenes colemani
Periclimenes diversipes
Periclimenes imperator
Periclimenes infraspinis
Periclimenes ischiospinosus
Periclimenes rex
Periclimenes sinensis
Periclimenes soror
Periclimenes subcorallum
Periclimenes uniunguiculatus
Periclimenes veleronis
Periclimenes watamuae
Periclimenes wirtzi
Perinia tumida
Periproctia bisetigera
Periproctia spissa
Periscyphis trivialis
Perissocytheridea formosana
Perithelphusa borneensis
Permanotus purpureus
Persephona edwardsii
Persephona mediterranea
Persephona orbicularis
Persephona punctata
Persephona subovata
Pertsovius longus
Petalosarsia longirostris
Petramithrax pygmaeus
Petrarctus brevicornis
Petrarctus rugosus
Petrochirus californiensis
Petrochirus diogenes
Petrolisthes agassizii
Petrolisthes armatus
Petrolisthes bispinosus
Petrolisthes borradailei
Petrolisthes brachycarpus
Petrolisthes decacanthus
Petrolisthes donadio
Petrolisthes edwardsii
Petrolisthes galapagensis
Petrolisthes galathinus
Petrolisthes glasselli
Petrolisthes haigae
Petrolisthes holotrichus
Petrolisthes kranjiensis
Petrolisthes lamarckii
Petrolisthes marginatus
Petrolisthes militaris
Petrolisthes moluccensis
Petrolisthes monodi
Petrolisthes paulayi
Petrolisthes perdecorus
Petrolisthes polymitus
Petrolisthes rufescens
Petrolisthes scabriculus
Petrolisthes tomentosus
Petrolisthes tonsorius
Petrolisthes tridentatus
Petrolisthes zacae
Petruca panamensis
Phaenna spinifera
Phalangipus filiformis
Phalangipus hystrix
Phalangipus longipes
Phalangipus malakkensis
Philarius imperialis
Philocheras incisus
Philocheras japonicus
Philocheras lapillus
Philoscia tenuissima
Philyra globus
Phimochirus californiensis
Phorcosergia burukovskii
Phorcosergia grandis
Phorcosergia wolffi
Photis elephantis
Photosella mucronata
Phronima atlantica
Phronima bowmani
Phronima colletti
Phronima curvipes
Phronima dunbari
Phronima pacifica
Phronima sedentaria
Phronima solitaria
Phronima stebbingi
Phronimella elongata
Phrosina semilunata
Phycocaris simulans
Phylladiorhynchus acastus
Phylladiorhynchus barbeae
Phylladiorhynchus integrirostris
Phylladiorhynchus jeffkinchi
Phylladiorhynchus laureae
Phylladiorhynchus orpheus
Phylladiorhynchus phanus
Phylladiorhynchus phlias
Phylladiorhynchus talaus
Phyllocheres petalus
Phyllodorippe armata
Phyllognathia ceratophthalma
Phyllopodopsyllus angolensis
Phyllopodopsyllus furciger
Phyllopodopsyllus galapagoensis
Phyllopodopsyllus kunzi
Phyllopodopsyllus thiebaudi
Phyllothyreus cornutus
Picrocerus armatus
Pilodius areolatus
Pilodius cephalalgicus
Pilodius granulatus
Pilodius nigrocrinitus
Pilodius pilumnoides
Piloslambrus depressiusculus
Pilumnus caerulescens
Pilumnus diomedeae
Pilumnus limosus
Pilumnus longicornis
Pilumnus normani
Pilumnus pileiferus
Pilumnus pygmaeus
Pilumnus stebbingi
Pilumnus tomentosus
Pilumnus townsendi
Pilumnus vespertilio
Pinnaxodes chilensis
Pinnixa darwini
Pinnixa transversalis
Pinnotheres pubescens
Pionomolgus moluccensis
Pisa calva
Pisa carinimana
Pisidia dispar
Pisidia longicornis
Pisoides edwardsii
Pistocythereis cribiformis
Pitho lherminieri
Pitho quinquedentata
Pitho sexdentada
Pitho sexdentata
Plagusia immaculata
Plagusia speciosa
Plagusia squamosa
Planes major
Planes minutus
Planoscalpellum hexagonum
Planotergum mirabile
Platyactaea dovii
Platycaris latirostris
Platychirarma buettikoferi
Platycuma hessleri
Platycuma holti
Platycuma sandersi
Platylepas decorata
Platymaia alcocki
Platymaia fimbriata
Platymaia remifera
Platymaia wyvillethomsoni
Platymera gaudichaudii
Platyozius laevis
Platypodia granulosa
Platypodia semigranosa
Platypodiella gemmata
Platypodiella picta
Platypodiella rotundata
Platyscelus armatus
Platyscelus ovoides
Platyscelus serratulus
Platythelphusa idjiwiensis
Platythelphusa langi
Platytyphlops cherkii
Platytyphlops girardi
Pleisticanthoides piccardorum
Pleisticanthoides simplex
Pleonexes lowryi
Plesionida aurelia
Plesionika alcocki
Plesionika bifurca
Plesionika ensis
Plesionika martia
Plesionika mexicana
Plesionika narval
Plesionika ocellus
Plesionika orientalis
Plesionika philippinensis
Plesionika reflexa
Plesionika richardi
Plesionika rossignoli
Plesionika rostricrescentis
Plesionika semilaevis
Plesionika spinidorsalis
Plesionika trispinus
Pleurerythrops inscita
Pleuromamma abdominalis
Pleuromamma borealis
Pleuromamma gracilis
Pleuromamma indica
Pleuromamma piseki
Pleuromamma quadrungulata
Pleuromamma robusta
Pleuromamma xiphias
Pleuroxus aduncus
Pliopontonia furtiva
Podocatactes delli
Podocatactes foresti
Podocerus brasiliensis
Podocerus chelonophilus
Podophthalmus vigil
Poecilasma kaempferi
Politolana stebbingi
Pollicipes elegans
Polycheles baccatus
Polycheles coccifer
Polycheles tanneri
Polycheles typhlops
Polycheria osborni
Polyonyx biunguiculatus
Polyonyx boucheti
Polyonyx heok
Polyonyx nitidus
Polyonyx obesulus
Polyonyx spina
Pomagnathus corallinus
Pontella alata
Pontella atlantica
Pontella danae
Pontella fera
Pontella mimocerami
Pontella princeps
Pontella securifer
Pontella spinicauda
Pontella spinipes
Pontella tenuiremis
Pontella valida
Pontellina morii
Pontellina platychela
Pontellina plumata
Pontellopsis armata
Pontellopsis krameri
Pontellopsis lubbockii
Pontellopsis perspicax
Pontellopsis regalis
Pontellopsis strenua
Pontellopsis yamadae
Pontiosquilla incerta
Pontocaris laurentae
Pontogelos aselgokeros
Pontonia margarita
Pontonides ankeri
Pontonides maldivensis
Pontonides sympathes
Pontonides unciger
Pontoniopsis comanthi
Porcellana cancrisocialis
Porcellanella haigae
Porcellanella triloba
Porcellio imbutus
Porcellio laevis
Porcellio obsoletus
Porcellio planarius
Porcellio scaber
Porcellio spretus
Porcellionides myrmecophilus
Porcellionides pruinosus
Porocephalus subuliferum
Portunus convexus
Portunus haitensis
Portunus pelagicus
Portunus sanguinolentus
Portunus sayi
Portunus trituberculatus
Poseidonamicus praenudus
Posophotis seri
Potamalpheops amnicus
Potamalpheops tigger
Potamonautes alluaudi
Potimirim glabra
Potimirim potimirim
Praebebalia fungifera
Praedatrypaea propinqua
Presynaptiphilus amphiopli
Primno macropa
Prismatopus longispinus
Probeebei mirabilis
Probopyrus bithynis
Probopyrus borrei
Probopyrus buitendijki
Probopyrus semperi
Procambarus clarkii
Procampylaspis acanthomma
Procampylaspis armata
Procampylaspis bonnieri
Procampylaspis hirta
Procampylaspis lutensis
Procampylaspis ommidion
Procampylaspis procurrens
Procampylaspis profunda
Procenognatha semisensata
Processa aequimana
Processa edulis
Processa parva
Processa peruviana
Prochelator abyssalis
Procletes levicarina
Prolanceola vibiliformis
Promysis orientalis
Pronoe capito
Propagurus haigae
Proscina scinoides
Protohyale guasave
Protohyale zuaque
Protoradjia insularis
Protosquilla calypso
Protosquilla folini
Protrachypene precipua
Psammastacus galapagoensis
Psammocamptus galapagoensis
Psammogammarus wallacei
Psaumis cavipes
Pseudaeginella telukrimau
Pseudaeginella vaderi
Pseudanthessius angularis
Pseudanthessius comanthi
Pseudanthessius major
Pseudanthessius minor
Pseudanthessius newmanae
Pseudanthessius planus
Pseudanthessius sauvagei
Pseudanthessius truncus
Pseudaristeus kathleenae
Pseudeuchaeta brevicauda
Pseudeuphausia latifrons
Pseudevadne tergestina
Pseudione elongata
Pseudione indica
Pseudoamallothrix laminata
Pseudoamallothrix ovata
Pseudocalanus elongatus
Pseudocaligus parvus
Pseudochalaraspidum hanseni
Pseudochirella gibbera
Pseudochirella obtusa
Pseudochirella semispina
Pseudochondracanthus diceraus
Pseudocoutierea elegans
Pseudocoutierea wirtzi
Pseudocryptochirus crescentus
Pseudocycnus appendiculatus
Pseudodiaptomus cf. dauglishi
Pseudodiaptomus galapagensis
Pseudodiaptomus gracilis
Pseudodiaptomus longispinosus
Pseudodiaptomus sulawesiensis
Pseudodiaptomus wrighri
Pseudodiaptomus wrighti
Pseudograpsus albus
Pseudolambrus calappoides
Pseudolambrus confragosus
Pseudolambrus harpax
Pseudoleptomesochrella venezolana
Pseudoliomera hellerii
Pseudoliomera lata
Pseudoliomera remota
Pseudoliomera ruppellioides
Pseudoliomera speciosa
Pseudoliomera variolosa
Pseudomedaeus africanus
Pseudomyra mbizi
Pseudopaguristes kuekenthali
Pseudopalaemon amazonensis
Pseudopalaemon chryseus
Pseudopalaemon gouldingi
Pseudopalaemon nigramnis
Pseudopolycope chavturi
Pseudopolycope spio
Pseudosesarma crassimanum
Pseudosesarma edwardsii
Pseudosquilla adiastala
Pseudosquilla ciliata
Pseudosquillana richeri
Pseudosquillisma adiastalta
Pseudosquillisma oculata
Pseudosquillopsis marmorata
Pseudoveleronia laevifrons
Pseudozius caystrus
Psopheticoides sanguineus
Psopheticus stridulans
Psopheticus vocans
Pteropsyllus trisetosus
Ptychognathus barbatus
Ptychognathus ishii
Ptychognathus riedelii
Puerulus angulatus
Puerulus carinatus
Puerulus velutinus
Pycnoplax aspera
Pycnoplax bispinosa
Pylocheles mortensenii
Pylopaguropsis bellula
Pylopaguropsis fimbriata
Pylopaguropsis keijii
Pylopaguropsis lemaitrei
Pylopaguropsis speciosa
Pylopaguropsis teevana
Pylopagurus discoidalis
Pyrgoma cancellatum
Pyromaia tuberculata
Quadrella coronata
Quadrella maculosa
Quadrella nitida
Quadrimaera miranda
Quadrimaera reishi
Quantanthura brasiliensis
Quantanthura menziesi
Racilius compressus
Raillietiella boulengeri
Raillietiella furcocercum
Raillietiella hemidactyli
Randallia agaricias
Randallia bulligera
Ranilia constricta
Ranilia fornicata
Ranina ranina
Raninoides benedicti
Raninoides bouvieri
Raninoides longifrons
Ranthaxus vermifiormis
Raoulserenea komaii
Raoulserenea ornata
Raoulserenea oxyrhyncha
Rapipontonia hydra
Rapipontonia paragalene
Rapipontonia platalea
Rathbunixa sayana
Raylilia gracilipes
Rayllianassa amboinensis
Rectopalicus amphiceros
Rectopalicus woodmasoni
Reductoniscus tuberculatus
Regioscalpellum regium
Remiarctus bertholdii
Renocila ovata
Retropluma quadrata
Rhabdosoma armatum
Rhabdosoma minor
Rhabdosoma whitei
Rhincalanus cornutus
Rhincalanus gigas
Rhincalanus nasutus
Rhinocarcinus agassizi
Rhinolambrus longispinus
Rhinolambrus parvus
Rhinolambrus pelagicus
Rhodochirus hirtimanus
Rhogobius contractus
Rhogobius pressulus
Rhopalophthalmus egregius
Rhynchocinetes conspiciocellus
Rhynchocinetes durbanensis
Rhynchocinetes typus
Rhyscotoides parallelus
Ridgewayia delfine
Ridgewayia tunela
Rimapenaeus byrdi
Rimapenaeus constrictus
Rimapenaeus pacificus
Rimapenaeus similis
Rimicaris parva
Rimicaris variabilis
Rimitantulus hirsutus
Rissoides africanus
Robustosergia extenuata
Robustosergia regalis
Robustosergia robusta
Rocinela wetzeri
Romaleon setosum
Rostratoverruca intexta
Rostronia stylirostris
Rotundoecia teretivalvata
Rotundopotamonautes aloysiisabaudiae
Rotundopotamonautes berardi
Rotundopotamonautes bourgaultae
Rotundopotamonautes busungwe
Rotundopotamonautes emini
Rotundopotamonautes entebbe
Rotundopotamonautes kantsyore
Rotundopotamonautes loveni
Rotundopotamonautes minor
