"""Actaea"" angusta"
Doropygopsis novemsetifera
Dosima fascicularis
Dotilla myctiroides
Dotilla wichmanni
Dromia erythropus
Dromia personata
Dromidiopsis indica
Dulichiella appendiculata
Dulichiella pacifica
Dulzura gal
Dynamenella alveolata
Dynamenella tropica
Dynomene filholi
Dynomene hispida
Dynomene praedator
Ebalia hancocki
Ebalia magdalenensis
Ecbathyrion prolixicauda
Echinoecus pentagonus
Echinolaophonte tetracheir
Echinopericlimenes calcaratus
Echinopericlimenes dentidactylus
Echinosquilla guerinii
Echthrogaleus coleoptratus
Echthrogaleus denticulatus
Ecphysarion spinulatum
Ectaesthesius bifrons
Ectinosoma nonpectinatum
Ectinosoma pectinatum
Ectinosoma sp. 1
Ectinosoma sp. 2
Ectinosoma sp. 3
Ectinosoma sp. 4
Ectinosoma sp. 5
Eduarctus martensii
Edwardsium crosslandi
Edwardsium lobipes
Eiconaxius albatrossae
Eiconaxius cristagalli
Eiconaxius heinrichi
Eiconaxius sibogae
Elamena truncata
Elamenopsis lineata
Elasmopus antennatus
Elasmopus ecuadorensis
Elasmopus mayo
Elasmopus ocoroni
Elasmopus pseudaffinis
Elasmopus rapax
Elasmopus serraticus
Elasmopus temori
Elasmopus tubar
Elasmopus zoanthidea
Elenacalanus princeps
Elenacalanus sverdrupi
Elthusa emarginata
Elthusa vulgaris
Eluma caelata
Elumoides atlanticus
Emerita analoga
Emerita brasiliensis
Emerita rathbunae
Emerita talpoida
Enalcyonium forbesi
Enalcyonium kohsiangi
Enallopaguropsis guatemoci
Enantiosis galapagensis
Encantada spinoculata
Enoplolambrus validus
Enoplometopus antillensis
Enoplometopus holthuisi
Enoplometopus occidentalis
Enoplometopus voigtmanni
Enosteoides lobatus
Enriquea leviantennata
Enterognathus comatulae
Eoatria quinquevittatus
Eodemus hastatoides
Eodiaptomus wolterecki
Eophrixus pikei
Ephyrina benedicti
Ephyrina bifida
Ephyrina childressi
Ephyrina ombango
Epiactaea nodulosa
Epialtoides murphyi
Epialtoides rostratus
Epipenaeon fissurae
Episesarma chentongense
Episesarma lafondii
Episesarma mederi
Episesarma palawanense
Episesarma singaporense
Episesarma versicolor
Epixanthus dentatus
Epixanthus tenuidactylos
Epixanthus tenuidactylus
Ergasilus bryconis
Ergasilus callophysus
Ergasilus colomesus
Ergasilus jaraquensis
Ergasilus kimi
Ergasilus leporinidis
Ericerodes angulatus
Ericerodes gracilipes
Ericerodes schmitti
Ericerodes veleronis
Ericthonius brasiliensis
Ericthonius punctatus
Eriphia ferox
Eriphia gonagra
Eriphia granulosa
Eriphia scabricula
Eriphia sebana
Eriphia squamata
Eriphides hispida
Erugosquilla septemdentata
Erugosquilla woodmasoni
Eryoneicus gurneyi
Erythrops africana
Esola galapagoensis
Esola longicauda
Ethusa abbreviata
Ethusa americana
Ethusa ciliatifrons
Ethusa curvipes
Ethusa exophthalma
Ethusa granulosa
Ethusa hirsuta
Ethusa indica
Ethusa lata
Ethusa minuta
Ethusa orientalis
Ethusa panamensis
Ethusa sexdentata
Ethusina gracilipes
Ethusina microspina
Ethusina robusta
Etisus albus
Etisus anaglyptus
Etisus bargibanti
Etisus demani
Etisus dentatus
Etisus electra
Etisus laevimanus
Etisus splendidus
Etisus utilis
Eualus cranchii
Euaugaptilus angustus
Euaugaptilus brodskyi
Euaugaptilus bullifer
Euaugaptilus elongatus
Euaugaptilus fecundus
Euaugaptilus filigerus
Euaugaptilus gracilis
Euaugaptilus grandicornis
Euaugaptilus hecticus
Euaugaptilus humilis
Euaugaptilus hyperboreus
Euaugaptilus indicus
Euaugaptilus laticeps
Euaugaptilus latifrons
Euaugaptilus longimanus
Euaugaptilus magnus
Euaugaptilus maxillaris
Euaugaptilus nodifrons
Euaugaptilus oblongus
Euaugaptilus rectus
Euaugaptilus rigidus
Euaugaptilus tenuispinus
Eubelum asperius
Eubelum rusingaense
Eubelum stanleyanum
Eubelum stipulatum
Eucalanus elongatus
Eucalanus inermis
Eucalanus subcrasus
Eucalliaxiopsis dworschaki
Eucalliaxiopsis panglaoensis
Eucalliaxiopsis patio
Euceramus panatelus
Euchaeta acuta
Euchaeta concinna
Euchaeta indica
Euchaeta longicornis
Euchaeta marina
Euchaeta marinella
Euchaeta media
Euchaeta plana
Euchaeta rimana
Euchaeta spinosa
Euchaeta tenuis
Euchaetomera glyphidophthalmica
Euchaetomera tenuis
Euchaetomera typica
Euchaetomeropsis merolepis
Euchirella amoena
Euchirella bella
Euchirella curticauda
Euchirella galeata
Euchirella maxima
Euchirella pulchra
Euchirella rostrata
Euchirella splendens
Euchirella venusta
Euchirograpsus americanus
Euchirograpsus liguricus
Euchirograpsus pacificus
Euconchoecia aculeata
Eucopia australis
Eucopia grimaldii
Eucopia major
Eucopia sculpticauda
Eucopia unguiculata
Eucrate dorsalis
Eucyclops agiloides
Eudactylopus fasciatus
Eugerda fulcimandibulata
Eugerdella huberti
Eugerdella ischnomesoides
Eugonatonotus chacei
Eulenaios cometes
Eumedonus zebra
Eumunida bella
Eumunida pacifica
Eumunida smithii
Eumunida spiridonovi
Eumunida subsolanus
Eupasiphae latirostris
Euphausia americana
Euphausia brevis
Euphausia diomedeae
Euphausia eximia
Euphausia gibba
Euphausia gibboides
Euphausia hemigibba
Euphausia mutica
Euphausia nana
Euphausia paragibba
Euphausia similis
Euphausia tenera
Euphausia triacantha
Euphylax dovii
Euphylax robustus
Euphylax septendentatus
Eupilumnus globosus
Eupilumnus stridulans
Eupilumnus xantusii
Eupleurodon peruvianus
Eupleurodon rathbunae
Eupleurodon trifurcatus
Euprognatha bifida
Euprognatha granulata
Eupronoe intermedia
Euraphia hembeli
Euryalona orientalis
Eurycope friesae
Eurycope juvenalis
Eurydice caudata
Eurydice orientalis
Euryozius pagalu
Eurypanopeus dissimilis
Eurypanopeus planus
Euryphorus brachypterus
Euryphorus nordmannii
Euryrhynchus amazoniensis
Euryrhynchus burchelli
Euryrhynchus taruman
Euryrhynchus tuyuka
Euryrhynchus wrzesniowskii
Eurysquilla plumata
Eurythenes obesus
Eurytium affine
Eurytium limosum
Eurytium tristani
Euterpina acutifrons
Euxanthus exsculptus
Euxanthus huonii
Euxynus capulus
Exallanthura sexpes
Excirolana braziliensis
Excorallana bicornis
Excorallana oculata
Excorallana stebbingi
Excorallana subtilis
Excorallana tricornis
Excorallana truncata
Excorallana warmingii
Exhippolysmata oplophoroides
Exoclimenella maldivensis
Exodontomolgus communis
Exopalicus maculatus
Expanathura collaris
Expanathura marcoi
Expansophria galapagensis
Eyakia calcarata
Fagegnathophausia gracilis
Farfantepenaeus californiensis
Farranula carinata
Farranula concinna
Farranula gibbula
Farranula gracilis
Farranula longicaudis
Farranula rostrata
Fasciarma fasciatum
Favus granulatus
Fennera chacei
Fennerogalathea chani
Figorella corindon
Fistulobalanus albicostatus
Fistulobalanus citerosum
Fistulobalanus dentivarians
Floresorchestia seringat
Foveoleberis foveolata
Fredius denticulatus
Fredius fittkaui
Fredius platyacanthus
Fredius reflexifrons
Funchalia danae
Funchalia taaningi
Funchalia villosa
Funchalia woodwardi
Gabunoscia feai
Gaetanus armiger
Gaetanus brevicaudatus
Gaetanus brevispinus
Gaetanus curvicornis
Gaetanus kruppii
Gaetanus miles
Gaetanus minor
Gaetanus minutus
Gaetanus pungens
Gaetanus tenuispinus
Gaillardiellus rueppelli
Gaillardiellus superciliaris
Galacantha bellis
Galacantha diomedeae
Galacantha rostrata
Galacantha subrostrata
Galacantha subspinosa
Galacantha trachynotus
Galacantha valdiviae
Galapacanuella beckeri
Galapalaophonte pacifica
Galapsiellus leleuporum
Galathea acerata
Galathea amamiensis
Galathea anoplos
Galathea autahi
Galathea bidens
Galathea boisselierae
Galathea boucheti
Galathea cephyra
Galathea consobrina
Galathea cymo
Galathea eione
Galathea eridani
Galathea ganindo
Galathea gnoma
Galathea guttata
Galathea halia
Galathea hispida
Galathea johnsoni
Galathea lepidota
Galathea leporis
Galathea machordomae
Galathea melobosis
Galathea minima
Galathea multilineata
Galathea ohshimai
Galathea orientalis
Galathea parvula
Galathea pascualae
Galathea paucilineata
Galathea peitho
Galathea perone
Galathea platycheles
Galathea polydora
Galathea pubescens
Galathea punctata
Galathea raventosae
Galathea simulata
Galathea subsquamata
Galathea tanegashimae
Galathea ternatensis
Galathea tongi
Gamidactylus jaraquensis
Gamispinus diabolicus
Gangliopus pyriformis
Gardinerosergia gardineri
Gardinerosergia splendens
Garthasia americana
Garthiella aberrans
Garthiope fraseri
Garymunida garciai
Garymunida isabelensis
Garymunida sabatesae
Garymunida similis
Garymunida squamosa
Gastrosaccus dunckeri
Gebiacantha acanthochela
Gebiacantha plantae
Gebiacantha talismani
Gecarcinus nobilii
Gecarcinus quadratus
Gecarcoidea humei
Gecarcoidea lalandii
Gelasimus jocelynae
Gelasimus tetragonon
Gelasimus vocans
Gelastocaris paronae
Gelastocaris paronai
Gen. Ostracoda indet. sp. 1
Gen. Ostracoda indet. sp. 2
Gen. Ostracoda indet. sp. 3
Gen. Ostracoda indet. sp. 4
Gennadas bouvieri
Gennadas brevirostris
Gennadas capensis
Gennadas parvus
Gennadas propinquus
Gennadas scutatus
Gennadas talismani
Gennadas valens
Geograpsus crinipes
Geograpsus grayi
Geograpsus lividus
Geograpsus stormi
Geosesarma dennerle
Geosesarma hagen
Geosesarma maculatum
Geosesarma nemesis
Geosesarma peraccae
Geosesarma rouxi
Geosesarma spectrum
Gibbesia prasinolineata
Gigantocypris danae
Gitanopsis antipai
Globopilumnus xantusii
Gloiopotes americanus
Gloiopotes huttoni
Gloiopotes hygomianus
Gloiopotes ornatus
Gloiopotes watsoni
Glyphocrangon alata
Glyphocrangon assimilis
Glyphocrangon confusa
Glyphocrangon faxoni
Glyphocrangon hastacauda
Glyphocrangon investigatoris
Glyphocrangon lowryi
Glyphocrangon major
Glyphocrangon megalophthalma
Glyphocrangon regalis
Glyphocrangon rimapes
Glyphocrangon unguiculata
Glyphocrangon vicaria
Glyphus marsupialis
Glyptocheres extrusus
Glyptograpsus impressus
Glyptoxanthus angolensis
Glyptoxanthus hancocki
Gnathia trilobata
Gnathophausia elegans
Gnathophausia longispina
Gnathophausia zoea
Gnathophylloides mineri
Gnathophyllum americanum
Gnathophyllum panamense
Gomeza bicornis
Gomphocythere obtusata
Gomumucheres angularis
Goneplacoides marivenae
Goneplax barnardi
Gonionida andamanica
Gonionida benguela
Gonionida compacta
Gonionida compressa
Gonionida curvirostris
Gonionida dissita
Gonionida inornata
Gonionida kuboi
Gonionida tambaran
Goniopsis cruentata
Goniopsis pelii
Goniopsis pulchra
Goniopsyllus rostratus
Goniosupradens erythrodactylus
Gonodactylaceus falcatus
Gonodactylaceus glabrous
Gonodactylaceus randalli
Gonodactylaceus ternatensis
Gonodactylellus affinis
Gonodactylellus espinosus
Gonodactylellus kandi
Gonodactylellus kume
Gonodactylellus viridis
Gonodactylus chiragra
Gonodactylus platysoma
Gonodactylus smithii
Goyazana rotundicauda
Grandidierella melakaensis
Grandidierella pawaiensis
Grandidierella sungeicina
Grapsus adscensionis
Grapsus albolineatus
Grapsus grapsus
Grapsus longitarsis
Grapsus tenuicrustatus
Griffinia gilloloensis
Griffinia lappacea
Griffinia takedai
Grypachaeus hyalinus
Grypachaeus tenuicollis
Guernea sulawesiensis
Guyanacaris caespitosa
Hadropenaeus lucasii
Hadroplax sinuatifrons
Haemobaphes dilectus
Halice secunda
Halimede ochtodes
Haliporoides sibogae
Haliporus taprobanensis
Haloptilus aculeatus
Haloptilus acutifrons
Haloptilus austini
Haloptilus chierchiae
Haloptilus fertilis
Haloptilus longicornis
Haloptilus ornatus
Haloptilus oxycephalus
Haloptilus spiniceps
Hamimaera othonopsis
Hamodactylus boschmai
Hamodactylus noumeae
Hamodactylus pseudaqabai
Hamopontonia corallicola
Hamopontonia fungicola
Hamopontonia physogyra
Hansarsia microps
Hansarsia tenella
Hansenolana anisopous
Hansenomysis lucifugus
Hansenomysis menziesi
Hansenomysis spenceri
Hapalocarcinus marsupialis
Haploniscus astraphes
Haploniscus bihastatus
Haploniscus furcatus
Haploniscus machairis
Haploniscus monoceros
Haploniscus monodi
Haploniscus myriamae
Haploniscus pygmaeus
Haploniscus rostratus
Haptosquilla glyptocercus
Haptosquilla hamifera
Haptosquilla proxima
Haptosquilla pulchella
Haptosquilla pulchra
Haptosquilla stoliura
Haptosquilla togianensis
Harpacticus nicaeensis
Harpiliopsis beaupresii
Harpiliopsis depressa
Harpiliopsis spinigera
Harpilius bayeri
Harpilius consobrinus
Harpilius lutescens
Harpiosquilla raphidea
Harrovia albolineata
Harrovia elegans
Harrovia longipes
Hastigerella abbotti
Hayashidonus japonicus
Heardaxius rogerbamberi
Hebefustis par
Hemicytheridea cancellata
Hemicytheridea reticulata
Hemicytheridea wangi
Hemigrapsus nudus
Hemikrithe orientalis
Hemikrithe peterseni
Hemipenaeus carpenteri
Hemipenaeus spinidorsalis
Hemisiriella pulchra
Hemityphis tenuimanus
Hendersonida granulata
Henicoplax maldivensis
Hepatella amica
Hepatoporus distinctus
Hepatus beurleni
Hepatus gronovii
Hepatus kossmanni
Hepatus pudibundus
Hepatus scaber
Herbstia edwardsii
Herbstia nitida
Herbstia pubescens
Herbstia pyriformis
Hetairosyna galaxeae
Hetairosyna wedensis
Heteractaea lunata
Heteralepas aff. quadrata
Heterocarpus corona
Heterocarpus dorsalis
Heterocarpus ensifer
Heterocarpus gibbosus
Heterocarpus grimaldii
Heterocarpus hayashii
Heterocarpus laevigatus
Heterocarpus lepidus
Heterocarpus longirostris
Heterocarpus parvispina
Heterocarpus sibogae
Heterocarpus tricarinatus
Heterocarpus woodmasoni
Heterocrypta colombiana
Heterocrypta macrobrachia
Heterocuma intermedia
Heterogenys microphthalma
Heterolaophonte serratula
Heteropanope glabra
Heteropenaeus longimanus
Heteropilumnus splendidus
Heteroptychus galapagos
Heteroptychus nautilus
Heteroptychus scambus
Heterorhabdus abyssalis
Heterorhabdus clausi
Heterorhabdus cohibilis
Heterorhabdus confusibilis
Heterorhabdus guineanensis
Heterorhabdus norvegicus
Heterorhabdus oikoumenikis
Heterorhabdus papilliger
Heterorhabdus spinifrons
Heterosquilloides insignis
Heterostylites longicornis
Hexamunida sphecia
Hexapanopeus angustifrons
Hexapanopeus cartagoensis
Hexapanopeus paulensis
Hexaplax aurantium
Hexaplax megalops
Hiallum affine
Hiallum hilgendorfii
Hippa adactyla
Hippa admirabilis
Hippa carcineutes
Hippa marmorata
Hippa pacifica
Hippa testudinaria
Hippolyte longiallex
Hippolyte williamsi
Hiroa stubbingsi
Hiroia krempfi
Hirsutodynomene spinosa
Hirsutodynomene ursula
Hoekia monticulariae
Holopedium amazonicum
Holoplites armata
Holotheres semperi
Holthuisana boesemani
Holthuispenaeopsis atlantica
Homola barbata
Homola minima
Homola orientalis
Homolochunia valdiviae
Homologenus malayensis
Homolomannia occlusa
Homolomannia sibogae
Hoplophrys oatesii
Hoplosquilla said
Huenia heraldica
Hyachelia tortugae
Hyale darwini
Hyale niger
Hyale nigra
Hyalella azteca
Hyalella pteropus
Hyalopontius boxshalli
Hyastenus aries
Hyastenus biformis
Hyastenus bispinosus
Hyastenus borradailei
Hyastenus convexus
Hyastenus cracentis
Hyastenus diacanthus
Hyastenus elatus
Hyastenus hilgendorfi
Hyastenus inermis
Hyastenus sebae
Hyastenus subinermis
Hyastenus uncifer
Hyastenus whitei
Hymenocera picta
Hymenodora glacialis
Hymenodora gracilis
Hymenopenaeus equalis
Hymenopenaeus halli
Hymenopenaeus nereus
Hymenopenaeus propinquus
Hymenopenaeus sewelli
Hyperia crassa
Hyperia macrocephala
Hyperia spinigera
Hyperietta stephenseni
Hyperioides sibaginis
Hyperoche macrocephalus
Hyperoche martinezii
Hyperoche picta
Hyphalocope dorsoithys
Hypocolpus abbotti
Hypoconcha arcuata
Hypoconcha lowei
Hypoconcha panamensis
Hypoconcha parasitica
Hypocuma serratifrons
Hypolambrus hyponcus
Hypolobocera beieri
Hypolobocera caputii
Hypolobocera guayaquilensis
Hypolobocera martelathani
Hypolobocera rathbuni
Hyssura reptans
Iathrippa sarsi
Icelopagurus crosnieri
Idusa carinata
Iliacantha schmitti
Ilyarachna triangulata
Ilyoplax delsmani
Ilyoplax dentata
Ilyoplax integra
Ilyoplax lingulata
Ilyoplax punctata
Ilyoplax yuhana
Inachus angolensis
Inachus grallator
Inachus guentheri
Incultus tuberculosus
Iphiculus convexus
Iphiculus spongiosus
Iridonida iris
Iridonida refulgens
Iridonida speciosa
Iridopagurus occidentalis
Iridopagurus reticulatus
Irmengardia johnsoni
Ischiomysis telmatactiphila
Ischioscia amazonica
Ischioscia andina
Ischioscia bolivari
Ischioscia variegata
Ischnopontonia lophos
Ischyrocerus litotes
Isias clavipes
Isocheles pacificus
Isocheles sawayai
Isolapotamon anomalum
Isolapotamon bauense
Isolapotamon consobrinum
Isomolgus desmotes
Iulopis loveni
Iulopis mirabilis
Ixa pulcherrima
Jamescookina moluccensis
Janetogalathea californiensis
Janicella spinicauda
Janirella gomoiui
Janthura abyssicola
Jocaste japonica
Jocaste lucina
Johngarthia lagostoma
Johngarthia weileri
Johora singaporensis
Jonesius triunguiculatus
Juxtaxanthias lividus
Kabutos durandi
Karanges galaxeanus
Karanges hypsorophus
Karualona karua
Kaviengella jeffkinchi
Keijella dictyon
Keijella multisulcus
Keijia demissa
Keijia labyrinthica
Kingsleya attenboroughi
Kingsleya hewashimi
Kingsleya latifrons
Kingsleya ytupora
Kioloaria brevicaudata
Kishinouyepenaeopsis cornuta
Klebang barnardi
Klieonychocamptoides itoi
Kliopsyllus spiniger
Kliopsyllus unguiseta
Kraussia rugulosa
Kupellonura indonesica
Kupellonura macaroni
Labidocera acuta
Labidocera acutifrons
Labidocera aestiva
Labidocera churaumi
Labidocera darwinii
Labidocera detruncata
Labidocera euchaeta
Labidocera fluviatilis
Labidocera madurae
Labidocera nerii
Labidocera pavo
Labidocera sinilobata
Labuanium politum
Lachnopodus ponapensis
Lachnopodus tahitensis
Lahaina agassizi
Lahaina ovata
Laleonectes vocans
Lambrachaeus ramifer
Lanceola felina
Lanceola pacifica
Lanceola sayana
Lankacythere coralloides
Lankacythere euplectella
Lanocira gardineri
Laomenes albonigrus
Laomenes amboinensis
Laomenes ceratophthalmus
Laomenes nudirostris
Laomenes pardus
Laophonte galapagoensis
Latacunga latacunga
Lateracanthus quadripedis
Laticorophium baconi
Latreillia metanesa
Latreillopsis gracilipes
Latreutes antiborealis
Latreutes parvulus
Latreutes pymoeus
Laubierinia carinata
Lauridromia intermedia
Lauriea siagiani
Leander plumosus
Lebbeus laevirostris
Lecanurius planifrontalis
Leiogalathea aeneas
Leiogalathea evander
Leiogalathea pallas
Leiogalathea turnus
Leiolambrus nitidus
Leiolambrus punctatissimus
Leiperia cincinnalis
Leiperia gracilis
Lepas anatifera
Lepas anserifera
Lepas hillii
Lepas indica
Lepas pectinata
Lepeophtheirus dissimulatus
Lepidopa richmondi
Lepidophthalmus jamaicense
Lepidophthalmus natesi
Lepidophthalmus rosae
Leptalpheus forceps
Leptalpheus marginalis
Leptanthura natalensis
Leptarma leptosoma
Leptastacus ctenatus
Leptastacus dispinosus
Leptastacus spatuliseta
Leptochela robusta
Leptodius affinis
Leptodius exaratus
Leptodius nudipes
Leptodius occidentalis
Leptodius sanguineus
Leptognathia angustocephala
Leptomysis capensis
Leptomysis megalops
Leptophoxoides molaris
Leptopisa setirostris
Leptopontia breviarticulata
Leptopsyllus platyspinosus
Leptopsyllus punctatus
Leptosquilla schmeltzii
Leptuca beebei
Leptuca cumulanta
Leptuca deichmanni
Leptuca festae
Leptuca helleri
Leptuca inaequalis
Leptuca leptodactyla
Leptuca terpsichores
Leptuca thayeri
Lernaeocera branchialis
Lestrigonus bengalensis
Lestrigonus shoemakeri
Leucon socius
Leucon spinulosus
Leucon tener
Leucon tenuirostris
Leucosia anatum
Leucosia craniolaris
Leucosia jurinei
Leucosia punctata
Leucosilia jurinii
Leucothoe alata
Leucothoe laurensi
Leucothoe panjang
Leucothoe spinicarpa
Leucothoe urospinosa
Lewindromia unidentata
Libinia ferreirae
Libinia mexicana
Libystes nitidus
Lichomolgus hippopi
Lichomolgus tridacnae
Ligia baudiniana
Ligia exotica
Ligia occidentalis
Ligia vitiensis
Liljeborgia famelicosa
Limnopilos sumatranus
Limnoria cristata
Limnoria indica
Limnoria platycauda
Limnoria tripunctata
Lindacatalina latipenis
Lindacatalina orientalis
Lindacatalina sumacensis
Linguimaera pirloti
Liocarcinus navigator
Liocarpilodes integerrimus
Liomera bella
Liomera cinctimana
Liomera cinctimanus
Liomera monticulosa
Liomera pallida
Liomera rubra
Liomera rugata
Liomera semigranosa
Liomera stimpsonii
Liomera striolata
Liomera supernodosa
Liomera tristis
Liomera venosa
Lioxanthodes alcocki
Lipaesthesius leeanus
Lipkemedaeus spinulifer
Lipkemenes lanipes
Lissocarcinus arkati
Lissocarcinus laevis
Lissocarcinus orbicularis
Lissocarcinus polybioides
Lissoporcellana nakasonei
Lissoporcellana quadrilobata
Lissoporcellana spinuligera
Lissosabinea indica
Lissosabinea unispinosa
Lithadia conica
Lithadia cumingii
Lithadia vertiginosa
Lithodes panamensis
Lithoscaptus doughnut
Litopenaeus stylirostris
Livoneca redmanii
Longipedia santacruzensis
Longipotamonautes ballayi
Longipotamonautes bolobo
Longipotamonautes nheenae
Longipotamonautes paecilei
Longipotamonautes punctatus
Lophogaster challengeri
Lophogaster schmidti
Lophogaster typicus
Lophopanopeus maculatus
Lophorochinia parabranchia
Lophothrix frontalis
Lophothrix humilifrons
Lophoxanthus lamellipes
Lophozozymus anaglyptus
Lophozozymus dodone
Lophozozymus pictor
Lophozozymus pulchellus
Loureirophonte isabelensis
Loxoconcha heronislandensis
Loxoconcha lilljeborgii
Loxoconcha malayensis
Loxoconcha paiki
Loxoconcha triconicula
Lubbockia aculeata
Lubbockia squillimana
Lucascinus coralicola
Lucicutia aurita
Lucicutia clausi
Lucicutia curta
Lucicutia flavicornis
Lucicutia gaussae
Lucicutia grandis
Lucicutia longicornis
Lucicutia lucida
Lucicutia magna
Lucicutia maxima
Lucicutia ovalis
Lucicutia parva
Lucicutia wolfendeni
Lucifer penicillifer
Lucifer typus
Luniella pugil
Luniella scabriculus
Lupocycloporus gracilimanus
Lupocycloporus wilsoni
Lupocyclus philippinensis
Lupocyclus quinquedentatus
Lupocyclus rotundatus
Lupocyclus tugelae
Lybia caestifera
Lybia tessellata
Lycaea bovallii
Lycaea intermedia
Lycaea lilia
Lycaea nasuta
Lycaea pachypoda
Lycaea proserrata
Lycaea pulex
Lycaea serrata
Lycaeopsis themistoides
Lydia annulipes
Lyphira heterograna
Lysiosquilla glabriuscula
Lysiosquilla hoevenii
Lysiosquilla lisa
Lysiosquilla maculata
Lysiosquilla scabricauda
Lysiosquilla sulcirostris
Lysiosquilloides mapia
Lysirude channeri
Lysmata amboinensis
Lysmata argentopunctata
Lysmata californica
Lysmata chica
Lysmata galapagensis
Lysmata grabhami
Lysmata gracilirostris
Lysmata intermedia
Lysmata nayaritensis
Lysmata vittata
Lysmatella prima
Machaerus atlanticus
Machaerus oxyacanthus
Macrobrachium acanthurus
Macrobrachium amazonicum
Macrobrachium americanum
Macrobrachium aracamuni
Macrobrachium asperulum
Macrobrachium atabapense
Macrobrachium australe
Macrobrachium bariense
Macrobrachium brasiliense
Macrobrachium carcinus
Macrobrachium chevalieri
Macrobrachium cortezi
Macrobrachium depressimanum
Macrobrachium digueti
Macrobrachium dolichodactylus
Macrobrachium dux
Macrobrachium equidens
Macrobrachium esculentum
Macrobrachium ferreirai
Macrobrachium foai
Macrobrachium gallus
Macrobrachium hancocki
Macrobrachium idae
Macrobrachium inca
Macrobrachium inpa
Macrobrachium jelskii
Macrobrachium joppae
Macrobrachium kelianense
Macrobrachium lamarrei
Macrobrachium lanchesteri
Macrobrachium lantau
Macrobrachium lar
Macrobrachium latidactylus
Macrobrachium latimanus
Macrobrachium lepidactyloides
Macrobrachium lepidactylus
Macrobrachium lujae
Macrobrachium macrobrachion
Macrobrachium minutum
Macrobrachium nattereri
Macrobrachium oenone
Macrobrachium olfersii
Macrobrachium panamense
Macrobrachium patsa
Macrobrachium pilimanus
Macrobrachium placidulum
Macrobrachium platycheles
Macrobrachium purpureamanus
Macrobrachium rathbunae
Macrobrachium rhodochir
Macrobrachium rosenbergii
Macrobrachium rude
Macrobrachium scabriculum
Macrobrachium sollaudii
Macrobrachium spinipes
Macrobrachium sundaicum
Macrobrachium surinamicum
Macrobrachium tenellum
Macrobrachium vollenhovenii
Macrobrachium zariquieyi
Macrochiron angulare
Macrochiron lobatum
Macrochiron vervoorti
Macrocoeloma concavum
Macrocoeloma eutheca
Macrocoeloma villosum
Macrocypris decora
Macromedaeus nudipes
Macropetasma africana
Macrophthalmus brevis
Macrophthalmus convexus
Macrophthalmus crinitus
Macrophthalmus definitus
Macrophthalmus manggala
Macrophthalmus milloti
Macrophthalmus pacificus
Macrophthalmus philippinensis
Macrophthalmus quadratus
Macrophthalmus telescopicus
Macrophthalmus tomentosus
Macropipus rugosus
Macropodia macrocheles
Macrosetella gracilis
Macrostylis squalida
Macrothrix paulensis
Macrothrix superaculeata
Maera inaequipes
Maguimithrax spinosissimus
Maiopsis panamensis
Makrokylindrus abyssalis
Makrokylindrus aculeatus
Makrokylindrus duplosetosus
Makrokylindrus meteorae
Makrokylindrus paramonodi
Makrokylindrus renatae
Makrokylindrus spinifer
Malaycythereis trachodes
Malayopotamon brevimarginatum
Malayopotamon turgeo
Mallacoota insignis
Manipontonia psamathe
Manucomplanus longimanus
Manucomplanus varians
Maritimonautes obesus
Mathildella serrata
Matuta planipes
Matuta victor
Mecomerinx heterocentroti
Mecomerinx sewellana
Mecynocera clausi
Medaeops granulosus
Medaeus elegans
Medaeus ornatus
Medaeus spinulifer
Medorippe lanata
Megabalanus azoricus
Megabalanus coccopoma
Megabalanus peninsularis
Megabalanus tintinnabulum
Megabalanus vinaceus
Megacalanus princeps
Megaesthesius westralia
Megalobrachium garthi
Megametope ogaensis
Meiosquilla quadridens
Meiosquilla schmitti
Melita mangrovi
Membranobalanus longirostrum
Membranobalanus nebrias
Menaethius monoceros
Menaethius orientalis
Meningodora mollis
Meningodora vesca
Menippe frontalis
Menippe nodifrons
Menippe obtusa
Menippe rumphii
Merhippolyte orientalis
Mesacturoides fimbriatus
Mesanthura asiatica
Mesanthura quadrata
Mesocalanus tenuicornis
Mesocyclops aequatorialis
Mesocyclops brasilianus
Mesocyclops brevisetosus
Mesocyclops meridianus
Mesocyclops paludosus
Mesocyclops papuensis
Mesopenaeus tropicalis
Mesorhabdus poriphorus
Mesorhoea bellii
Mesorhoea sexspinosa
Mesosignum admirandum
Metacalanus aurivillii
Metacarcinus edwardsii
Metacirolana caeca
Metacirolana helenae
Metacirolana mioskon
Metacirolana spinosa
Metaconchoecia discoveryi
Metaconchoecia rotundata
Metacrangon clevai
Metacrangon karubar
Metacrangon punctata
Metacyclops chelazzii
Metacyphocaris helgae
Metacypris digitiformis
Metalanceola chevreuxi
Metanephrops andamanicus
Metanephrops thomsoni
Metanephrops velutinus
Metapenaeopsis commensalis
Metapenaeopsis kishinouyei
Metapenaeopsis lamellata
Metapenaeopsis liui
Metapenaeopsis martinella
Metapenaeopsis miersi
Metapenaeopsis mineri
Metapenaeopsis novaeguineae
Metapenaeopsis palmensis
Metapenaeopsis philippii
Metapenaeopsis stridulans
Metapenaeus brevicornis
Metapenaeus lysianassa
Metapenaeus monoceros
Metapenaeus stebbingi
Metaplax elegans
Metapolycope divae
Metaprotella sandalensis
Metasesarma aubryi
Metasesarma obesum
Metataeniacanthus vulgaris
Metathelges muelleri
Meterythrops picta
Metis galapagoensis
